region,country,vintage,producer,wine_variety,grape_variety,rating,rating_qty,log_price,log_rating_qty,rating * log_rating_qty
199.0,20.0,28.0,4306.0,0.0,17.0,3.8,5733.0,2.95803040636998,8.653994232908383,32.885178085051855
158.0,14.0,29.0,177.0,2.0,122.0,3.6,41.0,2.3693087250369538,3.713572066704308,13.368859440135507
32.0,10.0,27.0,6447.0,2.0,122.0,3.9,471.0,3.373826184866024,6.154858094016418,24.003946566664027
61.0,17.0,31.0,3934.0,0.0,77.0,3.6,136.0,2.3331142980288684,4.912654885736052,17.68555758864979
16.0,10.0,28.0,5215.0,0.0,7.0,3.8,34.0,2.5120353171762533,3.5263605246161616,13.400169993541413
149.0,20.0,27.0,3246.0,0.0,54.0,4.1,337.0,3.3350575791576103,5.820082930352362,23.86234001444468
0.0,4.0,29.0,3040.0,1.0,122.0,3.8,71.0,3.71965111278069,4.262679877041316,16.198183532757
185.0,20.0,32.0,4273.0,0.0,76.0,4.3,83.0,3.299164656097004,4.418840607796598,19.00101461352537
212.0,10.0,26.0,5707.0,2.0,122.0,4.2,278.0,4.493791598004702,5.627621113690637,23.63600867750068
33.0,2.0,29.0,3039.0,2.0,10.0,4.3,33.0,4.123741539072888,3.49650756146648,15.034982514305865
158.0,5.0,31.0,1060.0,0.0,49.0,3.7,109.0,1.9459101490553128,4.691347882229144,17.35798716424783
98.0,5.0,32.0,4898.0,0.0,40.0,4.2,95.0,3.331847303527362,4.553876891600541,19.126282944722277
133.0,0.0,31.0,2430.0,1.0,49.0,3.3,367.0,2.21046980408624,5.90536184805457,19.48769409858008
158.0,10.0,26.0,3264.0,1.0,111.0,3.9,89.0,3.6936182084611096,4.48863636973214,17.505681841955344
82.0,10.0,31.0,5223.0,0.0,30.0,3.8,138.0,3.2184757448468613,4.927253685157205,18.723564003597374
204.0,17.0,29.0,160.0,2.0,122.0,3.7,696.0,2.3331142980288684,6.54534966033442,24.217793743237355
155.0,5.0,30.0,5182.0,3.0,122.0,4.4,46.0,3.926714554171136,3.828641396489095,16.84602214455202
158.0,10.0,28.0,393.0,0.0,64.0,3.5,45.0,2.484072969039423,3.80666248977032,13.32331871419612
55.0,10.0,28.0,5703.0,1.0,22.0,4.0,272.0,3.221272949467922,5.605802066295998,22.42320826518399
94.0,5.0,29.0,2180.0,0.0,34.0,3.8,335.0,2.8326249356838407,5.814130531825066,22.09369602093525
188.0,5.0,29.0,1891.0,0.0,96.0,3.9,172.0,3.864721732310133,5.147494476813453,20.075228459572465
55.0,10.0,29.0,6571.0,2.0,22.0,3.7,132.0,2.7713379403381286,4.882801922586371,18.066367113569573
165.0,5.0,30.0,1910.0,1.0,122.0,4.0,119.0,4.709980550340436,4.77912349311153,19.11649397244612
3.0,14.0,28.0,3604.0,2.0,122.0,3.4,152.0,1.9430489167742813,5.0238805208462765,17.081193770877338
149.0,20.0,28.0,6770.0,0.0,17.0,4.1,684.0,3.08876713952118,6.52795791762255,26.76462746225245
101.0,12.0,25.0,6581.0,2.0,17.0,3.5,180.0,2.3869262414277967,5.19295685089021,18.175348978115736
158.0,15.0,29.0,1142.0,0.0,17.0,3.3,112.0,2.1482677326096886,4.718498871295094,15.57104627527381
25.0,18.0,29.0,5228.0,3.0,53.0,3.8,482.0,2.6390573296152584,6.1779441140506,23.47618763339228
190.0,5.0,21.0,1806.0,0.0,122.0,4.3,370.0,5.301910902058166,5.913503005638271,25.428062924244564
131.0,5.0,12.0,1639.0,1.0,122.0,4.0,47.0,4.065087381154982,3.8501476017100575,15.400590406840234
190.0,5.0,19.0,1766.0,2.0,122.0,4.0,478.0,4.159039321153911,6.169610732491456,24.678442929965826
133.0,0.0,31.0,3889.0,1.0,49.0,3.7,2696.0,2.075684492802124,7.899524472032198,29.22824054651913
27.0,10.0,29.0,6118.0,2.0,122.0,4.0,102.0,3.2386784521643803,4.624972813284271,18.499891253137083
125.0,10.0,28.0,3164.0,0.0,122.0,4.1,125.0,3.1376657694426577,4.8283137373023015,19.796086322939438
62.0,4.0,31.0,284.0,0.0,17.0,3.5,49.0,2.564179830682508,3.8918202981106265,13.621371043387192
118.0,20.0,32.0,3748.0,0.0,76.0,4.1,44.0,2.3969857684155302,3.784189633918261,15.515177499064867
82.0,10.0,27.0,831.0,2.0,30.0,3.5,27.0,2.209372711271867,3.295836866004329,11.535429031015152
204.0,17.0,29.0,5656.0,1.0,108.0,4.2,515.0,3.4061849231731944,6.244166900663736,26.225500982787693
223.0,10.0,31.0,4569.0,2.0,122.0,3.5,2036.0,2.478217661637204,7.618742377670413,26.66559832184645
169.0,5.0,28.0,1783.0,0.0,78.0,3.9,67.0,4.5807750291533695,4.204692619390966,16.398301215624766
38.0,20.0,29.0,2479.0,0.0,76.0,3.8,1317.0,2.290512511759777,7.183111701743281,27.295824466624467
234.0,10.0,29.0,3981.0,3.0,57.0,3.9,2279.0,3.052112606990099,7.7314920292456835,30.15281891405817
135.0,5.0,28.0,4006.0,3.0,122.0,3.8,47.0,2.7555697170701867,3.8501476017100575,14.630560886498222
212.0,10.0,29.0,6114.0,2.0,122.0,4.1,1771.0,2.9128939952449864,7.479299637782833,30.66512851490961
170.0,10.0,28.0,5711.0,2.0,81.0,4.5,14148.0,3.5139306516493947,9.557328550325373,43.00797847646417
130.0,1.0,28.0,2433.0,2.0,17.0,3.7,360.0,2.6919208191723265,5.886104031450156,21.778584916365578
171.0,18.0,28.0,2124.0,0.0,122.0,3.9,292.0,3.1236856378644515,5.676753802268282,22.1393398288463
123.0,4.0,31.0,4928.0,3.0,17.0,3.6,74.0,2.398803950734589,4.30406509320417,15.494634335535013
110.0,10.0,27.0,3352.0,3.0,122.0,4.3,95.0,5.423892189456104,4.553876891600541,19.581670633882325
55.0,10.0,26.0,1164.0,1.0,22.0,3.8,212.0,3.542696943935855,5.356586274672012,20.355027843753646
158.0,5.0,28.0,2820.0,1.0,122.0,4.0,88.0,3.3995293245614584,4.477336814478207,17.909347257912827
38.0,20.0,30.0,5160.0,0.0,17.0,3.5,183.0,2.3015845926604626,5.2094861528414205,18.23320153494497
236.0,17.0,26.0,794.0,1.0,76.0,4.3,66.0,4.635408369048702,4.189654742026425,18.015515390713627
204.0,17.0,27.0,2477.0,2.0,122.0,4.1,116.0,3.375537634881578,4.7535901911063645,19.48971978353609
26.0,18.0,29.0,689.0,2.0,122.0,3.6,157.0,2.431857428698185,5.056245805348308,18.202484899253907
138.0,10.0,28.0,4675.0,0.0,122.0,3.7,327.0,3.2947251371516386,5.7899601708972535,21.42285263231984
16.0,10.0,29.0,2321.0,1.0,7.0,4.2,55.0,3.864721732310133,4.007333185232471,16.83079937797638
88.0,18.0,33.0,4942.0,0.0,122.0,3.5,41.0,1.6193882432872684,3.713572066704308,12.997502233465076
133.0,0.0,29.0,6301.0,0.0,49.0,3.6,813.0,2.63834278867739,6.70073110954781,24.12263199437212
12.0,6.0,30.0,4519.0,0.0,122.0,3.9,209.0,2.3331142980288684,5.342334251964811,20.83510358266276
163.0,5.0,30.0,1429.0,1.0,82.0,3.5,116.0,2.200552367428894,4.7535901911063645,16.637565668872277
78.0,5.0,27.0,6832.0,0.0,122.0,3.6,75.0,3.3002714630721948,4.31748811353631,15.542957208730718
225.0,10.0,30.0,6299.0,0.0,122.0,4.2,526.0,2.851284369188118,6.26530121273771,26.314265093498385
158.0,0.0,31.0,4674.0,3.0,49.0,3.6,59.0,2.5922651681084994,4.07753744390572,14.679134798060591
212.0,10.0,27.0,5269.0,3.0,122.0,3.8,64.0,2.343727036325221,4.158883083359672,15.803755716766752
20.0,1.0,28.0,5164.0,0.0,43.0,3.4,41.0,2.425687290128029,3.713572066704308,12.626145026794648
60.0,1.0,30.0,6083.0,0.0,108.0,3.8,1215.0,2.3331142980288684,7.102499355774649,26.989497551943664
204.0,17.0,32.0,4916.0,2.0,17.0,3.4,31.0,1.8082887711792657,3.4339872044851463,11.675556495249497
177.0,18.0,28.0,5307.0,0.0,79.0,4.4,41.0,4.570164576789276,3.713572066704308,16.339717093498955
227.0,10.0,28.0,4881.0,3.0,122.0,3.5,223.0,2.658159431488745,5.407171771460119,18.92510120011041
104.0,10.0,26.0,3171.0,2.0,122.0,3.9,65.0,4.04234926710372,4.174387269895637,16.280110352592985
110.0,10.0,30.0,6536.0,0.0,33.0,3.7,41.0,3.366950942933564,3.713572066704308,13.74021664680594
115.0,14.0,29.0,4430.0,2.0,122.0,4.1,188.0,3.373826184866024,5.236441962829949,21.46941204760279
172.0,10.0,33.0,6850.0,0.0,81.0,3.9,140.0,2.524127362941281,4.941642422609304,19.272405448176286
178.0,18.0,26.0,3544.0,3.0,122.0,3.9,63.0,2.9439125248241944,4.143134726391533,16.158225432926976
158.0,10.0,29.0,4415.0,2.0,122.0,3.6,57.0,2.9663034628631797,4.04305126783455,14.554984564204382
90.0,10.0,29.0,6162.0,2.0,122.0,3.8,188.0,3.2895206644375325,5.236441962829949,19.898479458753805
204.0,17.0,24.0,2413.0,3.0,122.0,4.2,117.0,4.159039321153911,4.762173934797756,20.00113052615058
212.0,10.0,30.0,3325.0,0.0,122.0,3.6,3663.0,2.0781907597781832,8.206037762778815,29.541735946003733
153.0,2.0,28.0,6745.0,2.0,132.0,3.3,360.0,2.39333945626251,5.886104031450156,19.424143303785517
178.0,18.0,32.0,5880.0,0.0,106.0,3.9,77.0,1.896119484552298,4.343805421853684,16.940841145229367
232.0,10.0,29.0,4381.0,1.0,116.0,3.8,78.0,2.740840023925201,4.356708826689592,16.555493541420446
27.0,10.0,30.0,1085.0,2.0,122.0,4.1,55.0,3.479392229247212,4.007333185232471,16.43006605945313
158.0,5.0,30.0,3086.0,2.0,122.0,4.0,139.0,3.604954219176175,4.934473933130692,19.73789573252277
161.0,20.0,31.0,2887.0,0.0,131.0,3.8,1036.0,2.564179830682508,6.943122422819428,26.383865206713825
129.0,4.0,28.0,4928.0,0.0,19.0,3.9,288.0,3.366950942933564,5.662960480135946,22.08554587253019
106.0,18.0,30.0,6820.0,0.0,122.0,2.8,144.0,2.310553262643223,4.969813299576001,13.915477238812802
53.0,5.0,17.0,6073.0,3.0,122.0,4.1,77.0,4.223909766576744,4.343805421853684,17.809602229600102
210.0,10.0,28.0,4994.0,2.0,64.0,3.9,44.0,2.6063865473257097,3.784189633918261,14.758339572281216
158.0,17.0,26.0,2452.0,1.0,122.0,4.4,46.0,5.203072184631304,3.828641396489095,16.84602214455202
208.0,18.0,31.0,4075.0,0.0,122.0,4.1,398.0,2.437115985951652,5.986452005284438,24.544453221666192
149.0,20.0,32.0,886.0,0.0,122.0,3.7,222.0,2.3015845926604626,5.402677381872279,19.989906312927435
120.0,0.0,31.0,4079.0,0.0,49.0,3.8,155.0,2.771963526845863,5.043425116919247,19.165015444293136
204.0,17.0,30.0,6861.0,2.0,108.0,3.7,144.0,2.196112848483529,4.969813299576001,18.388309208431203
225.0,10.0,21.0,4174.0,0.0,122.0,3.9,153.0,2.338917022241436,5.030437921392435,19.618707893430496
133.0,0.0,28.0,6198.0,0.0,17.0,3.7,33.0,3.086943153607375,3.49650756146648,12.937077977425975
177.0,18.0,28.0,4753.0,2.0,122.0,4.1,369.0,3.1830413718589847,5.910796644040528,24.234266240566164
106.0,18.0,31.0,6720.0,2.0,55.0,3.7,58.0,2.1983350716202468,4.060443010546419,15.023639139021752
133.0,0.0,30.0,617.0,0.0,49.0,3.7,226.0,2.7073833121145063,5.420534999272286,20.05597949730746
166.0,6.0,28.0,23.0,0.0,122.0,3.7,141.0,2.91180703861623,4.948759890378168,18.31041159439922
191.0,10.0,30.0,6552.0,2.0,50.0,3.6,73.0,2.066862759472976,4.290459441148391,15.445653988134207
43.0,18.0,31.0,2959.0,2.0,114.0,3.6,587.0,1.8213182714695997,6.375024819828097,22.95008935138115
127.0,5.0,29.0,1862.0,1.0,51.0,4.1,121.0,4.06336975792267,4.795790545596741,19.66274123694664
177.0,18.0,31.0,3010.0,2.0,122.0,4.2,241.0,3.2943542860441064,5.484796933490655,23.03614712066075
105.0,10.0,29.0,1027.0,3.0,122.0,4.1,172.0,3.664330581192524,5.147494476813453,21.104727354935157
203.0,20.0,30.0,4074.0,0.0,111.0,3.9,45.0,3.177637076851603,3.80666248977032,14.845983710104246
178.0,18.0,29.0,2395.0,1.0,122.0,3.6,5593.0,2.0412203288596382,8.629271094821588,31.06537594135772
19.0,10.0,28.0,5223.0,3.0,9.0,4.2,110.0,4.487961985082551,4.700480365792417,19.74201753632815
71.0,5.0,27.0,2619.0,2.0,122.0,3.6,66.0,2.306577114263584,4.189654742026425,15.08275707129513
158.0,10.0,24.0,6595.0,3.0,7.0,3.5,64.0,3.387774361330015,4.158883083359672,14.55609079175885
187.0,5.0,28.0,1672.0,2.0,122.0,4.1,200.0,4.085471983718502,5.298317366548036,21.723101202846948
191.0,10.0,29.0,4580.0,3.0,62.0,4.4,86.0,3.4058531931983493,4.454347296253507,19.599128103515437
141.0,10.0,31.0,3109.0,0.0,57.0,3.6,584.0,1.856297990365626,6.369900982828227,22.931643538181618
158.0,5.0,26.0,3663.0,0.0,122.0,4.2,61.0,4.4927850553933,4.110873864173311,17.26567022952791
16.0,10.0,29.0,2989.0,0.0,7.0,4.0,358.0,3.5461631519123413,5.8805329864007,23.5221319456028
162.0,5.0,29.0,1845.0,0.0,122.0,4.1,195.0,4.36373536470163,5.272999558563747,21.61929819011136
32.0,10.0,27.0,252.0,1.0,122.0,4.3,1046.0,3.901568547524287,6.952728644624869,29.89673317188693
210.0,10.0,29.0,2881.0,3.0,122.0,4.0,579.0,3.1680034944944446,6.361302477572996,25.445209910291982
229.0,10.0,29.0,4257.0,0.0,17.0,4.0,385.0,3.2076126325894903,5.953243334287785,23.81297333715114
239.0,17.0,29.0,3245.0,2.0,17.0,3.3,99.0,2.3739750890807185,4.59511985013459,15.163895505444144
165.0,5.0,29.0,1852.0,3.0,122.0,4.0,381.0,4.358246106008478,5.942799375126701,23.771197500506805
158.0,5.0,34.0,6420.0,1.0,96.0,3.9,35.0,3.2184757448468613,3.555348061489413,13.865857439808712
82.0,10.0,30.0,3260.0,2.0,30.0,3.5,210.0,2.4731713935695794,5.3471075307174685,18.71487635751114
3.0,14.0,28.0,3604.0,3.0,122.0,3.4,152.0,1.9430489167742813,5.0238805208462765,17.081193770877338
54.0,10.0,31.0,5649.0,2.0,22.0,3.5,2936.0,2.2202898502672155,7.984803389734406,27.94681186407042
178.0,18.0,20.0,4853.0,2.0,91.0,4.1,52.0,2.9801108926510342,3.951243718581428,16.20009924618385
158.0,10.0,30.0,768.0,0.0,17.0,3.9,57.0,2.4612967841488667,4.04305126783455,15.767899944554744
46.0,18.0,29.0,3194.0,1.0,122.0,3.8,125.0,2.277267285009756,4.8283137373023015,18.347592201748743
204.0,17.0,29.0,4857.0,2.0,17.0,3.7,92.0,2.4069451083182885,4.5217885770490405,16.730617735081452
127.0,5.0,23.0,1964.0,3.0,51.0,4.2,1094.0,4.450969504910791,6.997595982981927,29.389903128524093
178.0,18.0,26.0,3622.0,0.0,122.0,4.0,436.0,3.366950942933564,6.077642243349034,24.310568973396137
133.0,0.0,29.0,1208.0,3.0,49.0,4.6,107.0,4.5802625502819065,4.672828834461906,21.495012638524766
158.0,10.0,31.0,5743.0,0.0,122.0,3.5,64.0,2.2679936482244267,4.158883083359672,14.55609079175885
212.0,10.0,29.0,1176.0,1.0,122.0,4.1,77.0,4.058371901763283,4.343805421853684,17.809602229600102
178.0,18.0,25.0,6610.0,0.0,42.0,3.9,156.0,2.5006159434931803,5.049856007249537,19.694438428273195
94.0,5.0,29.0,1630.0,0.0,34.0,3.7,137.0,2.448415541205585,4.919980925828125,18.203929425564063
171.0,18.0,30.0,4552.0,0.0,122.0,4.0,35.0,3.4404180948154366,3.555348061489413,14.221392245957654
210.0,10.0,31.0,4418.0,2.0,64.0,3.4,201.0,1.8245492920510455,5.303304908059076,18.031236687400856
158.0,5.0,26.0,3663.0,2.0,122.0,4.2,61.0,4.4927850553933,4.110873864173311,17.26567022952791
18.0,10.0,31.0,6860.0,3.0,8.0,3.2,408.0,1.924248652274134,6.0112671744041615,19.23605495809332
187.0,5.0,30.0,1575.0,2.0,122.0,4.3,63.0,5.349390636732037,4.143134726391533,17.81547932348359
3.0,14.0,28.0,4316.0,0.0,122.0,3.6,47.0,3.044522437723423,3.8501476017100575,13.860531366156213
118.0,20.0,30.0,4664.0,0.0,17.0,4.1,1272.0,3.091042453358316,7.148345743900068,29.308217549990275
62.0,4.0,30.0,916.0,0.0,17.0,3.8,170.0,2.7073833121145063,5.135798437050262,19.516034060791
125.0,10.0,31.0,5761.0,0.0,103.0,3.7,44.0,2.221375037568502,3.784189633918261,14.001501645497566
169.0,5.0,18.0,6537.0,3.0,78.0,4.4,371.0,5.403307813738974,5.916202062607436,26.03128907547272
21.0,1.0,29.0,467.0,0.0,17.0,3.6,755.0,2.5368663887187117,6.626717749249025,23.85618389729649
177.0,18.0,29.0,732.0,2.0,122.0,4.6,84.0,3.816832818424397,4.430816798843313,20.38175727467924
133.0,0.0,30.0,5362.0,0.0,49.0,3.8,3838.0,2.564179830682508,8.252706676567644,31.360285370957047
62.0,4.0,30.0,4772.0,0.0,111.0,3.8,726.0,2.587011872725154,6.587550014824797,25.032690056334225
27.0,10.0,29.0,433.0,1.0,122.0,4.0,868.0,2.847812143477369,6.76619171466035,27.0647668586414
239.0,17.0,31.0,5968.0,3.0,77.0,3.7,735.0,1.786746927404511,6.5998704992128365,24.419520847087497
210.0,10.0,25.0,2495.0,0.0,122.0,4.0,27.0,2.3969857684155302,3.295836866004329,13.183347464017316
29.0,5.0,29.0,5874.0,1.0,122.0,3.7,38.0,2.8160073426073025,3.6375861597263857,13.459068790987628
28.0,10.0,29.0,5262.0,3.0,122.0,4.4,526.0,3.8172726688823353,6.26530121273771,27.56732533604593
158.0,5.0,30.0,3863.0,1.0,122.0,3.9,54.0,3.662278772316757,3.9889840465642745,15.55703778160067
166.0,6.0,31.0,4204.0,2.0,76.0,3.5,226.0,1.856297990365626,5.420534999272286,18.971872497453003
147.0,6.0,29.0,4479.0,0.0,76.0,3.9,230.0,2.822568654544802,5.438079308923196,21.20850930480046
212.0,10.0,28.0,4161.0,2.0,122.0,4.4,417.0,4.651290121601645,6.0330862217988015,26.54557937591473
12.0,6.0,27.0,6747.0,0.0,76.0,3.6,109.0,3.481240089335692,4.691347882229144,16.888852376024918
216.0,0.0,32.0,5685.0,0.0,76.0,3.5,1458.0,2.19722457733622,7.284820912568604,25.496873193990112
141.0,10.0,27.0,2235.0,3.0,122.0,4.4,281.0,3.5765502691400166,5.638354669333745,24.80876054506848
64.0,20.0,29.0,5.0,1.0,54.0,3.8,876.0,2.6844403354630764,6.775366090936392,25.746391145558288
170.0,10.0,29.0,5711.0,3.0,81.0,4.4,1028.0,2.9290581402859983,6.93537044601511,30.515629962466488
61.0,17.0,29.0,3245.0,0.0,17.0,3.6,137.0,2.221375037568502,4.919980925828125,17.71193133298125
9.0,10.0,26.0,880.0,1.0,122.0,4.3,26.0,3.929666440600741,3.258096538021482,14.009815113492373
238.0,17.0,32.0,782.0,0.0,122.0,4.2,173.0,3.4011973816621555,5.153291594497778,21.643824696890672
178.0,18.0,26.0,4498.0,0.0,91.0,4.2,351.0,3.4657359027997265,5.860786223465866,24.61530213855664
171.0,18.0,10.0,175.0,3.0,122.0,4.3,55.0,4.28317268312119,4.007333185232471,17.231532696499624
177.0,18.0,32.0,5025.0,0.0,122.0,3.6,65.0,2.2985770715965077,4.174387269895637,15.027794171624294
84.0,14.0,29.0,1091.0,1.0,122.0,4.4,412.0,3.636532973741727,6.021023349349527,26.49250273713792
78.0,5.0,33.0,3414.0,0.0,122.0,4.1,96.0,3.216873822197528,4.564348191467836,18.713827585018127
9.0,10.0,25.0,6569.0,3.0,122.0,4.4,42.0,3.947969132201615,3.737669618283368,16.445746320446823
