name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Rapido Sangiovese 2019,Puglia,Italy,2019,Rapido,Red,Sangiovese,7.35,3.5,,1.9947003132247452,5
Domenico Clerico Arte Rosso 2012,Langhe,Italy,2012,Domenico Clerico,Rose,Unknown,29.36,3.9,,3.379633203746315,12
Caliterra Edicion Limitada A 2015,Colchagua Valley,Chile,2015,Caliterra,Red,Unknown,17.34,3.9,,2.853015971352396,9
Coto De Gomariz Maria Alvarez Serrano Abadia De Gomariz 2015,Other,Spain,2015,Coto De Gomariz Maria Alvarez Serrano,Red,Unknown,14.44,3.8,,2.67000213346468,9
Frederic Magnien Pinot Noir Bourgogne 2009,Bourgogne,France,2009,Frederic Magnien,Red,Pinot Noir,28.95,3.7,,3.3655702040190043,15
Foradori Foradori Teroldego 2016,Vigneti Delle Dolomiti,Italy,2016,Foradori,Red,Teroldego,20.29,3.8,,3.010128153837724,8
Robert Hall Merlot 2018,Paso Robles,United States,2018,Robert Hall,Red,Merlot,14.99,3.6,,2.7073833121145063,6
La Playa Estate Dry Rose Of Cabernet Sauvignon 2020,Colchagua Valley,Chile,2020,La Playa,Rose,Rose,10.99,3.6,12.5,2.3969857684155302,4
Mas De Daumas Gassac Rouge 2017,Other,France,2017,Mas De Daumas Gassac,Sparkling,Unknown,36.78,4.1,,3.604954219176175,7
Bear Flag Cabernet Sauvignon 2016,California,United States,2016,Bear Flag,Red,Cabernet Sauvignon,27.99,4.0,,3.331847303527362,8
Bibi Graetz Le Cicale Di Vincigliata Chianti 2013,Chianti,Italy,2013,Bibi Graetz,White,Chianti,13.64,3.4,,2.613006652415316,11
Emilio Moro Finca Resalso 2018,Ribera Del Duero,Spain,2018,Emilio Moro,Rose,Unknown,8.79,3.9,,2.173614711697085,6
Chateau Malbec Bordeaux 2017,Bordeaux,France,2017,Chateau Malbec,Red,Malbec,11.66,3.8,,2.4561641809223462,7
Domaine De La Croix Iirresistible Cotes De Provence 2016,Cotes De Provence,France,2016,Domaine De La Croix,White,Unknown,14.65,3.7,,2.6844403354630764,8
Reyneke Capstone 2013,Stellenbosch,South Africa,2013,Reyneke,Red,Unknown,24.99,3.9,,3.2184757448468613,11
Domaine Bousquet Reserve Malbec 2018,Tupungato,Argentina,2018,Domaine Bousquet,Rose,Malbec,12.43,3.9,,2.52011290552262,6
Meerlust Rubicon 2016,Stellenbosch,South Africa,2016,Meerlust,White,Unknown,29.19,4.3,,3.373826184866024,8
Chateau Latour A Pomerol Pomerol 2015,Pomerol,France,2015,Chateau Latour A Pomerol,Red,Pomerol,119.29,4.1,,4.781557503293855,9
Domaine Gouron Chinon Rouge 2017,Chinon,France,2017,Domaine Gouron,Red,Unknown,18.99,3.4,,2.9439125248241944,7
Castano Picarios 2016,Yecla,Spain,2016,Castano,Red,Unknown,19.04,3.3,,2.946542029363219,8
Don Sebastian Crianza 2014,Rioja,Spain,2014,Don Sebastian,Rose,Unknown,25.39,3.2,,3.234355395716587,10
Quinta Do Portal Colheita Red 2017,Douro,Portugal,2017,Quinta Do Portal,White,Port,13.56,3.9,,2.6071242825122494,7
689 Six Eight Nine Devils Candy Red Blend 2017,Napa Valley,United States,2017,689 Six Eight Nine,Sparkling,Red Blend,41.77,4.4,,3.732178378509084,7
Senorio De Los Llanos Reserva 2013,Valdepenas,Spain,2013,Senorio De Los Llanos,Sparkling,Unknown,5.37,3.3,,1.6808279085207734,11
Hacienda La Lomita Tinto De La Hacienda 2016,Other,Other,2016,Hacienda La Lomita,Red,Unknown,26.99,4.1,,3.295466427029913,8
Heger Vitus Spatburgunder 2015,Baden,Germany,2015,Heger,Sparkling,Unknown,17.29,3.8,,2.850128299695199,9
Hayes Ranch Red Blend 2014,California,United States,2014,Hayes Ranch,Red,Red Blend,7.7,3.5,,2.0412203288596382,10
Apaltagua Pinot Noir Reserva 2018,Other,Chile,2018,Apaltagua,Rose,Pinot Noir,11.39,3.5,,2.4327357774590905,6
Haras De Pirque Albis 2016,Maipo Valley,Chile,2016,Haras De Pirque,Sparkling,Unknown,53.16,4.3,,3.9733062338450447,8
Kendalljackson Grand Reserve Pinot Noir 2012,Monterey County,United States,2012,Kendalljackson,Red,Pinot Noir,20.91,3.8,,3.0402275134405423,12
Alpasion Grand Malbec 2018,Mendoza,Argentina,2018,Alpasion,Red,Malbec,27.95,4.2,,3.3304171996011083,6
Vergelegen Reserve Cabernet Sauvignon 2013,Stellenbosch,South Africa,2013,Vergelegen,Rose,Cabernet Sauvignon,28.75,4.3,,3.3586377672433594,11
Palacios Remondo La Montesa 2017,Rioja,Spain,2017,Palacios Remondo,Red,Unknown,17.99,3.9,,2.8898160479624413,7
Bodega Sommos Glarima Merlot Tempranilllo 2018,Somontano,Spain,2018,Bodega Sommos,Sparkling,Merlot,7.0,3.5,,1.9459101490553128,6
Fusser Deidesheimer Spatburgunder 2016,Pfalz,Germany,2016,Fusser,Sparkling,Unknown,15.54,3.7,,2.7434173449395014,8
Bodegas Valdemar Inspiracion Balcon De Pilatos Maturana 2016,Rioja,Spain,2016,Bodegas Valdemar,Rose,Unknown,28.2,4.1,,3.339321977944068,8
Chateau Leoville Poyferre Saintjulien Grand Cru Classe 2010,Saintjulien,France,2010,Chateau Leoville Poyferre,Red,Unknown,205.06,4.4,,5.323302619241945,14
Domaine Joannet Bourgogne Hautescotes De Nuits Rouge 2011,Other,France,2011,Domaine Joannet,Rose,Unknown,15.75,3.4,,2.7568403652716422,13
Arrayan Seleccion 2016,Other,Spain,2016,Arrayan,Sparkling,Unknown,10.74,3.7,,2.3739750890807185,8
Chateau Quinault Lenclos Saintemilion Grand Cru Grand Cru Classe 2008,Saintemilion Grand Cru,France,2008,Chateau Quinault Lenclos,Rose,Unknown,37.92,3.9,,3.635478677386821,16
Miguel Torres Cordillera Vigno Old Vines Carignan 2016,Maule Valley,Chile,2016,Miguel Torres,Red,Carignan,16.42,3.8,,2.7985001040242823,8
Iona Pinot Noir 2017,Elgin,South Africa,2017,Iona,Rose,Pinot Noir,21.59,3.7,,3.072230244526716,7
Matsu El Picaro 2020,Toro,Spain,2020,Matsu,Red,Unknown,15.99,3.8,,2.771963526845863,4
Santa Rita 120 Merlot 2018,Central Valley,Chile,2018,Santa Rita,Red,Merlot,6.87,3.4,,1.9271641062342584,6
Castano Hecula Monastrell 2019,Yecla,Spain,2019,Castano,Red,Monastrell,15.99,3.5,,2.771963526845863,5
Chateau Certan De May Pomerol 2012,Pomerol,France,2012,Chateau Certan De May,White,Pomerol,103.65,4.3,,4.641019838881789,12
Chateau Pichon Baron Pauillac Grand Cru Classe 2007,Pauillac,France,2007,Chateau Pichon Baron,Sparkling,Unknown,129.11,4.4,,4.860664754186627,17
Zenato Cresasso Corvina Veronese 2013,Veneto,Italy,2013,Zenato,Red,Corvina,29.4,4.2,,3.380994674344636,11
Firriato Ribeca Perricone 2014,Terre Siciliane,Italy,2014,Firriato,Red,Unknown,29.61,4.1,,3.3881121421135,10
Rings Kallstadter Steinacker Spatburgunder 2014,Pfalz,Germany,2014,Rings,White,Unknown,24.85,3.7,,3.212857752542638,10
Tenuta Castelgiocondo Campo Ai Sassi Rosso Di Montalcino 2016,Rosso Di Montalcino,Italy,2016,Tenuta Castelgiocondo,Rose,Unknown,18.51,3.7,,2.9183111265854063,8
Noble Vines 181 Merlot 2012,Lodi,United States,2012,Noble Vines,Sparkling,Merlot,17.9,3.6,,2.884800712846709,12
Tinazzi Ca De Rocchi Corve Corvina Della Provincia Di Verona 2017,Verona,Italy,2017,Tinazzi,Red,Corvina,10.47,4.3,,2.3485140248824456,7
San Felice Bellaja 2016,Bolgheri,Italy,2016,San Felice,Red,Unknown,27.95,3.8,,3.3304171996011083,8
Brocard Sainte Claire Chablis 2020,Other,France,2020,Brocard,White,Chardonnay,24.99,4.2,13.0,3.2184757448468613,4
Alias Cabernet Sauvignon 2018,California,United States,2018,Alias,Red,Cabernet Sauvignon,10.99,3.6,,2.3969857684155302,6
Chateau Bardehaut Saintemilion Grand Cru Grand Cru Classe 2008,Saintemilion Grand Cru,France,2008,Chateau Bardehaut,Sparkling,Unknown,34.67,4.0,,3.5458747596969324,16
Lis Neris Venezia Giulia Cabernet Sauvignon 2016,Venezia Giulia,Italy,2016,Lis Neris,Sparkling,Cabernet Sauvignon,24.72,4.0,,3.2076126325894903,8
San Felice Campogiovanni Rosso Di Montalcino 2019,Rosso Di Montalcino,Italy,2019,San Felice,Red,Unknown,25.99,3.6,,3.2577118486533987,5
Marques De Riscal Riscal Roble Tempranillo 2013,Castilla Y Leon,Spain,2013,Marques De Riscal,Rose,Tempranillo,6.93,3.4,,1.935859813201812,11
Massimo Rattalino Quarantatre 43 Barbaresco 2013,Langhe,Italy,2013,Massimo Rattalino,Sparkling,Unknown,39.22,4.1,,3.6691868207682,11
Chateau Lascombes Margaux Grand Cru Classe 2005,Margaux,France,2005,Chateau Lascombes,Red,Margaux,138.82,4.4,,4.933178129911438,19
Jeanpierre Moueix Pomerol 2015,Pomerol,France,2015,Jeanpierre Moueix,White,Pomerol,26.83,3.8,,3.2895206644375325,9
Peachy Canyon Cirque Du Vin 2017,Paso Robles,United States,2017,Peachy Canyon,Red,Unknown,19.99,3.8,,2.9952321485123083,7
Ultraviolet Cabernet Sauvignon 2019,Napa Valley,United States,2019,Ultraviolet,Red,Cabernet Sauvignon,13.99,3.9,,2.63834278867739,5
Salzl Seewinkelhof Grande Cuvee 2017,Burgenland,Austria,2017,Salzl Seewinkelhof,White,Unknown,15.57,3.9,,2.745345985845907,7
Bogle Merlot 2019,California,United States,2019,Bogle,Red,Merlot,10.99,3.8,,2.3969857684155302,5
Weingut Metzger Arthos Pinot Noir 2013,Pfalz,Germany,2013,Weingut Metzger,Rose,Pinot Noir,97.3,4.2,,4.577798989191959,11
Hans Igler Classic Blaufrankisch 2017,Mittelburgenland,Austria,2017,Hans Igler,Sparkling,Blaufrankisch,9.55,3.7,,2.256541154492639,7
Herdade Da Calada Block No 3 2015,Alentejo,Portugal,2015,Herdade Da Calada,Sparkling,Unknown,28.56,4.2,,3.352007137471384,9
Chateau Pierrousselle Bordeaux Rouge 2016,Bordeaux,France,2016,Chateau Pierrousselle,Sparkling,Unknown,6.23,3.7,,1.8293763327993615,8
19 Crimes Snoop Cali Rose 2020,California,United States,2020,19 Crimes,Rose,Rose,13.99,3.9,10.5,2.63834278867739,4
Caliterra Reserva Cabernet Sauvignon 2016,Colchagua Valley,Chile,2016,Caliterra,Sparkling,Cabernet Sauvignon,9.46,3.4,,2.247072383063786,8
Woodbridge By Robert Mondavi Cabernet Sauvignon 2017,California,United States,2017,Woodbridge By Robert Mondavi,Rose,Cabernet Sauvignon,8.57,3.4,,2.1482677326096886,7
Ricasoli Broliobettino 2016,Chianti Classico,Italy,2016,Ricasoli,Sparkling,Unknown,18.72,3.9,,2.9295924710494456,8
Montecillo Reserva 2012,Rioja,Spain,2012,Montecillo,Rose,Unknown,14.63,3.8,,2.683074215032033,12
Torres Vinyarets 2018,Penedes,Spain,2018,Torres,Rose,Unknown,17.31,3.6,,2.851284369188118,6
One Stone Cellars Cabernet Sauvignon 2019,Paso Robles,United States,2019,One Stone Cellars,Red,Cabernet Sauvignon,14.99,3.9,,2.7073833121145063,5
Kuhlinggillot Cuvee Giro Rot 2015,Rheinhessen,Germany,2015,Kuhlinggillot,Rose,Unknown,13.55,3.7,,2.6063865473257097,9
Damalisco Crianza 2013,Toro,Spain,2013,Damalisco,Red,Unknown,8.63,3.5,,2.155244505095337,11
Pietra Pura Mandus Primitivo Di Manduria 2018,Primitivo Di Manduria,Italy,2018,Pietra Pura,Red,Primitivo,8.28,4.0,,2.113842968397168,6
Poggio Di Sotto Rosso Di Montalcino 2013,Rosso Di Montalcino,Italy,2013,Poggio Di Sotto,Red,Unknown,52.1,4.2,,3.9531649487593215,11
Gaja Costa Russi Barbaresco Langhe 2016,Langhe,Italy,2016,Gaja,Sparkling,Unknown,525.17,4.5,,6.263722019700444,8
Gaja Pieve Santa Restituta Sugarille Brunello Di Montalcino 2013,Brunello Di Montalcino,Italy,2013,Gaja,White,Unknown,161.66,4.5,,5.085495364305698,11
Feudo Croce Primitivo 2018,Salento,Italy,2018,Feudo Croce,Sparkling,Primitivo,10.8,3.8,,2.379546134130174,6
Descendientes De J Palacios Petalos 2018,Bierzo,Spain,2018,Descendientes De J Palacios,Red,Unknown,26.99,3.8,,3.295466427029913,6
Niepoort Douro Vertente Tinto 2016,Douro,Portugal,2016,Niepoort,Red,Unknown,18.99,3.8,,2.9439125248241944,8
Paitin Bonina Langhe Freisa 2018,Langhe,Italy,2018,Paitin,Red,Freisa,24.5,4.0,,3.198673117550681,6
Primus The Blend 2015,Colchagua Valley,Chile,2015,Primus,Rose,Blend,15.14,3.8,,2.717340248009303,9
Selva Capuzza Mader Garda Classico Rosso Superiore 2013,Garda,Italy,2013,Selva Capuzza,Red,Unknown,18.0,4.1,,2.8903717578961645,11
Les Halos De Jupiter Chateauneufdupape Adrastee Rouge 2015,Chateauneufdupape,France,2015,Les Halos De Jupiter,White,Unknown,52.77,4.4,,3.9659428474175766,9
Paul Jaboulet Aine Crozeshermitage Domaine De Thalabert 2013,Crozeshermitage,France,2013,Paul Jaboulet Aine,Red,Unknown,39.01,4.0,,3.663818023518565,11
Can Blau Blau 2018,Montsant,Spain,2018,Can Blau,Red,Unknown,15.95,3.8,,2.769458829230853,6
Tardieulaurent Chateauneufdupape 2005,Chateauneufdupape,France,2005,Tardieulaurent,Sparkling,Unknown,52.03,3.9,,3.951820475302213,19
Antares Carmenere 2019,Central Valley,Chile,2019,Antares,Red,Carmenere,6.01,3.2,,1.7934247485471162,5
Capcanes Lasendal Seleccio 2017,Montsant,Spain,2017,Capcanes,White,Unknown,10.63,3.8,,2.3636801923538564,7
Diamandes Malbec 2018,Uco Valley,Argentina,2018,Diamandes,Red,Malbec,22.5,3.8,,3.1135153092103742,6
Nederburg Ingenuity Italian Blend 2015,Coastal Region,South Africa,2015,Nederburg,Sparkling,Blend,38.27,3.9,,3.6446662994376102,9
Paul Mas Vignes De Nicole Cabernet Sauvignon Merlot Pays Doc 2017,Pays Doc,France,2017,Paul Mas,Red,Cabernet Sauvignon,7.8,3.7,,2.054123733695546,7
Domaine De La Begude Bandol Rouge 2015,Bandol,France,2015,Domaine De La Begude,Sparkling,Unknown,32.44,3.9,,3.479392229247212,9
Hess Select Zinfandel 2017,Mendocino County,United States,2017,Hess Select,White,Zinfandel,15.25,3.9,,2.724579503053421,7
Noceto Sangiovese 2017,Other,United States,2017,Noceto,Red,Sangiovese,22.97,4.0,,3.134189016701007,7
San Giusto A Rentennano Percarlo 2013,Toscana,Italy,2013,San Giusto A Rentennano,White,Unknown,89.46,4.2,,4.493791598004702,11
Aromo Merlot Private Reserve 2010,Maule Valley,Chile,2010,Aromo,Rose,Merlot,13.23,3.1,,2.582486978126864,14
Herdade Do Rocim Olho De Mocho Reserve Tinto 2013,Alentejano,Portugal,2013,Herdade Do Rocim,Red,Unknown,14.81,3.9,,2.695302628279708,11
Partida Creus Tn 2020,Penedes,Spain,2020,Partida Creus,Red,Unknown,26.0,3.9,,3.258096538021482,4
Errazuriz Estate Merlot 2018,Aconcagua Valley,Chile,2018,Errazuriz,Red,Merlot,8.89,3.5,,2.1849270495258133,6
Il Chiosso Fara 2017,Other,Italy,2017,Il Chiosso,Red,Unknown,28.9,4.0,,3.3638415951183864,7
Ravenswood Old Vine Zinfandel 2017,Lodi,United States,2017,Ravenswood,Sparkling,Zinfandel,14.59,3.7,,2.6803363625346943,7
Vitor Claro Foxtrot Domino 2018,Alentejo,Portugal,2018,Vitor Claro,Red,Unknown,21.99,3.8,,3.090587804566669,6
Paul Jaboulet Aine Les Grandes Terrasses Cornas 2014,Other,France,2014,Paul Jaboulet Aine,Rose,Unknown,42.09,4.0,,3.7398101827824792,10
Epicuro Susumaniello 2017,Puglia,Italy,2017,Epicuro,Rose,Unknown,16.21,4.0,,2.785628335747585,7
Chateau Pavie Saintemilion Grand Cru Premier Grand Cru Classe 2006,Saintemilion Grand Cru,France,2006,Chateau Pavie,Rose,Unknown,370.16,4.5,,5.913935344598745,18
Chateau Quinault Lenclos Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau Quinault Lenclos,Red,Unknown,61.79,3.9,,4.123741539072888,19
Weingut Ra Pfaffl Zweigelt Sandstein 2018,Niederosterreich,Austria,2018,Weingut Ra Pfaffl,White,Zweigelt,11.86,3.6,,2.4731713935695794,6
Delas Le Clos Rouge Crozeshermitage 2014,Crozeshermitage,France,2014,Delas,White,Unknown,40.09,4.1,,3.691126926654416,10
Guelbenzu Evo 2013,Other,Spain,2013,Guelbenzu,Sparkling,Unknown,12.64,3.9,,2.5368663887187117,11
Bruno Giacosa Barbaresco Albesani Santo Stefano 2011,Barbaresco,Italy,2011,Bruno Giacosa,Red,Unknown,114.72,4.4,,4.742494376851311,13
Capcanes Mas Donis Negre 2017,Montsant,Spain,2017,Capcanes,Sparkling,Unknown,7.35,3.6,,1.9947003132247452,7
Les Halos De Jupiter Chateauneufdupape Adrastee Rouge 2015,Chateauneufdupape,France,2015,Les Halos De Jupiter,Sparkling,Unknown,52.77,4.4,,3.9659428474175766,9
Boscarelli Rosso Di Montepulciano Prugnolo 2018,Rosso Di Montepulciano,Italy,2018,Boscarelli,Red,Montepulciano,14.0,3.7,,2.6390573296152584,6
Chateau Lauduc Prestige Bordeaux Superieur 2016,Bordeaux Superieur,France,2016,Chateau Lauduc,Red,Unknown,10.52,4.0,,2.353278207309564,8
R Lopez De Heredia Vina Tondonia Vina Tondonia Reserva 2007,Rioja,Spain,2007,R Lopez,White,Unknown,31.41,4.1,,3.447126313550555,17
Villa Vinea Pinot Noir 2016,Other,Romania,2016,Villa Vinea,Rose,Pinot Noir,11.83,3.5,,2.470638677990296,8
Cantina Kaltern Quintessenz Kalterersee Classico Superiore 2018,Sudtirol Alto Adige,Italy,2018,Cantina Kaltern,Red,Unknown,14.0,3.7,,2.6390573296152584,6
Langmeil Steadfast Shiraz Cabernet 2017,Barossa Valley,Australia,2017,Langmeil,Red,Shiraz,9.42,4.0,,2.242835088588272,7
Bodega Pirineos Principio Moristel 2017,Somontano,Spain,2017,Bodega Pirineos,Red,Unknown,8.9,3.7,,2.186051276738094,7
Chateau Musar Rouge Gaston Hochar 1999,Bekaa Valley,Lebanon,1999,Chateau Musar,White,Unknown,40.08,4.3,,3.6908774567766094,25
Deutzerhof Caspar C Spatburgunder 2016,Ahr,Germany,2016,Deutzerhof,Rose,Unknown,26.34,3.9,,3.271088696315135,8
Vall De Baldomar Cristiari Dalos 2019,Costers Del Segre,Spain,2019,Vall De Baldomar,Red,Unknown,12.71,3.8,,2.542389085201363,5
Stone Cellars Cabernet Sauvignon 2015,California,United States,2015,Stone Cellars,Red,Cabernet Sauvignon,10.99,3.3,,2.3969857684155302,9
Chateau De Lussac Lussacsaintemilion 2015,Other,France,2015,Chateau De Lussac,White,Unknown,29.61,3.6,,3.3881121421135,9
Chateau Du Trignon Cotes Du Rhone Villages Sablet 2010,Other,France,2010,Chateau Du Trignon,Red,Unknown,11.58,3.8,,2.449279472144849,14
Corcova Cuvee Racoveanu Reserve 2013,Other,Romania,2013,Corcova,Rose,Unknown,18.99,4.1,,2.9439125248241944,11
Partem Winery Cabernet Sauvignon 2015,Sonoma County,United States,2015,Partem Winery,Red,Cabernet Sauvignon,14.99,3.8,,2.7073833121145063,9
Bodega Otazu Otazu Premium Cuvee 2016,Navarra,Spain,2016,Bodega Otazu,Rose,Unknown,9.75,3.9,,2.277267285009756,8
Willamette Valley Vineyards Whole Cluster Pinot Noir 2018,Willamette Valley,United States,2018,Willamette Valley Vineyards,Red,Pinot Noir,20.99,4.0,,3.0440461338325417,6
Chateau Latour A Pomerol Pomerol 2014,Pomerol,France,2014,Chateau Latour A Pomerol,Red,Pomerol,112.21,4.1,,4.720372115676774,10
Buena Vista Zinfandel Nouveau 2016,California,United States,2016,Buena Vista,Red,Zinfandel,21.99,3.2,,3.090587804566669,8
Portia Roble 2018,Ribera Del Duero,Spain,2018,Portia,White,Port,11.92,3.5,,2.478217661637204,6
Cantina Kaltern Quintessenz Riserva Cabernet Sauvignon 2016,Sudtirol Alto Adige,Italy,2016,Cantina Kaltern,Red,Cabernet Sauvignon,31.46,4.1,,3.448716897630132,8
Torresella Refosco Dal Peduncolo Rosso Veneto 2015,Veneto,Italy,2015,Torresella,Rose,Refosco,7.35,3.4,,1.9947003132247452,9
Raka Quinary 2018,Other,South Africa,2018,Raka,Red,Unknown,18.04,4.1,,2.892591514634477,6
Brancaia Il Blu 2015,Toscana,Italy,2015,Brancaia,Red,Unknown,57.36,4.3,,4.049347196291365,9
Arzuaga Pago Florentino 2016,Other,Spain,2016,Arzuaga,Red,Unknown,13.75,3.9,,2.6210388241125804,8
Emil Bauer Sohne Meisterstuck 2015,Pfalz,Germany,2015,Emil Bauer Sohne,Sparkling,Unknown,18.39,4.1,,2.91180703861623,9
Meerlust Red 2016,Stellenbosch,South Africa,2016,Meerlust,White,Unknown,18.0,3.9,,2.8903717578961645,8
Chateau Virgile Costieresdenimes 2013,Costieresdenimes,France,2013,Chateau Virgile,Red,Unknown,11.99,3.6,,2.484072969039423,11
Chateau La Freynelle Bordeaux Merlot Cabernet Sauvignon 2017,Bordeaux,France,2017,Chateau La Freynelle,Red,Cabernet Sauvignon,8.08,3.3,,2.089391872533004,7
Donnafugata Sedara 2019,Other,Italy,2019,Donnafugata,Red,Nero Davola,19.99,4.6,13.2,2.9952321485123083,5
Nielson Santa Barbara Pinot Noir 2018,Other,United States,2018,Nielson,Red,Pinot Noir,17.99,4.0,13.9,2.8898160479624413,6
Abadia Retuerta Pago Negralada Tempranillo 2014,Castilla Y Leon,Spain,2014,Abadia Retuerta,Rose,Tempranillo,81.67,4.4,,4.402686737370185,10
Heumann Kekfrankos Reserve 2015,Other,Hungary,2015,Heumann,White,Unknown,20.51,3.7,,3.0209125720842893,9
Barcelo Tempranillo 2014,Castilla Y Leon,Spain,2014,Barcelo,Red,Tempranillo,6.29,3.0,,1.8389610707123487,10
La Posta Paulucci Malbec 2019,Mendoza,Argentina,2019,La Posta,Red,Malbec,12.98,4.0,,2.563409711275944,5
Antinori Peppoli Chianti Classico 2018,Chianti Classico,Italy,2018,Antinori,White,Chianti,14.58,3.8,,2.6796507265805123,6
Villa Symposia Lequilibre 2016,Languedocroussillon,France,2016,Villa Symposia,Red,Unknown,9.46,3.7,,2.247072383063786,8
Estandon Heritage Cotes De Provence Rouge 2016,Cotes De Provence,France,2016,Estandon,Sparkling,Unknown,13.9,3.6,,2.631888840136646,8
Chateau De Saint Cosme Gigondas 2014,Gigondas,France,2014,Chateau De Saint Cosme,Sparkling,Gigondas,29.29,4.0,,3.377246160839642,10
Baden Numen I 2017,Ribera Del Duero,Spain,2017,Baden Numen,Red,Unknown,18.51,4.1,,2.9183111265854063,7
Ermitage Du Pic Saint Loup Cuvee Sainte Agnes 2019,Picsaintloup,France,2019,Ermitage Du Pic Saint Loup,Red,Unknown,25.99,3.7,,3.2577118486533987,5
Klaus Lentsch Bachgart Blauburgunder 2015,Sudtirol Alto Adige,Italy,2015,Klaus Lentsch,White,Unknown,46.55,3.8,,3.840527003723076,9
Black Stallion Pinot Noir 2018,Los Carneros,United States,2018,Black Stallion,Rose,Pinot Noir,34.25,3.9,,3.5336865647082343,6
Chateau Les Pins De Bossuet Bordeaux Superieur 2015,Bordeaux Superieur,France,2015,Chateau Les Pins De Bossuet,Sparkling,Unknown,9.42,4.0,,2.242835088588272,9
Antico Podere Casanova Bucciarelli Chianti Classico Riserva 2012,Chianti Classico,Italy,2012,Antico Podere Casanova,Red,Chianti,21.99,3.9,,3.090587804566669,12
Caves Transmontanas Vertice Grande Reserva Tinto 2017,Douro,Portugal,2017,Caves Transmontanas,Red,Unknown,22.55,4.3,,3.1157350659486878,7
Domaine De La Solitude Cotes Du Rhone 2018,Cotesdurhone,France,2018,Domaine De La Solitude,Rose,Unknown,9.76,3.8,,2.278292400425001,6
Erasmo Unfiltered Red 2013,Maule Valley,Chile,2013,Erasmo,Red,Unknown,22.84,3.9,,3.128513384787809,11
Navarrsotillo Rioja Garnacha Crianza Magister Bibendi 2016,Rioja,Spain,2016,Navarrsotillo,White,Garnacha,12.53,3.8,,2.528125768907977,8
Springfield Estate Estate Pinot Noir 2015,Robertson,South Africa,2015,Springfield Estate,Rose,Pinot Noir,32.0,3.9,,3.4657359027997265,9
Gran Feudo Vinas Viejas Reserva 2012,Navarra,Spain,2012,Gran Feudo,Red,Unknown,10.64,3.6,,2.3646204839134985,12
Muga El Anden De La Estacion 2016,Rioja,Spain,2016,Muga,Red,Unknown,12.16,4.1,,2.4981518765380213,8
Love Noir Pinot Noir 2017,California,United States,2017,Love Noir,Red,Pinot Noir,7.99,3.6,,2.0781907597781832,7
M Chapoutier Les Vignes De Bilahaut Cotes Du Roussillon Villages 2018,Cotes Du Roussillon Villages,France,2018,M Chapoutier,Red,Unknown,9.22,3.7,,2.221375037568502,6
Fess Parker The Big Easy 2018,Santa Barbara County,United States,2018,Fess Parker,Red,Unknown,28.99,4.1,,3.366950942933564,6
Chateau Certan De May Pomerol 2011,Pomerol,France,2011,Chateau Certan De May,Sparkling,Pomerol,100.48,4.1,,4.609958702719889,13
Vinum Cellars Pinot Noir 2018,Monterey,United States,2018,Vinum Cellars,Red,Pinot Noir,16.99,3.9,,2.8326249356838407,6
Hidalgo Albert 1270 A Vuit Red 2013,Priorat,Spain,2013,Hidalgo Albert,Sparkling,Unknown,31.74,3.7,,3.457577715098263,11
Firriato Bayamore Rosso Di Rossi 2017,Sicilia,Italy,2017,Firriato,Rose,Unknown,15.18,4.1,,2.719978771967484,7
Macia Batle Anada 2017,Binissalemmallorca,Spain,2017,Macia Batle,Rose,Unknown,11.58,3.6,,2.449279472144849,7
Le Plan Des Moines Le Pre Des Suves Cotes Du Rhone Villages 2016,Cotesdurhonevillages,France,2016,Le Plan Des Moines,White,Unknown,11.53,3.6,,2.444952334280968,8
Chateau De Saint Cosme Gigondas Valbelle 2005,Gigondas,France,2005,Chateau De Saint Cosme,Sparkling,Gigondas,54.2,4.3,,3.992680908445601,19
Viore Ribera Del Duero Crianza 2015,Ribera Del Duero,Spain,2015,Viore,Red,Ribera Del Duero Crianza,12.88,3.8,,2.5556757206762075,9
Catena Malbec 2017,Mendoza,Argentina,2017,Catena,Sparkling,Malbec,14.65,4.1,,2.6844403354630764,7
Dieter Meier Puro Corte Doro 2017,Mendoza,Argentina,2017,Dieter Meier,White,Unknown,26.57,4.0,,3.2797827597717224,7
Chateau Phelan Segur Saintestephe 2015,Saintestephe,France,2015,Chateau Phelan Segur,Sparkling,Unknown,74.81,3.9,,4.314951565884314,9
Tinazzi Ca De Rocchi Amarone Della Valpolicella La Bastia 2016,Amarone Della Valpolicella,Italy,2016,Tinazzi,Red,Unknown,43.35,4.3,,3.769306703226551,8
Clos Castelot Saintemilion 2013,Saintemilion,France,2013,Clos Castelot,Red,Unknown,23.99,3.7,,3.177637076851603,11
Tianna Negre Mas De Canet Tinto 2018,Mallorca,Spain,2018,Tianna Negre,Red,Unknown,8.67,3.1,,2.1598687907924505,6
Bodegas Nekeas Cepa X Cepa Garnacha 2018,Navarra,Spain,2018,Bodegas Nekeas,White,Garnacha,7.58,3.8,,2.0255131996542803,6
Domaine Bousquet Merlot 2017,Tupungato,Argentina,2017,Domaine Bousquet,Red,Merlot,7.18,3.3,,1.9712993830601329,7
Domenico Clerico Barolo Pajana 2011,Barolo,Italy,2011,Domenico Clerico,Red,Barolo,69.35,4.2,,4.239166146760841,13
