name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Tenuta Argentiera Poggio Ai Ginepri Bolgheri 2017,Bolgheri,Italy,2017,Tenuta Argentiera,Red,Unknown,12.91,3.9,,2.558002204858551,7
Beronia Rioja Crianza 2018,Rioja,Spain,2018,Beronia,Red,Rioja Crianza,6.84,3.6,,1.922787731634459,6
Chateau Siaurac Lalandedepomerol 2016,Lalandedepomerol,France,2016,Chateau Siaurac,Rose,Pomerol,23.33,3.5,,3.1497400860333387,8
Constantia Glen Three 2016,Constantia,South Africa,2016,Constantia Glen,Rose,Unknown,17.87,4.0,,2.8831233291713367,8
Sonoroso Dark 2018,Vigneti Delle Dolomiti,Italy,2018,Sonoroso,Red,Unknown,10.99,4.0,,2.3969857684155302,6
Tramin Urban Lagrein 2017,Sudtirol Alto Adige,Italy,2017,Tramin,White,Lagrein,28.32,4.2,,3.343568268825519,7
Neo Disco 2019,Ribera Del Duero,Spain,2019,Neo,Red,Unknown,9.8,3.5,,2.2823823856765264,5
Herdade Da Calada Caladessa Tinto 2016,Alentejo,Portugal,2016,Herdade Da Calada,Sparkling,Unknown,10.74,4.0,,2.3739750890807185,8
Felsina Berardenga Chianti Classico 2018,Chianti Classico,Italy,2018,Felsina,Red,Chianti,21.95,3.7,,3.08876713952118,6
Chateau Poujeaux Moulisenmedoc 2014,Moulisenmedoc,France,2014,Chateau Poujeaux,Sparkling,Unknown,42.31,3.8,,3.745023464731976,10
Tasca Dalmerita Vigna San Francesco Cabernet Sauvignon 2015,Sicilia,Italy,2015,Tasca Dalmerita,Red,Cabernet Sauvignon,34.62,4.1,,3.5444315497480634,9
Braida Bricco Della Bigotta Barbera Dasti 2016,Barbera Dasti,Italy,2016,Braida,Red,Barbera,54.14,4.1,,3.9915732841861553,8
Meerlust Pinot Noir 2017,Stellenbosch,South Africa,2017,Meerlust,Sparkling,Pinot Noir,25.27,3.8,,3.229617921400103,7
Marco Mosconi Campidello Amarone Della Valpolicella 2011,Amarone Della Valpolicella,Italy,2011,Marco Mosconi,Sparkling,Unknown,60.81,4.2,,4.107754249132019,13
Darenberg The Laughing Magpie Shiraz Viognier 2014,Mclaren Vale,Australia,2014,Darenberg,White,Viognier,25.44,3.7,,3.2363227384719213,10
Emilio Moro Tinto 2017,Ribera Del Duero,Spain,2017,Emilio Moro,Red,Unknown,16.69,4.2,,2.814809737673744,7
Sena Aconcagua Valley 2017,Aconcagua Valley,Chile,2017,Sena,Red,Unknown,115.17,4.3,,4.746409297680816,7
Philipp Kuhn Cabernet Sauvignon Reserve 2015,Pfalz,Germany,2015,Philipp Kuhn,Sparkling,Cabernet Sauvignon,31.78,4.1,,3.45883716110857,9
Jean Foillard Morgon 2016,Morgon,France,2016,Jean Foillard,Red,Unknown,26.0,3.9,,3.258096538021482,8
90 Cellars Lot 53 Cabernet Sauvignon 2019,Mendoza,Argentina,2019,90 Cellars,Red,Cabernet Sauvignon,8.99,3.6,,2.196112848483529,5
Damilano Barbera Dasti 2019,Barbera Dasti,Italy,2019,Damilano,Red,Barbera,17.99,3.8,,2.8898160479624413,5
Flechas De Los Andes Gran Malbec 2007,Other,Argentina,2007,Flechas De Los Andes,Red,Malbec,27.99,3.9,,3.331847303527362,17
Albert Bichot Chateau De Varennes Selection Parcellaire Beaujolaisvillages 2018,Beaujolaisvillages,France,2018,Albert Bichot,White,Unknown,8.63,3.8,,2.155244505095337,6
Franck Despagne Chateau Vieux Bonneau Montagne Saintemilion 2016,Montagnesaintemilion,France,2016,Franck Despagne,White,Unknown,15.08,3.6,,2.71336936257981,8
Baglio Di Pianetto Ramione Merlot Nero Davola 2016,Terre Siciliane,Italy,2016,Baglio Di Pianetto,Sparkling,Merlot,15.18,4.0,,2.719978771967484,8
Antonelli San Marco Montefalco Rosso 2015,Montefalco,Italy,2015,Antonelli San Marco,Sparkling,Unknown,12.91,3.7,,2.558002204858551,9
Boutari Naoussa Boutari 2014,Other,Greece,2014,Boutari,Red,Unknown,25.99,3.2,,3.2577118486533987,10
Ricasoli Casalferro Toscana 2016,Toscana,Italy,2016,Ricasoli,Red,Unknown,43.29,4.0,,3.767921661453889,8
Chateau Maris Organic Minervois 2018,Minervois,France,2018,Chateau Maris,Rose,Unknown,10.36,3.7,,2.337952236831337,6
Vinos De Arganza Flavium Premium Crianza Mencia 2020,Bierzo,Spain,2020,Arganza,Red,Mencia,12.99,4.7,13.0,2.564179830682508,4
Ceres Composition Pinot Noir 2015,Other,New Zealand,2015,Ceres,Red,Pinot Noir,26.98,4.0,,3.2950958507796098,9
Crane Lake Shiraz 2015,California,United States,2015,Crane Lake,White,Shiraz,10.05,3.5,,2.307572634505085,9
Casa Di Terra Maronea Bolgheri Superiore 2015,Bolgheri Superiore,Italy,2015,Casa Di Terra,Rose,Unknown,45.58,4.0,,3.8194690238175375,9
Coulydutheil La Baronnie Madeleine Chinon 2015,Chinon,France,2015,Coulydutheil,Sparkling,Unknown,18.11,3.8,,2.8964642718953217,9
Iorio Aglianico Del Sannio 2019,Other,Italy,2019,Iorio,Red,Aglianico,20.0,4.1,,2.995732273553991,5
Chateau Lassegue Saintemilion Grand Cru 2015,Saintemilion Grand Cru,France,2015,Chateau Lassegue,Rose,Unknown,54.2,4.1,,3.992680908445601,9
Galil Mountain Winery Alon 2014,Other,Israel,2014,Galil Mountain Winery,Red,Unknown,22.99,4.0,,3.1350593387750902,10
Vina Tinajas Viejo Feo Carmenere 2018,Maule Valley,Chile,2018,Vina Tinajas,Red,Carmenere,9.99,3.8,,2.3015845926604626,6
Twomey Merlot 2014,Napa Valley,United States,2014,Twomey,Red,Merlot,92.28,3.9,,4.524827433305553,10
Francis Ford Coppola Diamond Collection Malbec Celestial Blue Label 2016,Napa Valley,United States,2016,Francis Ford Coppola Winery,White,Malbec,27.87,3.8,,3.327550841493857,8
Abadia Da Cova Mencia 2017,Ribeira Sacra,Spain,2017,Abadia Da Cova,Red,Mencia,15.99,3.7,,2.771963526845863,7
Gulfi Cerasuolo Di Vittoria 2019,Other,Italy,2019,Gulfi,Red,Unknown,24.99,3.9,,3.2184757448468613,5
Zeni Fef Collection Corvina Veronese 2018,Verona,Italy,2018,Zeni,Rose,Corvina,9.98,3.9,,2.300583090323373,6
Walla Walla Vintners Washington State Cuvee Red Blend 2019,Washington,United States,2019,Walla Walla Vintners,Red,Red Blend,24.99,3.9,,3.2184757448468613,5
Maal Imposible 2018,Mendoza,Argentina,2018,Maal,Red,Unknown,26.99,4.0,,3.295466427029913,6
Les Bertrand Cuvee Du Chaos Fleurie 2018,Fleurie,France,2018,Les Bertrand,Sparkling,Unknown,24.54,4.2,,3.2003044392827658,6
Castillo De Embid Crianza 2016,Carinena,Spain,2016,Castillo De Embid,Red,Crianza,7.78,3.7,,2.0515563381903,8
Thymiopoulos Ghi Kai Uranos Xinomavro 2016,Other,Greece,2016,Thymiopoulos,Rose,Xinomavro,23.76,4.1,,3.1680034944944446,8
Kleine Zalze Vineyard Selection Cabernet Sauvignon Barrel Matured 2018,Stellenbosch,South Africa,2018,Kleine Zalze,Sparkling,Cabernet Sauvignon,17.58,4.1,,2.866761892257031,6
Chateau Cheval Blanc Saintemilion Grand Cru Premier Grand Cru Classe 2010,Saintemilion Grand Cru,France,2010,Chateau Cheval Blanc,Rose,Unknown,1291.13,4.6,,7.163273082911031,14
Mas Des Tannes Les Tannes En Occitanie Merlot 2018,Pays Doc,France,2018,Mas Des Tannes,Red,Merlot,5.82,3.6,,1.7613002617433464,6
Solar Viejo Orube Crianza 2017,Rioja,Spain,2017,Solar Viejo,Red,Unknown,17.99,3.9,,2.8898160479624413,7
Felsina Colonia Chianti Classico Gran Selezione 2013,Chianti Classico,Italy,2013,Felsina,White,Chianti,109.53,4.3,,4.696198484335655,11
Borgogno Barolo Liste 2013,Barolo,Italy,2013,Borgogno,White,Barolo,86.81,4.2,,4.463721822403716,11
Campillo Crianza Rioja 2016,Rioja,Spain,2016,Campillo,Red,Crianza Rioja,10.83,3.7,,2.382320061012899,8
Rubus Proprietary Reserve Blend 2014,South Australia,Australia,2014,Rubus,Red,Blend,12.0,3.4,,2.4849066497880004,10
Paul Jaboulet Aine Crozeshermitage Domaine De Thalabert 2012,Crozeshermitage,France,2012,Paul Jaboulet Aine,Sparkling,Unknown,32.01,3.9,,3.466048353981772,12
Cesari Valpolicella Classico 2018,Valpolicella Classico,Italy,2018,Cesari,Rose,Unknown,8.25,3.5,,2.110213200346589,6
Chateau De Saint Cosme Gigondas Le Claux 2016,Gigondas,France,2016,Chateau De Saint Cosme,Red,Gigondas,93.2,4.1,,4.534747721691546,8
Santa Rita Secret Reserve Pinot Noir 2015,Maipo Valley,Chile,2015,Santa Rita,Red,Pinot Noir,10.36,3.4,,2.337952236831337,9
San Salvatore Jungano Aglianico Paestum 2017,Other,Italy,2017,San Salvatore,Red,Aglianico,22.71,4.2,,3.122805356117467,7
Marques De Casa Concha Cabernet Sauvignon 2018,Other,Chile,2018,Marques De Casa Concha,Red,Cabernet Sauvignon,23.99,3.9,,3.177637076851603,6
Mas Asturias Massuria 2015,Bierzo,Spain,2015,Mas Asturias,Red,Unknown,26.23,4.1,,3.2669037938787824,9
B Side North Coast Cabernet Sauvignon 2018,North Coast,United States,2018,B Side,Red,Cabernet Sauvignon,22.99,4.1,14.5,3.1350593387750902,6
Ceretto Barolo Prapo 2013,Barolo,Italy,2013,Ceretto,Sparkling,Barolo,104.19,4.2,,4.646216155424092,11
Thelema Merlot Reserve 2013,Stellenbosch,South Africa,2013,Thelema,Red,Merlot,35.26,4.2,,3.562749176969724,11
Rivetti Massimo Serraboella Barbaresco 2014,Barbaresco,Italy,2014,Rivetti Massimo,Sparkling,Unknown,36.91,4.0,,3.608482517041908,10
Waterford Estate Pecan Stream Pebble Hill 2016,Stellenbosch,South Africa,2016,Waterford Estate,White,Unknown,12.48,3.8,,2.524127362941281,8
Creation Reserve Merlot 2016,Walker Bay,South Africa,2016,Creation,White,Merlot,39.06,4.0,,3.665098925448533,8
Robert Mondavi Twin Oaks Cabernet Sauvignon 2018,California,United States,2018,Robert Mondavi,Sparkling,Cabernet Sauvignon,8.34,3.2,,2.121063216370655,6
Fontanafredda Barbera Dalba 2017,Barbera Dalba,Italy,2017,Fontanafredda,Red,Barbera,9.32,3.6,,2.2321626286975,7
Anselmann Dornfelder Trocken 2016,Pfalz,Germany,2016,Anselmann,Red,Unknown,13.23,3.6,,2.582486978126864,8
Bodega Otazu Otazu Premium Cuvee 2016,Navarra,Spain,2016,Bodega Otazu,Red,Unknown,10.98,3.9,,2.396075436081385,8
Salcheto Nobile Di Montepulciano 2015,Vino Nobile Di Montepulciano,Italy,2015,Salcheto,Sparkling,Montepulciano,18.77,3.9,,2.932259850598417,9
Cellers Den Guilla Rec De Brau 2017,Emporda,Spain,2017,Cellers Den Guilla,Red,Unknown,9.18,3.6,,2.217027204632399,7
Salwey Spatburgunder Kaiserstuhl 2015,Baden,Germany,2015,Salwey,Red,Unknown,12.48,3.6,,2.524127362941281,9
Torremoron Tempranillo 2018,Ribera Del Duero,Spain,2018,Torremoron,Red,Tempranillo,7.59,3.8,,2.0268315914075385,6
Lesegut Tinto 2016,Dominio De Valdepusa,Spain,2016,Lesegut,Sparkling,Unknown,9.71,4.0,,2.273156282303234,8
Bodega Otazu Otazu Premium Cuvee 2016,Navarra,Spain,2016,Bodega Otazu,Sparkling,Unknown,9.75,3.9,,2.277267285009756,8
Altos Ibericos Crianza 2016,Rioja,Spain,2016,Altos Ibericos,Sparkling,Unknown,9.66,3.8,,2.2679936482244267,8
Rosell Mir Pla De La Creu Negre 2016,Catalunya,Spain,2016,Rosell Mir,Red,Rose,6.46,3.4,,1.8656293177945105,8
Tua Rita Rosso Dei Notri Toscana 2018,Toscana,Italy,2018,Tua Rita,Sparkling,Unknown,16.52,3.8,,2.804571768092832,6
Marco Felluga Russiz Superiore Merlot Collio 2016,Other,Italy,2016,Marco Felluga,Rose,Merlot,26.03,4.2,,3.259249719006474,8
Tramin Loam 2017,Sudtirol Alto Adige,Italy,2017,Tramin,Red,Unknown,32.12,4.3,,3.469478889078561,7
Horgelus Cotes De Gascogne Tannat Merlot 2018,Other,France,2018,Horgelus,Red,Merlot,6.61,3.8,,1.888583653863595,6
Chateau Pradeaux Bandol 2014,Bandol,France,2014,Chateau Pradeaux,Sparkling,Unknown,29.24,3.9,,3.375537634881578,10
Majnoni Guicciardini Chianti Riserva 2016,Chianti,Italy,2016,Majnoni Guicciardini,Red,Chianti,16.29,3.8,,2.790551422613954,8
Gnarly Head Merlot 2016,California,United States,2016,Gnarly Head,Sparkling,Merlot,13.29,3.6,,2.587011872725154,8
Terrecarsiche 1939 Fanova Primitivo 2017,Other,Italy,2017,Terrecarsiche 1939,White,Primitivo,13.77,4.3,,2.6224923127405635,7
Constantia Glen Three 2016,Constantia,South Africa,2016,Constantia Glen,Sparkling,Unknown,17.87,4.0,,2.8831233291713367,8
Knipser Kalkmergel Spatburgunder 2014,Pfalz,Germany,2014,Knipser,Red,Unknown,25.37,3.8,,3.2335673736111907,10
Anima Negra An 2017,Mallorca,Spain,2017,Anima Negra,Rose,Unknown,42.21,4.3,,3.742657159794408,7
Br Cohn Pinot Noir Silver Label 2015,North Coast,United States,2015,Br Cohn,Red,Pinot Noir,21.28,3.7,,3.057767664473444,9
Ironstone Petite Sirah 2019,Lodi,United States,2019,Ironstone,Red,Petite Sirah,13.99,3.8,,2.63834278867739,5
Collezione Di Paolo Poggerissi Rosso Di Toscana 2020,Toscana,Italy,2020,Collezione Di Paolo,Red,Rosso Di Toscana,11.99,4.0,,2.484072969039423,4
La Bastide Saint Dominique Cotes Du Rhone Villages 2015,Cotesdurhonevillages,France,2015,La Bastide Saint Dominique,Red,Unknown,16.99,3.9,,2.8326249356838407,9
Woodhaven Merlot 2014,California,United States,2014,Woodhaven,White,Merlot,9.12,3.7,,2.21046980408624,10
Ortas Cave De Rasteau Rasteau 2017,Rasteau,France,2017,Ortas Cave De Rasteau,Red,Unknown,9.95,3.5,,2.2975725511705014,7
Dusted Valley Boomtown Merlot 2015,Washington,United States,2015,Dusted Valley,Red,Merlot,12.92,3.6,,2.5587764983544554,9
E Pira Figli Dolcetto Dalba 2018,Dolcetto Dalba,Italy,2018,E Pira Figli,Red,Dolcetto,18.84,3.8,,2.935982269148217,6
Conterno Fantino Dolcetto Dalba Bricco Bastia 2018,Dolcetto Dalba,Italy,2018,Conterno Fantino,Red,Dolcetto,22.99,3.5,,3.1350593387750902,6
Mas Doix Les Crestes Priorat 2018,Priorat,Spain,2018,Mas Doix,Red,Unknown,17.87,3.8,,2.8831233291713367,6
Chateau Hautcadet Saintemilion Grand Cru 2016,Saintemilion Grand Cru,France,2016,Chateau Hautcadet,Red,Unknown,29.99,3.8,,3.4008639927609177,8
Puklavec Family Wines Cabernet Sauvignon Merlot 2017,Other,Slovenia,2017,Puklavec Family Wines,White,Cabernet Sauvignon,9.71,3.3,,2.273156282303234,7
Stellenrust Simplicity 2013,Stellenbosch,South Africa,2013,Stellenrust,Sparkling,Unknown,8.41,3.3,,2.1294214739848565,11
Maset Del Lleo Cosecha 2013,Rioja,Spain,2013,Maset Del Lleo,Red,Unknown,6.61,3.1,,1.888583653863595,11
Turley Juvenile Zinfandel 2017,California,United States,2017,Turley,Red,Zinfandel,29.0,4.1,,3.367295829986474,7
Lanzerac Merlot 2017,Stellenbosch,South Africa,2017,Lanzerac,Sparkling,Merlot,13.56,3.9,,2.6071242825122494,7
D Mateos La Mateo Garnacha Cepas Viejas 2016,Rioja,Spain,2016,D Mateos,Rose,Garnacha,45.58,4.3,,3.8194690238175375,8
Chateau Marcadis Lalandedepomerol 2018,Lalandedepomerol,France,2018,Chateau Marcadis,Red,Pomerol,28.0,3.9,,3.332204510175204,6
Mas De Daumas Gassac Moulin De Gassac Classic Rouge 2017,Other,France,2017,Mas De Daumas Gassac,Sparkling,Unknown,4.88,3.5,,1.5851452198650555,7
Giacomo Fenocchio Barolo 2015,Barolo,Italy,2015,Giacomo Fenocchio,Rose,Barolo,39.01,3.8,,3.663818023518565,9
Chateau Certan De May Pomerol 2007,Pomerol,France,2007,Chateau Certan De May,Red,Pomerol,115.85,4.1,,4.752296250878385,17
Bruno Giacosa Dolcetto Dalba 2020,Other,Italy,2020,Bruno Giacosa,Red,Dolcetto,28.99,4.6,13.5,3.366950942933564,4
Klinker Brick Old Vine Zinfandel 2018,Lodi,United States,2018,Klinker Brick,Red,Zinfandel,16.0,3.8,,2.772588722239781,6
Cono Sur 20 Barrels Limited Edition Cabernet Sauvignon 2016,Maipo Valley,Chile,2016,Cono Sur,Sparkling,Cabernet Sauvignon,24.85,4.0,,3.212857752542638,8
Gulfi Neromaccarj 2011,Terre Siciliane,Italy,2011,Gulfi,White,Unknown,27.89,4.0,,3.3282682016393976,13
Chateau Lanessan Hautmedoc 2014,Hautmedoc,France,2014,Chateau Lanessan,White,Unknown,20.07,3.6,,2.9992261628082466,10
Chateau Pontetcanet Pauillac Grand Cru Classe 2011,Pauillac,France,2011,Chateau Pontetcanet,White,Unknown,132.31,4.3,,4.885147654054319,13
Vinas Del Vero Secastilla 2015,Somontano,Spain,2015,Vinas Del Vero,White,Unknown,39.05,4.1,,3.664842876285695,9
Bodegas Vagal Ardalejos 2014,Other,Spain,2014,Bodegas Vagal,Sparkling,Unknown,21.65,3.9,,3.075005454448499,10
La Cabotte Colline Cotes Du Rhone Rouge 2019,Cotesdurhone,France,2019,La Cabotte,Red,Unknown,14.99,3.9,,2.7073833121145063,5
Bodegas Valdemar Conde De Valdemar Gran Reserva 2011,Rioja,Spain,2011,Bodegas Valdemar,Sparkling,Unknown,21.68,3.9,,3.076390176571445,13
Rocca Delle Macie Roccato 2006,Toscana,Italy,2006,Rocca Delle Macie,Rose,Unknown,37.53,4.3,,3.6251406131469297,18
Weingut Ra Pfaffl Zweigelt Vom Haus 2017,Niederosterreich,Austria,2017,Weingut Ra Pfaffl,Red,Zweigelt,9.43,3.8,,2.243896096645366,7
Clos Des Jacobins Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Clos Des Jacobins,Sparkling,Unknown,63.96,4.2,,4.158257887965753,19
Nugan Alfredo Second Pass Shiraz 2015,Other,Australia,2015,Nugan,White,Shiraz,15.5,3.7,,2.740840023925201,9
Capraia Chianti Classico 2016,Chianti Classico,Italy,2016,Capraia,Red,Chianti,16.45,3.7,,2.8003254772113806,8
Siduri Sonoma County Pinot Noir 2012,Sonoma County,United States,2012,Siduri,Red,Pinot Noir,21.99,3.9,,3.090587804566669,12
La Posta Fazzio Malbec 2019,Uco Valley,Argentina,2019,La Posta,Red,Malbec,15.99,3.9,,2.771963526845863,5
Joseph Drouhin Givry 2017,Other,France,2017,Joseph Drouhin,Red,Unknown,21.05,3.9,,3.0469005601283903,7
Losada Bierzo Red 2016,Bierzo,Spain,2016,Losada,Red,Unknown,25.75,3.9,,3.248434627109745,8
Chateau Clementpichon Hautmedoc 2015,Hautmedoc,France,2015,Chateau Clementpichon,Rose,Unknown,24.22,3.7,,3.1871787381249463,9
Chateau Potensac Medoc 2016,Medoc,France,2016,Chateau Potensac,White,Unknown,31.41,3.8,,3.447126313550555,8
Schild Estate Shiraz 2017,Barossa Valley,Australia,2017,Schild Estate,Red,Shiraz,17.25,4.0,,2.847812143477369,7
Chateau De Lavagnac La Grande Dame Bordeaux Superieur 2014,Bordeaux Superieur,France,2014,Chateau De Lavagnac,Red,Unknown,13.99,3.7,,2.63834278867739,10
Chateau Lynchmoussas Pauillac Grand Cru Classe 2016,Pauillac,France,2016,Chateau Lynchmoussas,Rose,Unknown,48.77,4.2,,3.887115369721961,8
Chateau Leboscq Medoc 2014,Medoc,France,2014,Chateau Leboscq,Red,Unknown,15.6,3.6,,2.747270914255491,10
Dominus Napanook 2016,Napa Valley,United States,2016,Dominus,Rose,Unknown,94.13,4.1,,4.544676805559129,8
Signae Benozzo 2015,Montefalco,Italy,2015,Signae,Red,Unknown,16.82,4.0,,2.822568654544802,9
Montes Syrah 2014,Colchagua Valley,Chile,2014,Montes,Red,Syrah,14.95,3.9,,2.704711299836696,10
Batasiolo Dolcetto Dalba Bricco Di Vergne 2018,Dolcetto Dalba,Italy,2018,Batasiolo,Sparkling,Dolcetto,12.48,3.6,,2.524127362941281,6
Francis Ford Coppola Directors Merlot 2012,Sonoma County,United States,2012,Francis Ford Coppola Winery,Sparkling,Merlot,28.1,3.8,,3.3357695763397,12
Schiavenza Dolcetto Dalba 2019,Dolcetto Dalba,Italy,2019,Schiavenza,Red,Dolcetto,17.99,3.8,,2.8898160479624413,5
Chateau La Bastienne Montagnestemilion 2016,Bordeaux,France,2016,Chateau La Bastienne,Red,Merlot,19.99,3.8,14.5,2.9952321485123083,8
Gerard Bertrand Coteaux Du Languedoc La Clape Lhospitalitas 2015,La Clape,France,2015,Gerard Bertrand,Rose,Unknown,77.46,4.4,,4.349761674086606,9
Bleda Jumilla Pinodoncel Black 2018,Jumilla,Spain,2018,Bleda,Rose,Unknown,8.41,3.9,,2.1294214739848565,6
Vincent Girardin Volnay 1Er Cru Santenots 2015,Other,France,2015,Vincent Girardin,White,Unknown,64.99,4.2,,4.174233411906257,9
Vina Olabarri Bikandi Crianza 2018,Rioja,Spain,2018,Vina Olabarri,Red,Unknown,10.86,3.5,,2.385086314505789,6
Yalumba Patchwork Shiraz Samuels Garden Collection 2016,Barossa,Australia,2016,Yalumba,Sparkling,Shiraz,22.52,3.6,,3.1144038032714896,8
Chateau Lafite Monteil Bordeaux Superieur 2011,Bordeaux Superieur,France,2011,Chateau Lafite Monteil,Sparkling,Unknown,10.8,3.5,,2.379546134130174,13
Follies Touriga Nacional 2011,Bairrada,Portugal,2011,Follies,Red,Touriga Nacional,13.99,3.6,,2.63834278867739,13
Terlan Terlano Pinot Noir Riserva Monticol 2017,Sudtirol Alto Adige,Italy,2017,Terlan Terlano,Red,Pinot Noir,25.44,4.1,,3.2363227384719213,7
Chateau Noaillac Medoc 2018,Medoc,France,2018,Chateau Noaillac,Red,Unknown,16.99,3.7,,2.8326249356838407,6
Jordan De Asso Crianza 2012,Carinena,Spain,2012,Jordan De Asso,Red,Unknown,12.14,3.7,,2.4965057856313524,12
Tilia Malbec 2019,Mendoza,Argentina,2019,Tilia,Red,Malbec,9.99,3.7,,2.3015845926604626,5
Beringer Founders Estate Zinfandel 2012,California,United States,2012,Beringer,Red,Zinfandel,9.99,3.7,,2.3015845926604626,12
Caliterra Reserva Carmenere 2017,Colchagua Valley,Chile,2017,Caliterra,Red,Carmenere,7.08,3.6,,1.9572739077056285,7
Vietti Barolo Castiglione 2015,Barolo,Italy,2015,Vietti,Rose,Barolo,47.6,4.1,,3.862832761237374,9
Salton Flowers Tinto Seco 2013,Serra Gaucha,Brazil,2013,Salton,White,Unknown,7.54,3.0,,2.0202221820198645,11
Chateau Pradeaux Bandol 2001,Bandol,France,2001,Chateau Pradeaux,White,Unknown,43.35,4.0,,3.769306703226551,23
Elena Walch Lagrein Selezione 2018,Sudtirol Alto Adige,Italy,2018,Elena Walch,Red,Lagrein,15.08,3.9,,2.71336936257981,6
Alde Gott Spatburgunder Trocken 2017,Baden,Germany,2017,Alde Gott,Rose,Unknown,9.21,3.1,,2.2202898502672155,7
Domaine Trapet Gevreychambertin 2014,Gevreychambertin,France,2014,Domaine Trapet,Red,Unknown,95.8,4.1,,4.562262684976814,10
A Mano Primitivo 2018,Puglia,Italy,2018,A Mano,White,Primitivo,7.58,3.6,,2.0255131996542803,6
Bonny Doon Le Cigare Volant 2019,Central Coast,United States,2019,Bonny Doon,Red,Unknown,18.99,3.7,,2.9439125248241944,5
Ampeleia Costa Toscana 2013,Other,Italy,2013,Ampeleia,Red,Unknown,30.56,3.9,,3.41969196429832,11
Marques De Casa Concha Cabernet Sauvignon 2015,Other,Chile,2015,Marques De Casa Concha,Red,Cabernet Sauvignon,18.16,3.9,,2.899221373173147,9
Bodegas Valdemar Inspiracion Balcon De Pilatos Maturana 2016,Rioja,Spain,2016,Bodegas Valdemar,Sparkling,Unknown,28.2,4.1,,3.339321977944068,8
Altos Ibericos Crianza 2015,Rioja,Spain,2015,Altos Ibericos,White,Unknown,30.27,3.8,,3.410157123033627,9
Glaetzer Anaperenna 2016,Barossa Valley,Australia,2016,Glaetzer,White,Unknown,50.72,4.2,,3.9263203101289705,8
Skinnygirl Cabernet Sauvignon 2013,California,United States,2013,Skinnygirl,Red,Cabernet Sauvignon,15.59,3.1,,2.746629683069685,11
Conte Dattimis Maniago Schioppettino 2015,Colli Orientali Del Friuli,Italy,2015,Conte Dattimis Maniago,Rose,Unknown,17.25,3.5,,2.847812143477369,9
Bodegas Vilano Reserva 2013,Ribera Del Duero,Spain,2013,Bodegas Vilano,White,Unknown,17.25,4.1,,2.847812143477369,11
Chateau Barrail Du Blanc Saintemilion Grand Cru 2014,Saintemilion Grand Cru,France,2014,Chateau Barrail Du Blanc,Red,Unknown,20.51,3.9,,3.0209125720842893,10
Gd Vajra Barbera Dalba 2018,Barbera Dalba,Italy,2018,Gd Vajra,Red,Barbera,17.92,4.0,,2.8859174075467844,6
Roth Pinot Noir 2017,Sonoma Coast,United States,2017,Roth,Red,Pinot Noir,20.99,4.0,,3.0440461338325417,7
Michele Chiarlo Cipressi Nizza 2017,Barbera Dasti,Italy,2017,Michele Chiarlo,Rose,Unknown,16.39,3.9,,2.7966713927557385,7
Buitenverwachting Meifort 2017,Constantia,South Africa,2017,Buitenverwachting,Sparkling,Unknown,9.66,3.9,,2.2679936482244267,7
Jeanpierre Moueix Pomerol 2015,Pomerol,France,2015,Jeanpierre Moueix,Sparkling,Pomerol,26.83,3.8,,3.2895206644375325,9
Hess Select Zinfandel 2017,Mendocino County,United States,2017,Hess Select,Rose,Zinfandel,15.25,3.9,,2.724579503053421,7
Robert Mondavi Private Selection Zinfandel 2018,California,United States,2018,Robert Mondavi Private Selection,Red,Zinfandel,10.49,3.9,,2.3504224224082058,6
Huerta De Albala Barbazul Tinto 2016,Cadiz,Spain,2016,Huerta De Albala,Red,Unknown,11.29,3.7,,2.423917378161571,8
Starkconde Three Pines Cabernet Sauvignon 2016,Stellenbosch,South Africa,2016,Starkconde,Rose,Cabernet Sauvignon,42.3,4.0,,3.744787086052233,8
Herdade Dos Grous 23 Barricas Touriga Nacional Syrah Alentejano 2015,Alentejano,Portugal,2015,Herdade Dos Grous,White,Touriga Nacional,26.97,4.2,,3.2947251371516386,9
Claus Schneider Weiler Schlipf Spatburgunder 2014,Baden,Germany,2014,Claus Schneider,Sparkling,Unknown,23.87,3.8,,3.172622440350739,10
Chateau La Gaffeliere Saintemilion Grand Cru Premier Grand Cru Classe 2017,Saintemilion Grand Cru,France,2017,Chateau La Gaffeliere,Rose,Unknown,67.58,4.2,,4.213312081286143,7
Chateau De Tiregand Pecharmant 2016,Other,France,2016,Chateau De Tiregand,Red,Unknown,18.99,3.8,,2.9439125248241944,8
Woodbridge By Robert Mondavi Cabernet Sauvignon 2018,California,United States,2018,Woodbridge By Robert Mondavi,White,Cabernet Sauvignon,9.71,3.4,,2.273156282303234,6
Chateau Mouton Rothschild Pauillac Premier Grand Cru Classe 1989,Pauillac,France,1989,Chateau Mouton Rothschild,Red,Unknown,1268.1,4.6,,7.145274996240854,35
Beyerskloof Reserve Pinotage 2017,Stellenbosch,South Africa,2017,Beyerskloof,White,Pinotage,20.07,3.9,,2.9992261628082466,7
Delas Ventoux 2018,Ventoux,France,2018,Delas,Red,Unknown,7.83,3.7,,2.057962510002712,6
