name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price (£),Average Rating,ABV,Log Price,Age
Chateau Du Lort Bordeaux Superieur 2018,Bordeaux Superieur,France,2018,Chateau Du Lort,Red,Unknown,9.0,3.7,,2.19722457733622,6
Chateau Du Moulin Rouge Hautmedoc 2015,Hautmedoc,France,2015,Chateau Du Moulin Rouge,Red,Unknown,14.01,3.7,,2.6397713603489152,9
Chateau Du Tertre Margaux Grand Cru Classe 2013,Margaux,France,2013,Chateau Du Tertre,Red,Margaux,35.16,3.8,,3.559909072816976,11
Chateau Du Trignon Cotes Du Rhone Villages Sablet 2010,Unknown,France,2010,Chateau Du Trignon,Red,Unknown,8.93,3.8,,2.189416394888408,14
Chateau Du Trignon Cotes Du Rhone Villages Sablet 2012,Unknown,France,2012,Chateau Du Trignon,Red,Unknown,8.93,3.8,,2.189416394888408,12
Chateau Du Trignon Gigondas Rouge 2012,Gigondas,France,2012,Chateau Du Trignon,Red,Gigondas,14.65,4.0,,2.6844403354630764,12
Chateau Ducrubeaucaillou Croix De Beaucaillou Saintjulien 2016,Saintjulien,France,2016,Chateau Ducrubeaucaillou,Red,Unknown,44.33,4.1,,3.791661648756962,8
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 1998,Saintjulien,France,1998,Chateau Ducrubeaucaillou,Red,Unknown,174.72,4.4,,5.16318469255654,26
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 1999,Saintjulien,France,1999,Chateau Ducrubeaucaillou,Red,Unknown,145.09,4.4,,4.977354239527594,25
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2002,Saintjulien,France,2002,Chateau Ducrubeaucaillou,Red,Unknown,146.59,4.3,,4.98763957430194,22
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2005,Saintjulien,France,2005,Chateau Ducrubeaucaillou,Red,Unknown,209.26,4.5,,5.343577497952901,19
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2007,Saintjulien,France,2007,Chateau Ducrubeaucaillou,Red,Unknown,138.14,4.4,,4.928267663660827,17
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2009,Saintjulien,France,2009,Chateau Ducrubeaucaillou,Red,Unknown,283.81,4.7,,5.648305000186913,15
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2010,Saintjulien,France,2010,Chateau Ducrubeaucaillou,Red,Unknown,308.92,4.6,,5.733082343701063,14
Chateau Ducrubeaucaillou Saintjulien Grand Cru Classe 2013,Saintjulien,France,2013,Chateau Ducrubeaucaillou,Red,Unknown,84.97,4.2,,4.44229825301545,11
Chateau Duhartmilon Pauillac Grand Cru Classe 2011,Pauillac,France,2011,Chateau Duhartmilon,Red,Unknown,115.18,4.1,,4.7464961220785264,13
Chateau Duhartmilon Pauillac Grand Cru Classe 2013,Pauillac,France,2013,Chateau Duhartmilon,Red,Unknown,75.26,4.1,,4.320948785165291,11
Chateau Duplessis Moulisenmedoc 2014,Moulisenmedoc,France,2014,Chateau Duplessis,Red,Unknown,12.77,3.6,,2.547098670044448,10
Chateau Dutruch Grand Poujeaux Moulisenmedoc 2015,Moulisenmedoc,France,2015,Chateau Dutruch Grand Poujeaux,Red,Unknown,20.62,3.7,,3.026261478588814,9
Chateau Dutruch Grand Poujeaux Moulisenmedoc 2016,Moulisenmedoc,France,2016,Chateau Dutruch Grand Poujeaux,Red,Unknown,20.62,4.1,,3.026261478588814,8
Chateau Etang Des Colombes Bicentenaire Vieilles Vignes Corbieres 2014,Corbieres,France,2014,Chateau Etang Des Colombes,Red,Unknown,6.9,3.8,,1.9315214116032136,10
Chateau Etang Des Colombes Bicentenaire Vieilles Vignes Corbieres 2016,Corbieres,France,2016,Chateau Etang Des Colombes,Red,Unknown,7.12,3.8,,1.9629077254238845,8
Chateau Etang Des Colombes Corbieres 2018,Corbieres,France,2018,Chateau Etang Des Colombes,Red,Unknown,5.59,3.7,,1.7209792871670078,6
Chateau Ferran Pessacleognan 2016,Pessacleognan,France,2016,Chateau Ferran,Red,Unknown,16.7,3.9,,2.815408719422709,8
Chateau Ferriere Margaux Grand Cru Classe 2014,Margaux,France,2014,Chateau Ferriere,Red,Margaux,32.6,3.8,,3.484312288372662,10
Chateau Ferriere Margaux Grand Cru Classe 2017,Margaux,France,2017,Chateau Ferriere,Red,Margaux,39.17,3.8,,3.66791114767774,7
Chateau Figeac Saintemilion Grand Cru Premier Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau Figeac,Red,Unknown,200.88,4.5,,5.302707714849329,19
Chateau Figeac Saintemilion Grand Cru Premier Grand Cru Classe 2011,Saintemilion Grand Cru,France,2011,Chateau Figeac,Red,Unknown,142.82,4.4,,4.961585096120964,13
Chateau Figeac Saintemilion Grand Cru Premier Grand Cru Classe 2012,Saintemilion Grand Cru,France,2012,Chateau Figeac,Red,Unknown,146.08,4.4,,4.984154416846659,12
Chateau Figeac Saintemilion Grand Cru Premier Grand Cru Classe 2014,Saintemilion Grand Cru,France,2014,Chateau Figeac,Red,Unknown,161.59,4.3,,5.085062262984156,10
Chateau Fleur Cardinale Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau Fleur Cardinale,Red,Unknown,55.8,4.0,,4.021773869387265,19
Chateau Fleur Cardinale Saintemilion Grand Cru Grand Cru Classe 2015,Saintemilion Grand Cru,France,2015,Chateau Fleur Cardinale,Red,Unknown,40.98,4.3,,3.713084142810753,9
Chateau Fonplegade Saintemilion Grand Cru Grand Cru Classe 2016,Saintemilion Grand Cru,France,2016,Chateau Fonplegade,Red,Unknown,41.44,4.3,,3.724246597951228,8
Chateau Fonroque Saintemilion Grand Cru Grand Cru Classe 2012,Saintemilion Grand Cru,France,2012,Chateau Fonroque,Red,Unknown,28.8,4.1,,3.3603753871419,12
Chateau Fonroque Saintemilion Grand Cru Grand Cru Classe 2014,Saintemilion Grand Cru,France,2014,Chateau Fonroque,Red,Unknown,28.8,3.9,,3.3603753871419,10
Chateau Fonroque Saintemilion Grand Cru Grand Cru Classe 2016,Saintemilion Grand Cru,France,2016,Chateau Fonroque,Red,Unknown,40.98,4.0,,3.713084142810753,8
Chateau Fontesteau Chateau Pimorin Hautmedoc 2010,Hautmedoc,France,2010,Chateau Fontesteau,Red,Unknown,11.1,3.7,,2.4069451083182885,14
Chateau Fontesteau Chateau Pimorin Hautmedoc 2014,Hautmedoc,France,2014,Chateau Fontesteau,Red,Unknown,10.92,3.8,,2.390595970316759,10
Chateau Fontesteau Hautmedoc 2011,Hautmedoc,France,2011,Chateau Fontesteau,Red,Unknown,15.79,3.8,,2.759376828267551,13
Chateau Fontesteau Hautmedoc 2015,Hautmedoc,France,2015,Chateau Fontesteau,Red,Unknown,14.15,3.9,,2.649714624089247,9
Chateau Fourcas Dupre Listracmedoc 2016,Listracmedoc,France,2016,Chateau Fourcas Dupre,Red,Unknown,12.93,3.7,,2.559550192783766,8
Chateau Franc Mayne Saintemilion Grand Cru Grand Cru Classe 2016,Saintemilion Grand Cru,France,2016,Chateau Franc Mayne,Red,Unknown,53.3,3.8,,3.975936331171799,8
Chateau Gazin Pomerol 2014,Pomerol,France,2014,Chateau Gazin,Red,Pomerol,80.79,4.0,,4.391853195491617,10
Chateau Gazin Pomerol 2015,Pomerol,France,2015,Chateau Gazin,Red,Pomerol,71.4,4.2,,4.268297869345539,9
Chateau Gazin Rocquencourt Pessacleognan 2014,Pessacleognan,France,2014,Chateau Gazin Rocquencourt,Red,Unknown,28.59,3.9,,3.3530570063342204,10
Chateau Gigault Cuvee Viva Blaye Cotes De Bordeaux 2005,Unknown,France,2005,Chateau Gigault,Red,Unknown,25.07,4.1,,3.2216719121702018,19
Chateau Giscours Margaux Grand Cru Classe 2004,Margaux,France,2004,Chateau Giscours,Red,Margaux,58.76,4.2,,4.073461351305677,20
Chateau Giscours Margaux Grand Cru Classe 2008,Margaux,France,2008,Chateau Giscours,Red,Margaux,62.79,4.1,,4.1397958251260185,16
Chateau Giscours Margaux Grand Cru Classe 2013,Margaux,France,2013,Chateau Giscours,Red,Margaux,53.86,4.0,,3.9863880873834527,11
Chateau Giscours Margaux Grand Cru Classe 2016,Margaux,France,2016,Chateau Giscours,Red,Margaux,68.96,4.1,,4.233526626355438,8
Chateau Giscours Margaux Grand Cru Classe 2017,Margaux,France,2017,Chateau Giscours,Red,Margaux,58.76,3.8,,4.073461351305677,7
Chateau Gloria Bordeaux De Gloria 2016,Bordeaux,France,2016,Chateau Gloria,Red,Unknown,8.12,3.5,,2.094330154173586,8
Chateau Gloria Saintjulien 2005,Saintjulien,France,2005,Chateau Gloria,Red,Unknown,55.21,4.1,,4.011144096295953,19
Chateau Gloria Saintjulien 2008,Saintjulien,France,2008,Chateau Gloria,Red,Unknown,46.0,3.8,,3.828641396489095,16
Chateau Gloria Saintjulien 2016,Saintjulien,France,2016,Chateau Gloria,Red,Unknown,39.79,4.1,,3.683615624438837,8
Chateau Gombaudeguillot Pomerol 2008,Pomerol,France,2008,Chateau Gombaudeguillot,Red,Pomerol,54.61,4.1,,4.000217016164062,16
Chateau Gombaudeguillot Pomerol 2009,Pomerol,France,2009,Chateau Gombaudeguillot,Red,Pomerol,65.2,4.3,,4.177459468932607,15
Chateau Gombaudeguillot Pomerol 2010,Pomerol,France,2010,Chateau Gombaudeguillot,Red,Pomerol,66.71,4.3,,4.200354866721423,14
Chateau Gombaudeguillot Pomerol 2011,Pomerol,France,2011,Chateau Gombaudeguillot,Red,Pomerol,46.13,4.1,,3.831463497569729,13
Chateau Gombaudeguillot Pomerol 2012,Pomerol,France,2012,Chateau Gombaudeguillot,Red,Pomerol,57.61,4.1,,4.053696163744291,12
Chateau Gombaudeguillot Pomerol 2016,Pomerol,France,2016,Chateau Gombaudeguillot,Red,Pomerol,56.59,4.2,,4.035832291154433,8
Chateau Grand Barrail Lamarzelle Figeac Saintemilion Grand Cru 2005,Saintemilion Grand Cru,France,2005,Chateau Grand Barrail Lamarzelle Figeac,Red,Unknown,33.45,3.9,,3.5100517865742376,19
Chateau Grand Barrail Lamarzelle Figeac Saintemilion Grand Cru 2015,Saintemilion Grand Cru,France,2015,Chateau Grand Barrail Lamarzelle Figeac,Red,Unknown,19.5,3.8,,2.970414465569701,9
Chateau Grand Corbin Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau Grand Corbin,Red,Unknown,46.0,3.9,,3.828641396489095,19
Chateau Grandpontet Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau Grandpontet,Red,Unknown,54.38,4.2,,3.995996439204325,19
Chateau Grandpontet Saintemilion Grand Cru Grand Cru Classe 2015,Saintemilion Grand Cru,France,2015,Chateau Grandpontet,Red,Unknown,26.75,3.9,,3.2865344733420154,9
Chateau Grandpuy Ducasse Dauphin Pauillac 2013,Pauillac,France,2013,Chateau Grandpuy Ducasse,Red,Unknown,21.95,3.8,,3.08876713952118,11
Chateau Grandpuy Ducasse Pauillac Grand Cru Classe 2014,Pauillac,France,2014,Chateau Grandpuy Ducasse,Red,Unknown,45.89,3.9,,3.8262472284067424,10
Chateau Grandpuy Ducasse Pauillac Grand Cru Classe 2015,Pauillac,France,2015,Chateau Grandpuy Ducasse,Red,Unknown,50.86,4.0,,3.9290767599939738,9
Chateau Grandpuy Ducasse Pauillac Grand Cru Classe 2016,Pauillac,France,2016,Chateau Grandpuy Ducasse,Red,Unknown,62.2,3.8,,4.130354999745134,8
Chateau Grandpuylacoste Lacoste Borie Pauillac 2014,Pauillac,France,2014,Chateau Grandpuylacoste,Red,Unknown,32.3,4.0,,3.475067230228611,10
Chateau Grandpuylacoste Lacoste Borie Pauillac 2016,Pauillac,France,2016,Chateau Grandpuylacoste,Red,Unknown,28.42,3.7,,3.347093122668954,8
Chateau Grandpuylacoste Pauillac Grand Cru Classe 2010,Pauillac,France,2010,Chateau Grandpuylacoste,Red,Unknown,100.42,4.3,,4.60936139060656,14
Chateau Grandpuylacoste Pauillac Grand Cru Classe 2011,Pauillac,France,2011,Chateau Grandpuylacoste,Red,Unknown,64.42,4.2,,4.165424143903053,13
Chateau Grandpuylacoste Pauillac Grand Cru Classe 2015,Pauillac,France,2015,Chateau Grandpuylacoste,Red,Unknown,71.16,4.2,,4.264930862797635,9
Chateau Grandpuylacoste Pauillac Grand Cru Classe 2016,Pauillac,France,2016,Chateau Grandpuylacoste,Red,Unknown,85.69,4.1,,4.450736132681028,8
Chateau Gruaud Larose Saintjulien Grand Cru Classe 2005,Saintjulien,France,2005,Chateau Gruaud Larose,Red,Unknown,79.49,4.3,,4.375631227585021,19
Chateau Gruaud Larose Saintjulien Grand Cru Classe 2015,Saintjulien,France,2015,Chateau Gruaud Larose,Red,Unknown,69.37,4.1,,4.23945449739721,9
Chateau Gruaud Larose Saintjulien Grand Cru Classe 2016,Saintjulien,France,2016,Chateau Gruaud Larose,Red,Unknown,99.62,4.2,,4.601362947645137,8
Chateau Gruaud Larose Saintjulien Grand Cru Classe 2017,Saintjulien,France,2017,Chateau Gruaud Larose,Red,Unknown,72.63,3.9,,4.285378059618076,7
Chateau Haut Bardin Bordeaux 2015,Bordeaux,France,2015,Chateau Haut Bardin,Red,Unknown,5.43,3.7,,1.6919391339458438,9
Chateau Hautbailly Pessacleognan 2010,Pessacleognan,France,2010,Chateau Hautbailly,Red,Unknown,129.76,4.3,,4.865686590367102,14
Chateau Hautbailly Pessacleognan 2011,Pessacleognan,France,2011,Chateau Hautbailly,Red,Unknown,60.89,4.1,,4.109068957620483,13
Chateau Hautbailly Pessacleognan 2012,Pessacleognan,France,2012,Chateau Hautbailly,Red,Unknown,64.88,4.1,,4.172539409807157,12
Chateau Hautbailly Pessacleognan 2017,Pessacleognan,France,2017,Chateau Hautbailly,Red,Unknown,110.17,4.0,,4.702024627351974,7
Chateau Hautbeausejour Saintestephe 2013,Saintestephe,France,2013,Chateau Hautbeausejour,Red,Unknown,23.2,3.7,,3.1441522786722644,11
Chateau Hautbeausejour Saintestephe 2015,Saintestephe,France,2015,Chateau Hautbeausejour,Red,Unknown,20.85,4.0,,3.03735394824481,9
Chateau Hautbeausejour Saintestephe 2016,Saintestephe,France,2016,Chateau Hautbeausejour,Red,Unknown,28.26,3.9,,3.3414473772563813,8
Chateau Hautbellevue Hautmedoc 2014,Hautmedoc,France,2014,Chateau Hautbellevue,Red,Unknown,11.01,3.8,,2.398803950734589,10
Chateau Hautbrion Le Clarence De Haut Brion Pessacleognan Chateau Bahans Hautbrion 2005,Pessacleognan,France,2005,Chateau Hautbrion,Red,Unknown,100.42,4.3,,4.60936139060656,19
Chateau Hautbrion Pessacleognan Premier Grand Cru Classe 2005,Pessacleognan,France,2005,Chateau Hautbrion,Red,Unknown,669.71,4.6,,6.506844782863653,19
Chateau Hautbrion Pessacleognan Premier Grand Cru Classe 2008,Pessacleognan,France,2008,Chateau Hautbrion,Red,Unknown,347.39,4.6,,5.8504480681307545,16
Chateau Hautbrion Pessacleognan Premier Grand Cru Classe 2009,Pessacleognan,France,2009,Chateau Hautbrion,Red,Unknown,799.77,4.7,,6.68432418633188,15
Chateau Hautbrion Pessacleognan Premier Grand Cru Classe 2014,Pessacleognan,France,2014,Chateau Hautbrion,Red,Unknown,417.72,4.5,,6.034811351611348,10
Chateau Hautcarles Fronsac 2005,Fronsac,France,2005,Chateau Hautcarles,Red,Fronsac,30.93,3.9,,3.431726586696978,19
Chateau Hautmarbuzet Saintestephe 2008,Saintestephe,France,2008,Chateau Hautmarbuzet,Red,Unknown,42.51,4.1,,3.749739342370699,16
Chateau Hautmarbuzet Saintestephe 2009,Saintestephe,France,2009,Chateau Hautmarbuzet,Red,Unknown,52.23,4.3,,3.955657042448208,15
Chateau Hautmaurac Medoc 2015,Medoc,France,2015,Chateau Hautmaurac,Red,Unknown,20.76,3.7,,3.0330280582976883,9
Chateau Hermitage Mazeyres Pomerol 2015,Pomerol,France,2015,Chateau Hermitage Mazeyres,Red,Pomerol,21.56,3.8,,3.070839746040796,9
Chateau Hosanna Pomerol 2014,Pomerol,France,2014,Chateau Hosanna,Red,Pomerol,124.74,4.4,,4.826231571097977,10
Chateau Jean Faure Saintemilion Grand Cru Grand Cru Classe 2016,Saintemilion Grand Cru,France,2016,Chateau Jean Faure,Red,Unknown,48.32,3.9,,3.87784555362656,8
Chateau Jean Gue Lalande De Pomerol 2014,Lalandedepomerol,France,2014,Chateau Jean Gue,Red,Pomerol,11.54,3.8,,2.4458192610799534,10
Chateau La Cardonne Medoc 2009,Medoc,France,2009,Chateau La Cardonne,Red,Unknown,21.7,3.8,,3.077312260546414,15
Chateau La Commanderie Saintestephe 2011,Saintestephe,France,2011,Chateau La Commanderie,Red,Unknown,19.5,3.5,,2.970414465569701,13
Chateau La Conseillante Pomerol 2005,Pomerol,France,2005,Chateau La Conseillante,Red,Pomerol,242.74,4.4,,5.491990911678216,19
Chateau La Conseillante Pomerol 2008,Pomerol,France,2008,Chateau La Conseillante,Red,Pomerol,121.35,4.2,,4.798678932172611,16
Chateau La Couronne Saintemilion Grand Cru 2016,Saintemilion Grand Cru,France,2016,Chateau La Couronne,Red,Unknown,18.84,4.1,,2.935982269148217,8
Chateau La Couspaude Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau La Couspaude,Red,Unknown,56.05,4.2,,4.02624414951817,19
Chateau La Coustarelle Grande Cuvee Prestige Cahors 2012,Cahors,France,2012,Chateau La Coustarelle,Red,Unknown,9.71,3.7,,2.273156282303234,12
Chateau La Dominique Saintemilion Grand Cru Grand Cru Classe 2015,Saintemilion Grand Cru,France,2015,Chateau La Dominique,Red,Unknown,46.84,4.0,,3.8467375387295166,9
Chateau La Fleur De Bouard Lalandedepomerol 2005,Lalandedepomerol,France,2005,Chateau La Fleur De Bouard,Red,Pomerol,54.38,3.9,,3.995996439204325,19
Chateau La Fleur De Bouard Lalandedepomerol 2011,Lalandedepomerol,France,2011,Chateau La Fleur De Bouard,Red,Pomerol,27.54,3.8,,3.315639493300509,13
Chateau La Fleur De Bouard Lalandedepomerol 2014,Lalandedepomerol,France,2014,Chateau La Fleur De Bouard,Red,Pomerol,26.71,3.8,,3.2850380271218698,10
Chateau La Fleur De Bouard Lalandedepomerol 2016,Lalandedepomerol,France,2016,Chateau La Fleur De Bouard,Red,Pomerol,29.26,4.1,,3.3762213955919784,8
Chateau La Fleur Morange Mathilde Saintemilion Grand Cru 2015,Saintemilion Grand Cru,France,2015,Chateau La Fleur Morange,Red,Unknown,22.56,3.8,,3.116178426629858,9
Chateau La Fleurpetrus Pomerol 2016,Pomerol,France,2016,Chateau La Fleurpetrus,Red,Pomerol,234.37,4.5,,5.456901063163784,8
Chateau La Freynelle Bordeaux Merlot Cabernet Sauvignon 2014,Bordeaux,France,2014,Chateau La Freynelle,Red,Cabernet Sauvignon,7.91,3.4,,2.0681277817795625,10
Chateau La Friere Vieilles Vignes Blaye Cotes De Bordeaux 2014,Unknown,France,2014,Chateau La Friere,Red,Unknown,6.27,3.0,,1.8357763546448291,10
Chateau La Garde Pessacleognan 2012,Pessacleognan,France,2012,Chateau La Garde,Red,Unknown,21.35,3.8,,3.061051739674633,12
Chateau La Garde Pessacleognan 2013,Pessacleognan,France,2013,Chateau La Garde,Red,Unknown,26.71,4.0,,3.2850380271218698,11
Chateau La Gorce Medoc 2016,Medoc,France,2016,Chateau La Gorce,Red,Unknown,10.05,3.7,,2.307572634505085,8
Chateau La Grave Trigant De Boisset Pomerol 2013,Pomerol,France,2013,Chateau La Grave Trigant De Boisset,Red,Pomerol,26.12,3.8,,3.2627013044082305,11
Chateau La Grave Trigant De Boisset Pomerol 2014,Pomerol,France,2014,Chateau La Grave Trigant De Boisset,Red,Pomerol,41.76,4.2,,3.731938943574383,10
Chateau La Grave Trigant De Boisset Pomerol 2016,Pomerol,France,2016,Chateau La Grave Trigant De Boisset,Red,Pomerol,40.65,4.0,,3.7049988359938193,8
Chateau La Gurgue Margaux 2005,Margaux,France,2005,Chateau La Gurgue,Red,Margaux,33.45,4.0,,3.5100517865742376,19
Chateau La Gurgue Margaux 2015,Margaux,France,2015,Chateau La Gurgue,Red,Margaux,27.13,4.0,,3.3006401266708405,9
Chateau La Lagune Hautmedoc Grand Cru Classe 2012,Hautmedoc,France,2012,Chateau La Lagune,Red,Unknown,59.58,4.1,,4.0873199472851365,12
Chateau La Louviere Pessacleognan 1997,Pessacleognan,France,1997,Chateau La Louviere,Red,Unknown,29.29,4.0,,3.377246160839642,27
Chateau La Louviere Pessacleognan 2014,Pessacleognan,France,2014,Chateau La Louviere,Red,Unknown,32.29,3.8,,3.474757584770184,10
Chateau La Louviere Pessacleognan 2016,Pessacleognan,France,2016,Chateau La Louviere,Red,Unknown,42.89,3.9,,3.758638698528789,8
Chateau La Mission Hautbrion La Chapelle De La Mission Hautbrion Pessacleognan 2015,Pessacleognan,France,2015,Chateau La Mission Hautbrion,Red,Unknown,114.06,4.3,,4.736724625728393,9
Chateau La Mission Hautbrion Pessacleognan Grand Cru Classe De Graves 2012,Pessacleognan,France,2012,Chateau La Mission Hautbrion,Red,Unknown,216.25,4.5,,5.376435145811989,12
Chateau La Negly Lancely Languedoc La Clape 2015,La Clape,France,2015,Chateau La Negly,Red,Unknown,53.04,4.2,,3.9710463458776073,9
Chateau La Nerthe Chateauneufdupape 2015,Chateauneufdupape,France,2015,Chateau La Nerthe,Red,Unknown,35.58,4.1,,3.571783682237689,9
Chateau La Nerthe Cuvee Des Cadettes Chateauneufdupape 2016,Chateauneufdupape,France,2016,Chateau La Nerthe,Red,Unknown,57.05,4.5,,4.0439280763080845,8
Chateau La Providence Pomerol 2011,Pomerol,France,2011,Chateau La Providence,Red,Pomerol,79.53,4.2,,4.376134308969044,13
Chateau La Raze Beauvallet Medoc 2015,Medoc,France,2015,Chateau La Raze Beauvallet,Red,Unknown,10.88,3.7,,2.3869262414277967,9
Chateau La Reverence Grand Cru 2019,St. Emilion,France,2019,Chateau La Reverence,Red,Bordeaux Red Blends,41.89,4.5,14.5,3.735047134958944,5
Chateau La Tonnelle Hautmedoc 2017,Hautmedoc,France,2017,Chateau La Tonnelle,Red,Unknown,7.96,3.6,,2.074428999856292,7
Chateau La Tour Carnet Hautmedoc Grand Cru Classe 2005,Hautmedoc,France,2005,Chateau La Tour Carnet,Red,Unknown,41.82,4.1,,3.7333746940004873,19
Chateau La Tour Carnet Hautmedoc Grand Cru Classe 2011,Hautmedoc,France,2011,Chateau La Tour Carnet,Red,Unknown,37.64,3.9,,3.628067314717179,13
Chateau La Tour Carnet Hautmedoc Grand Cru Classe 2013,Hautmedoc,France,2013,Chateau La Tour Carnet,Red,Unknown,30.42,3.8,,3.415100286831147,11
Chateau La Tour Carnet Hautmedoc Grand Cru Classe 2015,Hautmedoc,France,2015,Chateau La Tour Carnet,Red,Unknown,33.07,4.0,,3.4986265269937014,9
Chateau La Tour Carnet Hautmedoc Grand Cru Classe 2016,Hautmedoc,France,2016,Chateau La Tour Carnet,Red,Unknown,42.89,4.0,,3.758638698528789,8
Chateau La Tour De Leveque Cotes De Provence Rouge 2012,Cotes De Provence,France,2012,Chateau La Tour De Leveque,Red,Unknown,25.03,3.9,,3.2200751054436827,12
Chateau La Tour De Leveque Cotes De Provence Rouge 2014,Cotes De Provence,France,2014,Chateau La Tour De Leveque,Red,Unknown,14.15,3.8,,2.649714624089247,10
Chateau La Tour De Mons Margaux 2005,Margaux,France,2005,Chateau La Tour De Mons,Red,Margaux,33.45,4.1,,3.5100517865742376,19
Chateau La Tour De Mons Margaux 2012,Margaux,France,2012,Chateau La Tour De Mons,Red,Margaux,20.57,3.8,,3.0238337036648657,12
Chateau La Tour De Mons Margaux 2015,Margaux,France,2015,Chateau La Tour De Mons,Red,Margaux,21.13,3.9,,3.050693831627965,9
Chateau La Tour Figeac Saintemilion Grand Cru Grand Cru Classe 2005,Saintemilion Grand Cru,France,2005,Chateau La Tour Figeac,Red,Unknown,81.17,4.3,,4.3965457207730845,19
Chateau La Vieille Cure Fronsac 2005,Fronsac,France,2005,Chateau La Vieille Cure,Red,Fronsac,33.45,4.0,,3.5100517865742376,19
Chateau Labegorce Chateau Labegorcezede Margaux 2005,Margaux,France,2005,Chateau Labegorce,Red,Margaux,34.28,4.0,,3.5345620937295794,19
Chateau Labegorce Margaux 2005,Margaux,France,2005,Chateau Labegorce,Red,Margaux,48.52,4.0,,3.881976084075849,19
Chateau Labegorce Margaux 2016,Margaux,France,2016,Chateau Labegorce,Red,Margaux,35.08,3.9,,3.557631167503982,8
Chateau Labegorce Margaux 2017,Margaux,France,2017,Chateau Labegorce,Red,Margaux,24.32,3.8,,3.1912990570979662,7
Chateau Lacour Jacquet Hautmedoc 2011,Hautmedoc,France,2011,Chateau Lacour Jacquet,Red,Unknown,13.64,4.1,,2.613006652415316,13
Chateau Lafite Monteil Bordeaux Superieur 2011,Bordeaux Superieur,France,2011,Chateau Lafite Monteil,Red,Unknown,8.33,3.5,,2.1198634561787517,13
Chateau Lafite Rothschild Carruades De Lafite Pauillac 2008,Pauillac,France,2008,Chateau Lafite Rothschild,Red,Unknown,234.37,4.3,,5.456901063163784,16
Chateau Lafite Rothschild Pauillac Premier Grand Cru Classe 2005,Pauillac,France,2005,Chateau Lafite Rothschild,Red,Unknown,879.01,4.6,,6.778796274184742,19
Chateau Lafitte Cotes De Bordeaux 2016,Unknown,France,2016,Chateau Lafitte,Red,Unknown,11.91,3.9,,2.477378383367209,8
Chateau Lafleurgazin Pomerol 2015,Pomerol,France,2015,Chateau Lafleurgazin,Red,Pomerol,38.09,4.2,,3.6399517804905126,9
Chateau Lafleurgazin Pomerol 2016,Pomerol,France,2016,Chateau Lafleurgazin,Red,Pomerol,37.54,4.3,,3.6254070311583626,8
Chateau Lafonrochet Saintestephe Grand Cru Classe 2005,Saintestephe,France,2005,Chateau Lafonrochet,Red,Unknown,66.93,4.1,,4.203647297112551,19
Chateau Lafonrochet Saintestephe Grand Cru Classe 2009,Saintestephe,France,2009,Chateau Lafonrochet,Red,Unknown,63.61,4.2,,4.152770690690713,15
Chateau Lafonrochet Saintestephe Grand Cru Classe 2010,Saintestephe,France,2010,Chateau Lafonrochet,Red,Unknown,46.05,4.1,,3.829727762701316,14
Chateau Lafonrochet Saintestephe Grand Cru Classe 2017,Saintestephe,France,2017,Chateau Lafonrochet,Red,Unknown,40.72,3.6,,3.706719372242267,7
Chateau Lagrange Saintjulien Grand Cru Classe 2005,Saintjulien,France,2005,Chateau Lagrange,Red,Unknown,58.56,4.1,,4.0700518696530565,19
Chateau Lagrange Saintjulien Grand Cru Classe 2016,Saintjulien,France,2016,Chateau Lagrange,Red,Unknown,38.47,4.1,,3.649878716764204,8
Chateau Lalande De Gravet Saintemilion Grand Cru 2015,Saintemilion Grand Cru,France,2015,Chateau Lalande De Gravet,Red,Unknown,25.66,3.9,,3.24493335918749,9
Chateau Lamothecissac Hautmedoc 2015,Hautmedoc,France,2015,Chateau Lamothecissac,Red,Unknown,13.31,3.7,,2.58851563240702,9
Chateau Lanessan Hautmedoc 2016,Hautmedoc,France,2016,Chateau Lanessan,Red,Unknown,15.03,3.7,,2.710048203764883,8
Chateau Langoa Barton Saintjulien Grand Cru Classe 2000,Saintjulien,France,2000,Chateau Langoa Barton,Red,Unknown,79.49,4.2,,4.375631227585021,24
Chateau Langoa Barton Saintjulien Grand Cru Classe 2002,Saintjulien,France,2002,Chateau Langoa Barton,Red,Unknown,57.72,4.2,,4.05560373390567,22
Chateau Langoa Barton Saintjulien Grand Cru Classe 2005,Saintjulien,France,2005,Chateau Langoa Barton,Red,Unknown,75.31,4.1,,4.32161292811326,19
