name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price (£),Average Rating,ABV,Log Price,Age
Santa Margherita Pinot Grigio 2021,Trentino-Alto Adige,Italy,2021,Santa Margherita,White,Pinot Grisgrigio,20.53,4.4,12.5,3.0218872310308424,3
Santa Rita 120 Cabernet Sauvignon 2015,Central Valley,Chile,2015,Santa Rita,Red,Cabernet Sauvignon,5.67,3.2,,1.7351891177396608,9
Santa Rita 120 Cabernet Sauvignon 2017,Central Valley,Chile,2017,Santa Rita,Red,Cabernet Sauvignon,6.53,3.4,,1.87640694328834,7
Santa Rita 120 Ccc Cabernet Franc Carmenere Cabernet Sauvignon 2017,Central Valley,Chile,2017,Santa Rita,Red,Cabernet Sauvignon,5.31,3.4,,1.6695918352538477,7
Santa Rita 120 Merlot 2016,Central Valley,Chile,2016,Santa Rita,Red,Merlot,5.67,3.2,,1.7351891177396608,8
Santa Rita 120 Reserva Especial Cabernet Sauvignon 2016,Maipo Valley,Chile,2016,Santa Rita,Red,Cabernet Sauvignon,5.67,3.3,,1.7351891177396608,8
Santa Rita 120 Syrah 2015,Central Valley,Chile,2015,Santa Rita,Red,Syrah,5.3,3.2,,1.6677068205580765,9
Santa Rita Casa Real Cabernet Sauvignon 2012,Maipo Valley,Chile,2012,Santa Rita,Red,Cabernet Sauvignon,32.6,4.0,,3.484312288372662,12
Santadi Grotta Rossa Carignano Del Sulcis 2017,Carignano Del Sulcis,Italy,2017,Santadi,Red,Carignan,5.51,3.6,,1.706564623164823,7
Santadi Rocca Rubia Riserva Carignano Del Sulcis 2017,Carignano Del Sulcis,Italy,2017,Santadi,Red,Carignan,15.86,4.0,,2.763800216206702,7
Santadi Terre Brune Superiore Carignano Del Sulcis 2015,Carignano Del Sulcis,Italy,2015,Santadi,Red,Carignan,30.52,4.2,,3.4183822064162563,9
Santi Valpolicella Ripasso Classico Superiore Solane 2015,Valpolicella Ripasso,Italy,2015,Santi,Red,Unknown,12.35,3.7,,2.513656063073986,9
Saronsberg Provenance Shiraz 2017,Unknown,South Africa,2017,Saronsberg,Red,Shiraz,11.8,3.9,,2.468099531471619,7
Sartori Amarone Corte Bra 2010,Amarone Della Valpolicella,Italy,2010,Sartori,Red,Unknown,28.48,4.4,,3.3492020865437757,14
Sartori Reius Amarone Della Valpolicella Classico 2013,Amarone Della Valpolicella,Italy,2013,Sartori,Red,Unknown,25.03,4.1,,3.2200751054436827,11
Sartori Villa Mura Bardolino 2015,Bardolino,Italy,2015,Sartori,Red,Bardolino,6.13,2.8,,1.81319474994812,9
Sartori Villa Mura Merlot Veneto 2016,Veneto,Italy,2016,Sartori,Red,Merlot,3.83,3.4,,1.3428648031925543,8
Scanavino Nebbiolo Dalba 2017,Unknown,Italy,2017,Scanavino,Red,Nebbiolo,7.94,3.5,,2.0719132752590443,7
Scheiblhofer Batonnage Red Scorpion 2016,Niederosterreich,Austria,2016,Scheiblhofer,Red,Unknown,124.74,4.4,,4.826231571097977,8
Scheiblhofer Big John Cuvee Reserve 2017,Burgenland,Austria,2017,Scheiblhofer,Red,Unknown,16.07,4.2,,2.776954179749421,7
Scheiblhofer Praittenbrunn 2013,Unknown,Austria,2013,Scheiblhofer,Red,Unknown,35.91,4.3,,3.5810158082379915,11
Scheiblhofer The Legends 2017,Burgenland,Austria,2017,Scheiblhofer,Red,Unknown,14.28,4.1,,2.658859956911438,7
Schild Estate Grenache Mourvedre Shiraz 2016,Barossa Valley,Australia,2016,Schild Estate,Red,Grenache,13.31,3.5,,2.58851563240702,8
Schild Estate Shiraz 2017,Barossa Valley,Australia,2017,Schild Estate,Red,Shiraz,13.31,4.0,,2.58851563240702,7
Schild Estate Shiraz Reserve Single Vineyard Ben Schild 2014,Barossa Valley,Australia,2014,Schild Estate,Red,Shiraz,20.85,4.2,,3.03735394824481,10
Schiopetto Rivarossa 2016,Venezia Giulia,Italy,2016,Schiopetto,Red,Unknown,16.66,4.1,,2.8130106367386967,8
Schloss Gobelsburg Zweigelt Domaene Gobelsburg 2018,Niederosterreich,Austria,2018,Schloss Gobelsburg,Red,Zweigelt,6.94,3.7,,1.937301774518713,6
Schlumberger Privatkeller Cabernet Merlot 2015,Unknown,Austria,2015,Schlumberger,Red,Merlot,14.99,3.6,,2.7073833121145063,9
Schneider Hensel Und Gretel Red 2017,Pfalz,Germany,2017,Schneider,Red,Unknown,11.26,3.9,,2.4212566227115446,7
Schneider Hensel Und Gretel Witch Hunter Spatburgunder 2014,Pfalz,Germany,2014,Schneider,Red,Unknown,15.03,3.9,,2.710048203764883,10
Schneider Holy Moly Shiraz 2015,Pfalz,Germany,2015,Schneider,Red,Shiraz,25.95,4.1,,3.2561716096118976,9
Schneider Tohuwabohu 2016,Pfalz,Germany,2016,Schneider,Red,Unknown,16.33,4.1,,2.7930039069823738,8
Schneider Turtur 2017,Pfalz,Germany,2017,Schneider,Red,Unknown,11.59,3.9,,2.4501426573516603,7
Schola Sarmenti Antieri Susumaniello 2017,Salento,Italy,2017,Schola Sarmenti,Red,Unknown,14.12,4.3,,2.647592232065096,7
Schola Sarmenti Armentino Negroamaro Primitivo 2017,Salento,Italy,2017,Schola Sarmenti,Red,Negroamaro,9.63,4.0,,2.2648832258100344,7
Schola Sarmenti Critera Primitivo 2017,Salento,Italy,2017,Schola Sarmenti,Red,Primitivo,8.17,4.0,,2.1004689088719117,7
Schola Sarmenti Cubardi Primitivo 2016,Salento,Italy,2016,Schola Sarmenti,Red,Primitivo,12.95,4.3,,2.5610957881455465,8
Schola Sarmenti Diciotto Primitivo 2015,Salento,Italy,2015,Schola Sarmenti,Red,Primitivo,40.79,4.4,,3.7084369533294663,9
Schola Sarmenti Diciotto Primitivo 2016,Salento,Italy,2016,Schola Sarmenti,Red,Primitivo,35.39,4.5,,3.566429294357372,8
Schola Sarmenti Nauna Primitivo Negroamaro 2016,Salento,Italy,2016,Schola Sarmenti,Red,Negroamaro,17.56,4.4,,2.865623588206971,8
Schola Sarmenti Roccamora Negroamaro 2016,Unknown,Italy,2016,Schola Sarmenti,Red,Negroamaro,20.38,4.0,,3.014554027794579,8
Schubert Marions Vineyard Pinot Noir 2016,Unknown,New Zealand,2016,Schubert,Red,Pinot Noir,36.73,4.0,,3.603593859831576,8
Schug Cabernet Sauvignon 2015,Sonoma Valley,United States,2015,Schug,Red,Cabernet Sauvignon,32.6,4.0,,3.484312288372662,9
Schug Pinot Noir Carneros 2013,Unknown,United States,2013,Schug,Red,Pinot Noir,25.07,4.0,,3.2216719121702018,11
Schug Pinot Noir Estate Grown 2016,Unknown,United States,2016,Schug,Red,Pinot Noir,52.87,4.0,,3.967836070247359,8
Schwarz The Butcher Blaufrankisch 2018,Burgenland,Austria,2018,Schwarz,Red,Blaufrankisch,21.35,3.9,,3.061051739674633,6
Seghesio Home Ranch Zinfandel 2012,Alexander Valley,United States,2012,Seghesio,Red,Zinfandel,63.61,4.2,,4.152770690690713,12
Seghesio Old Vine Zinfandel 2013,Sonoma County,United States,2013,Seghesio,Red,Zinfandel,44.86,4.1,,3.8035465290920634,11
Segura Viudas Garnatxa 2018,Catalunya,Spain,2018,Segura Viudas,Red,Unknown,5.23,3.1,,1.6544112780768316,6
Sella Mosca Cannonau Di Sardegna 2018,Cannonau Di Sardegna,Italy,2018,Sella Mosca,Red,Unknown,5.19,3.4,,1.6467336971777973,6
Sella Mosca Dimonios Riserva Cannonau Di Sardegna 2016,Cannonau Di Sardegna,Italy,2016,Sella Mosca,Red,Unknown,11.36,3.8,,2.430098413293005,8
Sella Mosca Tanca Farra Alghero 2015,Unknown,Italy,2015,Sella Mosca,Red,Unknown,12.75,3.8,,2.545531271604435,9
Selvapiana Chianti Rufina Vigneto Bucerchiale Riserva 2015,Chianti Rufina,Italy,2015,Selvapiana,Red,Chianti,18.33,4.1,,2.908539061851614,9
Sena Aconcagua Valley 2017,Aconcagua Valley,Chile,2017,Sena,Red,Unknown,88.87,4.3,,4.487174627750385,7
Senorio De Benidorm Roble Monastrell Syrah 2019,Alicante,Spain,2019,Senorio De Benidorm,Red,Unknown,5.2,3.5,,1.6486586255873816,5
Senorio De Nava Roble Ribera Del Duero 2018,Ribera Del Duero,Spain,2018,Senorio De Nava,Red,Roble Ribera Del Duero,5.74,3.7,,1.747459210331475,6
Serre Dei Roveri Barolo 2012,Barolo,Italy,2012,Serre Dei Roveri,Red,Barolo,18.0,3.3,,2.8903717578961645,12
Ses Talaioles Sestal 2014,Mallorca,Spain,2014,Ses Talaioles,Red,Unknown,26.52,4.2,,3.277899165317662,10
Settesoli Merlot Sicilia 2018,Terre Siciliane,Italy,2018,Settesoli,Red,Merlot,4.85,3.1,,1.5789787049493915,6
Seven Falls Cabernet Sauvignon 2015,Unknown,United States,2015,Seven Falls,Red,Cabernet Sauvignon,12.52,4.0,,2.527327365671953,9
Sexy Tinto 2012,Alentejo,Portugal,2012,Sexy,Red,Unknown,27.74,3.5,,3.3228754148866857,12
Sexy Tinto 2013,Alentejo,Portugal,2013,Sexy,Red,Unknown,5.55,3.3,,1.713797927758343,11
Shafer Hillside Select Cabernet Sauvignon 2015,Unknown,United States,2015,Shafer,Red,Cabernet Sauvignon,317.28,4.6,,5.759784664771486,9
Shelter Winery Spatburgunder 2017,Baden,Germany,2017,Shelter Winery,Red,Unknown,9.17,3.6,,2.2159372862683733,7
Sichel Tour Des Trois Lunes Rouge 2016,Bordeaux,France,2016,Sichel,Red,Unknown,12.89,3.7,,2.556451816951096,8
Siddura Tiros Limited Edition 2015,Unknown,Italy,2015,Siddura,Red,Unknown,29.22,4.2,,3.3748534063225537,9
Siegel Special Reserve Cabernet Sauvignon 2013,Colchagua Valley,Chile,2013,Siegel,Red,Cabernet Sauvignon,10.57,3.7,,2.3580197998821464,11
Siegel Unique Selection 2015,Colchagua Valley,Chile,2015,Siegel,Red,Unknown,24.19,4.2,,3.185939324621936,9
Sierra Cantabria Coleccion Privada 2015,Rioja,Spain,2015,Sierra Cantabria,Red,Unknown,26.75,4.0,,3.2865344733420154,9
Sierra Cantabria Coleccion Privada 2016,Rioja,Spain,2016,Sierra Cantabria,Red,Unknown,25.91,4.0,,3.2546289945740186,8
Sierra Cantabria Crianza 2016,Rioja,Spain,2016,Sierra Cantabria,Red,Unknown,9.59,3.7,,2.260720888895347,8
Sierra Cantabria Cuvee 2014,Rioja,Spain,2014,Sierra Cantabria,Red,Unknown,14.15,3.9,,2.649714624089247,10
Sierra Cantabria Gran Reserva 2009,Rioja,Spain,2009,Sierra Cantabria,Red,Unknown,21.73,3.8,,3.078693794268338,15
Sierra Cantabria Seleccion 2018,Rioja,Spain,2018,Sierra Cantabria,Red,Unknown,7.07,3.7,,1.955860479908481,6
Sierra Noble Cabernet Sauvignon 2018,Central Valley,Chile,2018,Sierra Noble,Red,Cabernet Sauvignon,3.56,3.8,,1.269760544863939,6
Sieur Darques Aimery Merlot 2017,Pays Doc,France,2017,Sieur Darques,Red,Merlot,4.81,3.2,,1.5706970841176695,7
Simonsig Frans Malan Cape Blend 2014,Stellenbosch,South Africa,2014,Simonsig,Red,Blend,18.41,3.9,,2.9128939952449864,10
Simonsig Labyrinth Cabernet Sauvignon 2017,Stellenbosch,South Africa,2017,Simonsig,Red,Cabernet Sauvignon,10.3,3.8,,2.33214389523559,7
Simonsig Merindol Syrah 2014,Stellenbosch,South Africa,2014,Simonsig,Red,Syrah,20.32,3.9,,3.011605622710281,10
Simonsig Tiara 2013,Stellenbosch,South Africa,2013,Simonsig,Red,Unknown,17.49,4.2,,2.861629289030511,11
Simonsig Tiara 2015,Stellenbosch,South Africa,2015,Simonsig,Red,Unknown,16.58,4.1,,2.8081971497071487,9
Simonsig Tiara 2016,Stellenbosch,South Africa,2016,Simonsig,Red,Unknown,12.98,4.0,,2.563409711275944,8
Simonsvlei Jamocha Pinotage 2018,Western Cape,South Africa,2018,Simonsvlei,Red,Pinotage,9.63,3.6,,2.2648832258100344,6
Singla Castell Vell 2015,Cotes Du Roussillon Villages,France,2015,Singla,Red,Unknown,20.32,4.0,,3.011605622710281,9
Siro Pacenti Pelagrilli Brunello Di Montalcino 2011,Brunello Di Montalcino,Italy,2011,Siro Pacenti,Red,Unknown,31.82,3.9,,3.460095022909641,13
Siro Pacenti Pelagrilli Brunello Di Montalcino 2014,Brunello Di Montalcino,Italy,2014,Siro Pacenti,Red,Unknown,43.45,4.2,,3.771610851711401,10
Siro Pacenti Rosso Di Montalcino 2016,Rosso Di Montalcino,Italy,2016,Siro Pacenti,Red,Unknown,23.02,4.0,,3.1363634032937364,8
Siro Pacenti Vecchie Vigne Brunello Di Montalcino 2013,Brunello Di Montalcino,Italy,2013,Siro Pacenti,Red,Unknown,62.79,4.0,,4.1397958251260185,11
Smoking Loon Syrah 2017,unknown,Chile,2017,Smoking Loon,Red,Syrahshiraz,9.03,3.8,13.5,2.200552367428894,7
Solaguen Crianza 2015,Rioja,Spain,2015,Solaguen,Red,Crianza,4.1,3.6,,1.410986973710262,9
Solar Viejo Crianza 2016,Rioja,Spain,2016,Solar Viejo,Red,Crianza,6.24,3.6,,1.8309801823813363,8
Solar Viejo Crianza 2017,Rioja,Spain,2017,Solar Viejo,Red,Crianza,5.74,3.8,,1.747459210331475,7
Solar Viejo Orube Crianza 2017,Rioja,Spain,2017,Solar Viejo,Red,Unknown,6.07,3.9,,1.803358605071407,7
Soldiers Block Shiraz 2018,Mclaren Vale,Australia,2018,Soldiers Block,Red,Shiraz,7.78,3.5,,2.0515563381903,6
Sonsierra Crianza 2017,Rioja Alta,Spain,2017,Sonsierra,Red,Crianza,5.78,3.4,,1.754403682684286,7
Soto Y Manrique La Vina De Ayer Cebreros 2017,Castilla Y Leon,Spain,2017,Soto Y Manrique,Red,Unknown,7.91,3.3,,2.0681277817795625,7
Sottano Cabernet Sauvignon 2015,Lujan De Cuyo,Argentina,2015,Sottano,Red,Cabernet Sauvignon,8.12,3.8,,2.094330154173586,9
Sottano Malbec Reserva 2018,Lujan De Cuyo,Argentina,2018,Sottano,Red,Malbec,11.39,4.0,,2.4327357774590905,6
Sottimano Curra Barbaresco 2013,Barbaresco,Italy,2013,Sottimano,Red,Unknown,66.14,4.4,,4.191773707553646,11
Spellbound Cabernet Sauvignon 2016,California,United States,2016,Spellbound,Red,Cabernet Sauvignon,12.13,3.7,,2.495681722955959,8
Spellbound Merlot 2016,California,United States,2016,Spellbound,Red,Merlot,12.13,3.9,,2.495681722955959,8
Speri Valpolicella Ripasso Classico Superiore 2017,Valpolicella Ripasso,Italy,2017,Speri,Red,Unknown,12.16,3.8,,2.4981518765380213,7
Speri Vigneto Monte Santurbano Amarone Della Valpolicella Classico 2015,Amarone Della Valpolicella Classico,Italy,2015,Speri,Red,Unknown,33.38,4.2,,3.507956918233689,9
Spice Route Chakalaka 2016,Swartland,South Africa,2016,Spice Route,Red,Unknown,16.66,4.2,,2.8130106367386967,8
Spice Route Pinotage 2017,Swartland,South Africa,2017,Spice Route,Red,Pinotage,13.31,4.1,,2.58851563240702,7
Spier 21 Gables Pinotage 2015,Western Cape,South Africa,2015,Spier,Red,Pinotage,21.01,4.2,,3.044998514856909,9
Spier Seaward Pinotage 2017,Coastal Region,South Africa,2017,Spier,Red,Pinotage,11.34,3.7,,2.428336298299606,7
Spier Signature Merlot 2018,Western Cape,South Africa,2018,Spier,Red,Merlot,5.82,3.5,,1.7613002617433464,6
Spier Signature Pinotage 2018,Western Cape,South Africa,2018,Spier,Red,Pinotage,5.44,3.6,,1.6937790608678511,6
Sportoletti Villa Fidelia Rosso 2009,Umbria,Italy,2009,Sportoletti,Red,Port,16.33,4.0,,2.7930039069823738,15
Spottswoode Lyndenhurst Cabernet Sauvignon 2013,St Helena,United States,2013,Spottswoode,Red,Cabernet Sauvignon,57.12,4.3,,4.045154318031329,11
Spottswoode Lyndenhurst Cabernet Sauvignon 2015,St Helena,United States,2015,Spottswoode,Red,Cabernet Sauvignon,62.79,4.3,,4.1397958251260185,9
Springfield Estate Estate Pinot Noir 2015,Robertson,South Africa,2015,Springfield Estate,Red,Pinot Noir,24.69,3.9,,3.2063983033570884,9
St Francis Old Vines Zinfandel 2018,Sonoma County,United States,2018,St Francis,Red,Zinfandel,17.24,4.0,15.8,2.847232265235547,6
St Michaeleppan De Piano 2016,Sudtirol Alto Adige,Italy,2016,St Michaeleppan,Red,Unknown,12.42,4.1,,2.519308076505333,8
Staatskellerei Zurich Akkurat Rot 2018,Unknown,Switzerland,2018,Staatskellerei Zurich,Red,Unknown,12.65,3.8,,2.537657215173529,6
Staatskellerei Zurich Compleo Cuvee Noire 2018,Unknown,Switzerland,2018,Staatskellerei Zurich,Red,Unknown,14.28,3.9,,2.658859956911438,6
Stags Leap Wine Cellars Artemis Cabernet Sauvignon 2019,Napa Valley,United States,2019,Stags Leap Wine Cellars,Red,Cabernet Sauvignon,60.78,4.3,14.5,4.107260787488647,5
Stags Leap Wine Cellars Cask 23 Cabernet Sauvignon 2016,Napa Valley,United States,2016,Stags Leap Wine Cellars,Red,Cabernet Sauvignon,267.9,4.7,,5.590613776550563,8
Stags Leap Wine Cellars Slv Cabernet Sauvignon 2013,Napa Valley,United States,2013,Stags Leap Wine Cellars,Red,Cabernet Sauvignon,149.86,4.5,,5.0097015249361645,11
Starkconde Cabernet Sauvignon 2016,Stellenbosch,South Africa,2016,Starkconde,Red,Cabernet Sauvignon,14.6,3.8,,2.681021528714291,8
Starkconde Postcard Series Cabernet Sauvignon 2017,Stellenbosch,South Africa,2017,Starkconde,Red,Cabernet Sauvignon,10.96,3.7,,2.39425228151987,7
Starkconde Three Pines Cabernet Sauvignon 2016,Stellenbosch,South Africa,2016,Starkconde,Red,Cabernet Sauvignon,32.64,4.0,,3.4855385300959063,8
Starkconde Three Pines Syrah 2016,Stellenbosch,South Africa,2016,Starkconde,Red,Syrah,32.64,4.2,,3.4855385300959063,8
Statti Batasarro Lamezia Riserva 2013,Calabria,Italy,2013,Statti,Red,Unknown,19.92,4.0,,2.991724252156452,11
Statti Gaglioppo 2018,Calabria,Italy,2018,Statti,Red,Gaglioppo,7.95,3.8,,2.0731719286662407,6
Stefano Accordini Acinatico Amarone Della Valpolicella Classico 2016,Amarone Della Valpolicella Classico,Italy,2016,Stefano Accordini,Red,Unknown,29.26,4.4,,3.3762213955919784,8
Stefano Accordini Valpolicella Classico 2018,Valpolicella Classico,Italy,2018,Stefano Accordini,Red,Unknown,7.7,3.6,,2.0412203288596382,6
Stellenrust Pinotage 2018,Stellenbosch,South Africa,2018,Stellenrust,Red,Pinotage,7.3,3.6,,1.9878743481543453,6
Stellenrust Timeless 2015,Stellenbosch,South Africa,2015,Stellenrust,Red,Unknown,15.46,3.6,,2.738256043159276,9
Stemmari Merlot 2016,Sicilia,Italy,2016,Stemmari,Red,Merlot,3.96,3.5,,1.3762440252663892,8
Stemmari Nero Davola 2018,Sicilia,Italy,2018,Stemmari,Red,Unknown,3.98,3.6,,1.3812818192963463,6
Stemmari Passiata 2017,Sicilia,Italy,2017,Stemmari,Red,Unknown,5.59,3.9,,1.7209792871670078,7
Stern Spatburgunder Trocken 2017,Pfalz,Germany,2017,Stern,Red,Unknown,9.6,4.0,,2.26176309847379,7
Stimson Estate Cellars Merlot 2015,Washington,United States,2015,Stimson Estate Cellars,Red,Merlot,6.94,3.6,,1.937301774518713,9
Studier Matura Trocken 2016,Pfalz,Germany,2016,Studier,Red,Unknown,7.27,3.6,,1.983756291545428,8
Substance Cabernet Sauvignon Cs 2016,Columbia Valley,United States,2016,Substance,Red,Cabernet Sauvignon,18.25,3.8,,2.9041650800285006,8
Substance Cabernet Sauvignon Cs 2017,Columbia Valley,United States,2017,Substance,Red,Cabernet Sauvignon,20.01,3.7,,2.996232148595642,7
Substance Merlot Me 2013,Columbia Valley,United States,2013,Substance,Red,Merlot,61.68,4.0,,4.1219597292550745,11
Suertes Del Marques 7 Fuentes 2018,Unknown,Spain,2018,Suertes Del Marques,Red,Unknown,9.69,3.4,,2.271094425902674,6
Sur De Los Andes Malbec 2017,Mendoza,Argentina,2017,Sur De Los Andes,Red,Malbec,9.85,4.3,14.0,2.2874714551839976,7
Surrau Isola Dei Nuraghi 2015,Isola Dei Nuraghi,Italy,2015,Surrau,Red,Unknown,10.52,3.7,,2.353278207309564,9
Surrau Sincaru Cannonau Di Sardegna Riserva 2014,Cannonau Di Sardegna,Italy,2014,Surrau,Red,Unknown,16.16,4.1,,2.782539053092949,10
Susana Balbo Signature Malbec 2017,Lujan De Cuyo,Argentina,2017,Susana Balbo,Red,Malbec,20.72,3.9,,3.031099417391282,7
Sutherland Cabernet Sauvignon 2013,Elgin,South Africa,2013,Sutherland,Red,Cabernet Sauvignon,14.19,3.8,,2.6525374911719517,11
Sutil Limited Release Carmenere 2015,Rapel Valley,Chile,2015,Sutil,Red,Carmenere,10.59,4.1,,2.359910159613315,9
Suvla Cabernet Sauvignon 2017,Unknown,Unknown,2017,Suvla,Red,Cabernet Sauvignon,12.56,3.4,,2.530517161040053,7
Suvla Reserve Syrah Single Vineyard Bozokbag 2013,Unknown,Unknown,2013,Suvla,Red,Syrah,29.3,4.2,,3.3775875160230218,11
Swartland Winery Pinotage 2017,Swartland,South Africa,2017,Swartland Winery,Red,Pinotage,6.66,3.8,,1.896119484552298,7
Tagaro Passo Del Sud Appassimento Edizione 2016,Puglia,Italy,2016,Tagaro,Red,Unknown,10.07,3.9,,2.3095607067304718,8
Tagaro Pignataro Nero Di Troia 2018,Puglia,Italy,2018,Tagaro,Red,Unknown,6.61,4.0,,1.888583653863595,6
Talamonti Tre Saggi Montepulciano Dabruzzo 2015,Montepulciano Dabruzzo,Italy,2015,Talamonti,Red,Montepulciano,8.77,3.7,,2.171336806384092,9
Talbott Kali Hart Pinot Noir 2016,Monterey,United States,2016,Talbott,Red,Pinot Noir,20.57,3.8,,3.0238337036648657,8
Talbott Kalihart Pinot Noir 2019,Monterey,United States,2019,Talbott,Red,Pinot Noir,22.17,4.1,14.8,3.0987400236282205,5
Talenti Brunello Di Montalcino 2014,Brunello Di Montalcino,Italy,2014,Talenti,Red,Unknown,28.48,4.1,,3.3492020865437757,10
Talenti Brunello Di Montalcino 2015,Brunello Di Montalcino,Italy,2015,Talenti,Red,Unknown,29.3,4.2,,3.3775875160230218,9
Talenti Brunello Di Montalcino Riserva Pian Di Conte 2013,Brunello Di Montalcino,Italy,2013,Talenti,Red,Unknown,105.28,4.3,,4.656623467577007,11
Talosa Alboreto Nobile Di Montepulciano 2016,Vino Nobile Di Montepulciano,Italy,2016,Talosa,Red,Montepulciano,11.83,3.9,,2.470638677990296,8
Talosa Rosso Di Montepulciano 2018,Rosso Di Montepulciano,Italy,2018,Talosa,Red,Montepulciano,7.27,3.6,,1.983756291545428,6
Tardieulaurent Chateauneufdupape 2005,Chateauneufdupape,France,2005,Tardieulaurent,Red,Unknown,40.14,3.9,,3.692373343368192,19
Tardieulaurent Chateauneufdupape Galets Dor 2016,Chateauneufdupape,France,2016,Tardieulaurent,Red,Unknown,31.42,4.1,,3.4474446328274757,8
Tardieulaurent Coterotie 2004,Coterotie,France,2004,Tardieulaurent,Red,Unknown,66.93,4.1,,4.203647297112551,20
Tardieulaurent Cotesdurhone Cuvee Speciale 2016,Cotesdurhone,France,2016,Tardieulaurent,Red,Unknown,16.33,3.8,,2.7930039069823738,8
Tardieulaurent Cuvee Speciale Chateauneufdupape 2005,Chateauneufdupape,France,2005,Tardieulaurent,Red,Unknown,50.19,4.2,,3.915815803666842,19
Tardieulaurent Hermitage Rouge 2005,Hermitage,France,2005,Tardieulaurent,Red,Unknown,83.68,4.3,,4.427000000316613,19
Taron Crianza 2016,Rioja Alta,Spain,2016,Taron,Red,Unknown,7.53,3.6,,2.018895041811802,8
Taron Pantocrator 2005,Rioja Alta,Spain,2005,Taron,Red,Unknown,16.24,4.2,,2.7874773347335315,19
Tasca Dalmerita Cygnus Cabernet Sauvignon Nero Davola Regaleali 2015,Terre Siciliane,Italy,2015,Tasca Dalmerita,Red,Cabernet Sauvignon,10.63,4.0,,2.3636801923538564,9
Tasca Dalmerita Lamuri Nero Davola Regaleali 2014,Terre Siciliane,Italy,2014,Tasca Dalmerita,Red,Unknown,8.28,3.8,,2.113842968397168,10
Tasca Dalmerita Lamuri Nero Davola Regaleali 2017,Terre Siciliane,Italy,2017,Tasca Dalmerita,Red,Unknown,8.75,3.7,,2.169053700369523,7
Tasca Dalmerita Perricone Guarnaccio Regaleali 2016,Terre Siciliane,Italy,2016,Tasca Dalmerita,Red,Unknown,8.89,3.5,,2.1849270495258133,8
Tasca Dalmerita Regaleali Nero Davola 2016,Terre Siciliane,Italy,2016,Tasca Dalmerita,Red,Unknown,6.3,3.5,,1.8405496333974871,8
Tasca Dalmerita Regaleali Nero Davola 2017,Terre Siciliane,Italy,2017,Tasca Dalmerita,Red,Unknown,6.41,3.5,,1.8578592709325783,7
Taylors Wakefield Estate Cabernet Sauvignon 2016,Clare Valley,Australia,2016,Taylors Wakefield,Red,Cabernet Sauvignon,7.95,3.7,,2.0731719286662407,8
Taylors Wakefield Estate Shiraz 2017,Clare Valley,Australia,2017,Taylors Wakefield,Red,Shiraz,7.95,3.8,,2.0731719286662407,7
Te Mata Awatea Cabernets Merlot 2017,Hawkes Bay,New Zealand,2017,Te Mata,Red,Merlot,28.88,3.8,,3.3631493140246254,7
Teanum Gran Tiati 2011,Puglia,Italy,2011,Teanum,Red,Unknown,29.22,4.0,,3.3748534063225537,13
Tedeschi Corasco 2015,Delle Venezie,Italy,2015,Tedeschi,Red,Unknown,10.46,3.7,,2.347558458636777,9
Tedeschi Marne 180 Amarone Della Valpolicella 2015,Amarone Della Valpolicella,Italy,2015,Tedeschi,Red,Unknown,26.71,4.3,,3.2850380271218698,9
Tedeschi Maternigo Valpolicella Superiore 2016,Valpolicella,Italy,2016,Tedeschi,Red,Unknown,14.99,4.1,,2.7073833121145063,8
Telmo Rodriguez Almuvedre Tinto Monastrell 2018,Alicante,Spain,2018,Telmo Rodriguez,Red,Monastrell,5.82,3.6,,1.7613002617433464,6
Telmo Rodriguez Almuvedre Tinto Monastrell 2019,Alicante,Spain,2019,Telmo Rodriguez,Red,Unknown,4.95,3.5,,1.5993875765805992,5
Telmo Rodriguez As Caborcas Single Vineyard 2014,Valdeorras,Spain,2014,Telmo Rodriguez,Red,Unknown,30.1,4.1,,3.4045251717548304,10
Telmo Rodriguez Corriente 2017,Rioja,Spain,2017,Telmo Rodriguez,Red,Unknown,9.0,3.8,,2.19722457733622,7
Telmo Rodriguez Gago G 2016,Toro,Spain,2016,Telmo Rodriguez,Red,Unknown,14.19,3.8,,2.6525374911719517,8
Telmo Rodriguez Lanzaga Rioja 2014,Rioja,Spain,2014,Telmo Rodriguez,Red,Rioja,16.7,3.8,,2.815408719422709,10
Telmo Rodriguez Matallana 2010,Ribera Del Duero,Spain,2010,Telmo Rodriguez,Red,Unknown,68.61,4.0,,4.2284382967028,14
Telmo Rodriguez Pago La Jara 2013,Toro,Spain,2013,Telmo Rodriguez,Red,Unknown,32.61,3.9,,3.484618989801228,11
Telmo Rodriguez Pegaso Barrancos De Pizarra 2013,Castilla Y Leon,Spain,2013,Telmo Rodriguez,Red,Unknown,23.86,3.9,,3.1722034166697703,11
Tempus Two Copper Series Gsm 2017,Barossa Valley,Australia,2017,Tempus Two,Red,Unknown,13.38,3.6,,2.5937610547000824,7
Tempus Two Pewter Series Shiraz 2016,Barossa Valley,Australia,2016,Tempus Two,Red,Shiraz,16.7,3.8,,2.815408719422709,8
Tempus Two Silver Series Shiraz 2017,South Eastern Australia,Australia,2017,Tempus Two,Red,Shiraz,7.04,3.6,,1.951608170169951,7
