name,Region,Country,Vintage,Producer,Wine Variety,Grape Variety,Price ($),Average Rating,ABV,Log Price,Age
Podere La Vigna Brunello Di Montalcino 2015,Brunello Di Montalcino,Italy,2015,Podere La Vigna,Sparkling,Unknown,31.63,4.1,,3.4541060373175574,9
Prunotto Barbera Dalba 2019,Barbera Dalba,Italy,2019,Prunotto,Red,Barbera,16.26,3.8,,2.7887081041196646,5
Francis Ford Coppola Diamond Collection Paso Robles Cabernet Sauvignon 2019,Paso Robles,United States,2019,Francis Ford Coppola Winery,Red,Cabernet Sauvignon,18.06,3.9,13.5,2.893699547988839,5
Leo Hillinger Zweigelt 2017,Burgenland,Austria,2017,Leo Hillinger,Sparkling,Zweigelt,10.94,3.5,,2.392425796993835,7
Chateau Carbonnieux Pessacleognan 2016,Pessacleognan,France,2016,Chateau Carbonnieux,Red,Unknown,69.07,3.9,,4.235120483100881,8
Icario Vino Nobile Di Montepulciano 2011,Vino Nobile Di Montepulciano,Italy,2011,Icario,Red,Montepulciano,17.86,3.8,,2.8825635754483527,13
Mazzei Chianti Classico Riserva Ser Lapo 2016,Chianti Classico,Italy,2016,Mazzei,Rose,Chianti,19.11,3.8,,2.9502117582521814,8
Geyser Peak Zinfandel 2016,California,United States,2016,Geyser Peak,Red,Zinfandel,11.83,3.7,,2.470638677990296,8
Eden Rift Terraces Pinot Noir 2018,Other,United States,2018,Eden Rift Vineyards,Red,Pinot Noir,52.57,4.8,13.9,3.962145614831357,6
Domaine Trapet Gevreychambertin 2016,Gevreychambertin,France,2016,Domaine Trapet,Rose,Unknown,97.87,3.9,,4.583640067437728,8
Lidio Carraro Dadivas Pinot Noir 2010,Encruzilhada Do Sul,Brazil,2010,Lidio Carraro,Rose,Pinot Noir,15.73,3.2,,2.7555697170701867,14
J Vineyards Monterey Sonoma Santa Barbara Pinot Noir 2016,California,United States,2016,J Vineyards,Red,Pinot Noir,21.35,3.9,14.2,3.061051739674633,8
Los Frailes Garnacha Monastrell 2017,Valencia,Spain,2017,Los Frailes,White,Monastrell,8.19,3.7,,2.102913897864978,7
Escudo Rojo Syrah Reserva 2017,Central Valley,Chile,2017,Escudo Rojo,Sparkling,Syrah,13.56,3.4,,2.6071242825122494,7
Papaioannou Saint George Agiorgitiko 2020,Other,Greece,2020,Papaioannou,Red,Agiorgitiko,8.16,3.7,,2.0992441689760155,4
Paul Jaboulet Aine Les Grandes Terrasses Cornas 2014,Other,France,2014,Paul Jaboulet Aine,Sparkling,Unknown,42.09,4.0,,3.7398101827824792,10
Green Red Chiles Canyon Vineyards Zinfandel 2018,Napa Valley,United States,2018,Green Red,Red,Zinfandel,27.99,4.1,,3.331847303527362,6
Antonin Rodet Macon 2014,Other,France,2014,Antonin Rodet,Red,Unknown,11.72,3.1,,2.4612967841488667,10
Vesevo Limited Release Taurasi Ensis 2012,Other,Italy,2012,Vesevo,White,Unknown,18.28,3.7,,2.905807566026004,12
Marco Felluga Russiz Superiore Merlot Collio 2016,Other,Italy,2016,Marco Felluga,Red,Merlot,26.03,4.2,,3.259249719006474,8
3 Rings Shiraz 2017,Barossa Valley,Australia,2017,3 Rings,Red,Shiraz,14.99,3.7,,2.7073833121145063,7
Neethlingshof Estate Cabernet Sauvignon 2016,Stellenbosch,South Africa,2016,Neethlingshof Estate,Red,Cabernet Sauvignon,11.1,3.7,,2.4069451083182885,8
Chateau David Beaulieu Bordeaux Superieur 2016,Bordeaux Superieur,France,2016,Chateau David Beaulieu,Red,Unknown,10.57,3.6,,2.3580197998821464,8
De Toren Fusion V 2016,Stellenbosch,South Africa,2016,De Toren,Rose,Unknown,37.96,4.4,,3.636532973741727,8
Milbrandt Vineyards The Estates Cabernet Sauvignon 2017,Wahluke Slope,United States,2017,Milbrandt Vineyards,Red,Cabernet Sauvignon,24.99,3.8,,3.2184757448468613,7
Bosman Family Vineyards Twyfeling Cinsaut 2019,Wellington,South Africa,2019,Bosman Family Vineyards,Red,Unknown,30.0,4.2,,3.4011973816621555,5
Benegas Estate Malbec 2018,Mendoza,Argentina,2018,Benegas,Red,Malbec,16.99,4.0,,2.8326249356838407,6
Teso La Monja Almirez 2016,Toro,Spain,2016,Teso La Monja,Red,Unknown,16.22,4.0,,2.7862450486872667,8
Ryder Estate Pinot Noir 2016,Central Coast,United States,2016,Ryder Estate,Rose,Pinot Noir,17.25,3.4,,2.847812143477369,8
Seghesio Sonoma Zinfandel 2017,Sonoma County,United States,2017,Seghesio,Sparkling,Zinfandel,32.44,4.1,,3.479392229247212,7
Barco De Piedra Ribera Del Duero Tinto 2019,Ribera Del Duero,Spain,2019,Barco De Piedra,Red,Unknown,19.99,4.0,,2.9952321485123083,5
Bootleg Red Blend 2014,Napa Valley,United States,2014,Bootleg,Red,Red Blend,29.0,4.1,,3.367295829986474,10
Decugnano Dei Barbi Villa Barbi Umbria Rosso 2016,Umbria,Italy,2016,Decugnano Dei Barbi,Sparkling,Unknown,9.71,4.0,,2.273156282303234,8
Vadio Grande 2014,Bairrada,Portugal,2014,Vadio,Sparkling,Unknown,32.44,4.0,,3.479392229247212,10
M Chapoutier Cotesdurhone 2019,Cotesdurhone,France,2019,M Chapoutier,White,Unknown,10.17,3.9,,2.3194422100604686,5
Caballo Loco Grand Cru Sagrada Familia 2015,Other,Chile,2015,Caballo Loco,Rose,Unknown,29.51,4.4,,3.3847291889548483,9
Darenberg The Laughing Magpie Shiraz Viognier 2015,Mclaren Vale,Australia,2015,Darenberg,Sparkling,Viognier,23.4,3.7,,3.152736022363656,9
Tomas Cusine Llebre 2019,Costers Del Segre,Spain,2019,Tomas Cusine,Red,Unknown,8.84,3.7,,2.1792868766495523,5
Zonnebloem Merlot 2017,Stellenbosch,South Africa,2017,Zonnebloem,Rose,Merlot,8.99,3.8,,2.196112848483529,7
Fattoria Di Magliano Heba 2015,Morellino Di Scansano,Italy,2015,Fattoria Di Magliano,Sparkling,Unknown,9.97,3.4,,2.2995805839737478,9
Coulydutheil Clos De Lecho Chinon 2014,Chinon,France,2014,Coulydutheil,Sparkling,Unknown,24.74,3.7,,3.208421366964342,10
Mega Spileo Grand Cave Red 2014,Other,Greece,2014,Mega Spileo,Red,Unknown,20.06,3.9,,2.998727782533789,10
Poggio Alla Sala Parceto 2013,Vino Nobile Di Montepulciano,Italy,2013,Poggio Alla Sala,Rose,Unknown,31.63,4.1,,3.4541060373175574,11
Chateau Tauzinat Lhermitage Saintemilion Grand Cru 2015,Saintemilion Grand Cru,France,2015,Chateau Tauzinat Lhermitage,Rose,Unknown,17.75,3.8,,2.8763855159214247,9
Le Ragose Valpolicella Ripasso Classico Superiore 2016,Valpolicella Ripasso,Italy,2016,Le Ragose,Rose,Unknown,21.05,4.0,,3.0469005601283903,8
Feudi Di San Gregorio Piano Montevergine Taurasi 2012,Other,Italy,2012,Feudi Di San Gregorio,White,Unknown,48.82,4.0,,3.888140064964814,12
Chateau Les Hautsconseillants Lalandedepomerol 2014,Lalandedepomerol,France,2014,Chateau Les Hautsconseillants,White,Pomerol,22.1,4.0,,3.0955776085237074,10
Estefania Tilenus Envejecido En Roble Bierzo Mencia 2010,Bierzo,Spain,2010,Estefania,Rose,Mencia,13.88,3.4,,2.6304489550786583,14
Michel Stephane Ogier La Rosine Syrah 2017,Other,France,2017,Michel Stephane Ogier,White,Syrah,21.59,4.0,,3.072230244526716,7
Bodegas Clunia Tesela 2018,Castilla Y Leon,Spain,2018,Bodegas Clunia,Red,Unknown,9.96,3.7,,2.2985770715965077,6
Federico Paternina Rioja Reserva 2016,Rioja,Spain,2016,Federico Paternina,Red,Rioja Reserva,6.64,3.6,,1.8931119634883424,8
Rioja Vega Semi Crianza 2018,Rioja,Spain,2018,Rioja Vega,Red,Unknown,6.27,3.4,,1.8357763546448291,6
Chateau Bellevue Hautmedoc 2015,Hautmedoc,France,2015,Chateau Bellevue,Rose,Unknown,19.48,3.8,,2.969388298214389,9
Herdade Penedo Gordo Tapada De Villar Tinto 2018,Alentejo,Portugal,2018,Herdade Penedo Gordo,White,Unknown,10.17,3.6,,2.3194422100604686,6
Allesverloren Cabernet Sauvignon 2017,Swartland,South Africa,2017,Allesverloren,Rose,Cabernet Sauvignon,13.32,3.8,,2.589266665112243,7
Kaiken Terroir Series Cabernet Sauvignon 2016,Mendoza,Argentina,2016,Kaiken,Red,Cabernet Sauvignon,11.11,3.7,,2.4078456036515385,8
Three Rivers Rivers Red 2016,Columbia Valley,United States,2016,Three Rivers,Red,Unknown,13.99,3.8,,2.63834278867739,8
Bodegas Roda Roda Reserva Rioja 2015,Rioja,Spain,2015,Bodegas Roda,Red,Rioja,40.03,4.2,,3.6896291730044815,9
Domenico Fraccaroli Grotta Del Ninfeo Valpolicella 2018,Valpolicella,Italy,2018,Domenico Fraccaroli,Red,Unknown,14.99,3.7,,2.7073833121145063,6
Chateau Malescasse Hautmedoc 2001,Hautmedoc,France,2001,Chateau Malescasse,Rose,Unknown,25.2,3.7,,3.226843994517377,23
Bodegas Jose L Ferrer Crianza 2015,Binissalemmallorca,Spain,2015,Bodegas Jose L Ferrer,White,Unknown,12.97,3.8,,2.562638998328352,9
Braida Bricco Della Bigotta Barbera Dasti 2016,Barbera Dasti,Italy,2016,Braida,White,Barbera,54.14,4.1,,3.9915732841861553,8
Cortes De Cima Reserva Tinto 2012,Alentejano,Portugal,2012,Cortes De Cima,White,Unknown,65.58,4.3,,4.183270771416502,12
Oriol Rossell Xinoxano Tinto 2019,Panades,Spain,2019,Oriol Rossell,Red,Unknown,5.84,3.4,,1.7647307968401356,5
Fontanafredda Raimonda Barbera Dalba 2017,Barbera Dalba,Italy,2017,Fontanafredda,White,Barbera,12.48,3.8,,2.524127362941281,7
Chateau La Reverence Grand Cru 2019,Other,France,2019,Chateau La Reverence,Red,Bordeaux Red Blends,41.89,4.5,14.5,3.735047134958944,5
Abadal 5 Merlot 2016,Other,Spain,2016,Abadal,White,Merlot,14.0,3.9,,2.6390573296152584,8
Penfolds Bin 138 Shiraz Grenache Mataro 2015,Barossa Valley,Australia,2015,Penfolds,White,Grenache,45.56,4.0,,3.819030138578981,9
Domaine Les Enfants Sauvages Roi Des Lezards 2015,Cotes Catalanes,France,2015,Domaine Les Enfants Sauvages,Sparkling,Unknown,46.55,4.0,,3.840527003723076,9
Beckon Pinot Noir 2015,Central Coast,United States,2015,Beckon,Red,Pinot Noir,12.99,3.7,,2.564179830682508,9
Errazuriz Don Maximiano Founders Reserve 2016,Aconcagua Valley,Chile,2016,Errazuriz,Sparkling,Unknown,90.7,4.3,,4.507557357121091,8
Angove Family Crest Shiraz 2018,Mclaren Vale,Australia,2018,Angove,Red,Shiraz,23.99,3.8,,3.177637076851603,6
Veramonte Pinot Noir 2015,Casablanca Valley,Chile,2015,Veramonte,White,Pinot Noir,9.75,3.5,,2.277267285009756,9
Luzon Finca Luzon 2015,Jumilla,Spain,2015,Luzon,Red,Unknown,7.99,3.2,,2.0781907597781832,9
Bodega Calle Alberti 154 Malbec 2018,Mendoza,Argentina,2018,Bodega Calle,Red,Malbec,19.99,4.1,,2.9952321485123083,6
Chateau La Fleurpetrus Pomerol 2015,Pomerol,France,2015,Chateau La Fleurpetrus,White,Pomerol,270.11,4.5,,5.598829283437918,9
Talenti Brunello Di Montalcino 2014,Brunello Di Montalcino,Italy,2014,Talenti,Sparkling,Unknown,36.91,4.1,,3.608482517041908,10
Bodegas Valdelana Vive La Llave De Los Suenos Rioja 2020,Other,Spain,2020,Bodegas Valdelana,Red,Unknown,7.78,3.7,,2.0515563381903,4
Domaine Michelas St Jemms Sainte Epine Saint Joseph Rouge 2016,Saintjoseph,France,2016,Domaine Michelas St Jemms,Sparkling,Unknown,21.59,3.9,,3.072230244526716,8
Enate Reserva Especial 2005,Somontano,Spain,2005,Enate,Sparkling,Unknown,106.78,3.8,,4.67077064307204,19
Chateau Daurilhac Hautmedoc 2014,Hautmedoc,France,2014,Chateau Daurilhac,Sparkling,Unknown,14.0,3.7,,2.6390573296152584,10
Azienda Agricola Accornero Giulin 2014,Other,Italy,2014,Azienda Agricola Accornero,Red,Unknown,21.0,3.5,,3.044522437723423,10
Rust En Vrede Estate Red 2016,Stellenbosch,South Africa,2016,Rust En Vrede,Red,Unknown,35.79,4.2,,3.5776685247779345,8
Aster Crianza 2016,Ribera Del Duero,Spain,2016,Aster,Red,Unknown,23.99,4.0,,3.177637076851603,8
Los Frailes Garnacha Monastrell 2017,Valencia,Spain,2017,Los Frailes,Sparkling,Monastrell,8.19,3.7,,2.102913897864978,7
Dominio Dostares Estay Prieto Picudo 2016,Bierzo,Spain,2016,Dominio Dostares,Red,Unknown,8.73,3.5,,2.166765369851511,8
Charles Heidsieck Vintage Rose 2008,Other,France,2008,Charles Heidsieck,Sparkling,Sparkling Rose,139.64,5.0,12.0,4.939067682236836,16
Ruffino Chianti 2018,Chianti,Italy,2018,Ruffino,Rose,Chianti,9.21,3.5,,2.2202898502672155,6
Mezzacorona Castel Firmian Lagrein Trentino 2018,Trentino,Italy,2018,Mezzacorona,White,Lagrein,8.22,4.0,,2.1065702090680887,6
Clos Plince Pomerol 2014,Pomerol,France,2014,Clos Plince,White,Pomerol,64.82,3.8,,4.171614197713401,10
Renzo Seghesio Barbera Dalba Superiore 2017,Barbera Dalba,Italy,2017,Renzo Seghesio,Rose,Barbera,16.27,4.0,,2.7893229212309465,7
Philippe Gavignet Vieilles Vignes Nuitssaintgeorges 2017,Nuitssaintgeorges,France,2017,Philippe Gavignet,Sparkling,Unknown,45.47,4.1,,3.817052767836919,7
Gunther Steinmetz Pinot Noir 2016,Mosel,Germany,2016,Gunther Steinmetz,Red,Pinot Noir,27.99,3.6,,3.331847303527362,8
Domaine De La Cote Blooms Field Pinot Noir 2016,Sta Rita Hills,United States,2016,Domaine De La Cote,Red,Pinot Noir,70.52,4.2,,4.25589635752967,8
Zuccardi Q Cabernet Sauvignon 2018,Other,Argentina,2018,Zuccardi,Red,Cabernet Sauvignon,18.99,3.9,,2.9439125248241944,6
Darenberg The Laughing Magpie Shiraz Viognier 2011,Mclaren Vale,Australia,2011,Darenberg,Red,Viognier,23.22,3.7,,3.145013976269745,13
Pinord Ribera Del Duero Cosecha Marques De Pluma 2016,Ribera Del Duero,Spain,2016,Pinord,Rose,Unknown,6.4,3.5,,1.856297990365626,8
Chateau Malescasse Hautmedoc 2001,Hautmedoc,France,2001,Chateau Malescasse,Sparkling,Unknown,25.2,3.7,,3.226843994517377,23
Collemassari Rigoleto Montecucco Rosso 2017,Other,Italy,2017,Collemassari,White,Unknown,13.56,3.7,,2.6071242825122494,7
Luigi Tacchino Barbera Del Monferrato 2015,Other,Italy,2015,Luigi Tacchino,Rose,Barbera,13.01,3.7,,2.565718292524414,9
Mira Do O Druida 2018,Dao,Portugal,2018,Mira Do O,Red,Unknown,25.95,4.0,,3.2561716096118976,6
Marques De Grinon Cabernet Sauvignon 2016,Dominio De Valdepusa,Spain,2016,Marques De Grinon,Red,Cabernet Sauvignon,29.69,4.2,,3.390810288775669,8
Braida Ai Suma Barbera Dasti 2015,Barbera Dasti,Italy,2015,Braida,Sparkling,Barbera,70.52,4.4,,4.25589635752967,9
Parusso Ornati Barbera Dalba 2018,Barbera Dalba,Italy,2018,Parusso,White,Barbera,13.43,4.0,,2.597491010535146,6
Wolf Blass Blass Black Spice Shiraz 2016,Langhorne Creek,Australia,2016,Wolf Blass,Red,Shiraz,8.99,3.5,,2.196112848483529,8
Castello Monaci Salento Coribante 2018,Salento,Italy,2018,Castello Monaci,Sparkling,Unknown,9.66,3.9,,2.2679936482244267,6
Mauro Molino Barolo La Serra 2012,Barolo,Italy,2012,Mauro Molino,Sparkling,Barolo,50.45,4.3,,3.920982746799618,12
R Lopez De Heredia Rioja Vina Tondonia Reserva 2006,Rioja,Spain,2006,R Lopez,Red,Tempranillo,59.14,4.1,12.5,4.079907514424331,18
Tulip Syrah Reserve 2017,Galilee,Israel,2017,Tulip,Rose,Syrah,37.87,4.1,,3.634159241913703,7
Xanadu Cabernet Sauvignon 2015,Margaret River,Australia,2015,Xanadu,Rose,Cabernet Sauvignon,23.33,3.8,,3.1497400860333387,9
M Chapoutier Crozeshermitage Les Meysonniers 2018,Crozeshermitage,France,2018,M Chapoutier,Red,Unknown,29.0,3.9,,3.367295829986474,6
Foradori Teroldego Morei 2015,Vigneti Delle Dolomiti,Italy,2015,Foradori,Sparkling,Teroldego,34.72,3.9,,3.547315889792149,9
Fitvine Red Blend 2019,California,United States,2019,Fitvine,Red,Red Blend,15.99,3.5,,2.771963526845863,5
M Chapoutier Cotesdurhone 2019,Cotesdurhone,France,2019,M Chapoutier,Red,Unknown,13.99,3.6,,2.63834278867739,5
Primus Cabernet Sauvignon 2014,Maipo Valley,Chile,2014,Primus,White,Cabernet Sauvignon,15.62,3.8,,2.74855214441154,10
Tenuta Delle Terre Nere Etna Calderara Sottana Rosso 2017,Etna,Italy,2017,Tenuta Delle Terre Nere,Sparkling,Unknown,39.79,4.3,,3.683615624438837,7
Vinchio Vaglio Serra I Tre Vescovi Barbera Dasti Superiore 2017,Barbera Dasti,Italy,2017,Vinchio Vaglio Serra,Red,Barbera,10.85,3.7,,2.3841650799864684,7
Jean Leon Merlot Petit Verdot Penedes 3055 2017,Penedes,Spain,2017,Jean Leon,Sparkling,Merlot,14.5,3.8,,2.6741486494265287,7
Bodega Atamisque Serbal Malbec 2020,Tupungato,Argentina,2020,Bodega Atamisque,Red,Malbec,14.95,3.8,,2.704711299836696,4
Quinta Do Zambujeiro Terra Do Zambujeiro 2015,Other,Portugal,2015,Quinta Do Zambujeiro,Sparkling,Unknown,27.49,4.1,,3.3138223021771545,9
D Mateos La Mateo Garnacha Cepas Viejas 2016,Rioja,Spain,2016,D Mateos,Red,Garnacha,45.58,4.3,,3.8194690238175375,8
Beringer Founders Estate Merlot 2017,California,United States,2017,Beringer,White,Merlot,12.59,3.6,,2.532902848056256,7
Tenute Guicciardini Strozzi Sodole 2015,Toscana,Italy,2015,Tenute Guicciardini Strozzi,Sparkling,Unknown,29.28,4.3,,3.3769046890931107,9
La Suffrene Bandol 2016,Bandol,France,2016,La Suffrene,Rose,Unknown,20.51,3.8,,3.0209125720842893,8
Wild Horse Merlot 2015,Central Coast,United States,2015,Wild Horse,Red,Merlot,15.0,3.6,,2.70805020110221,9
Tinazzi Ca De Rocchi Valpolicella Ripasso Superiore Montere 2017,Valpolicella Ripasso,Italy,2017,Tinazzi,White,Unknown,17.31,4.2,,2.851284369188118,7
Marchesi Di Barolo Cannubi Barolo 2015,Barolo,Italy,2015,Marchesi Di Barolo,Rose,Barolo,51.83,4.2,,3.947969132201615,9
Mauro Molino Barolo La Serra 2014,Barolo,Italy,2014,Mauro Molino,Sparkling,Barolo,52.77,4.2,,3.9659428474175766,10
Bodegas Fillaboa Albarino Rias Baixas 2020,Other,Spain,2020,Bodegas Fillaboa,White,Albarino,18.06,4.5,13.0,2.893699547988839,4
Castello Pomino Pomino Rosso Pinot Nero 2013,Other,Italy,2013,Castello Pomino,White,Pinot Nero,20.51,3.5,,3.0209125720842893,11
Creation Reserve Merlot 2016,Walker Bay,South Africa,2016,Creation,Sparkling,Merlot,39.06,4.0,,3.665098925448533,8
Stave Steel Bourbon Barrel Aged Cabernet Sauvignon 2018,California,United States,2018,Stave Steel,Red,Cabernet Sauvignon,15.6,4.0,13.5,2.747270914255491,6
Aurelien Chatagnier Syrah 2019,Other,France,2019,Aurelien Chatagnier,Red,Syrah,25.0,3.9,,3.218875824868201,5
Brutocao Hopland Ranches Cabernet Sauvignon 2017,Other,United States,2017,Ocao Hopland Ranches,Red,Cabernet Sauvignon,28.74,3.9,13.5,3.358289880650879,7
Vernaccia Oristano Corash Cannonau Sardegna Riserva 2016,Cannonau Di Sardegna,Italy,2016,Vernaccia Oristano,Sparkling,Vernaccia,11.11,4.0,,2.4078456036515385,8
Catena Alta Malbec 2014,Mendoza,Argentina,2014,Catena Alta,Rose,Malbec,48.41,4.3,,3.879706403951603,10
Tenuta Il Poggione Rosso Di Montalcino 2014,Rosso Di Montalcino,Italy,2014,Tenuta Il Poggione,Red,Unknown,26.99,3.8,,3.295466427029913,10
Bouchard Pere Fils Bourgogne Pinot Noir La Vignee 2018,Bourgogne,France,2018,Bouchard Pere Fils,Sparkling,Pinot Noir,17.78,3.6,,2.8780742300857582,6
Diamandes Malbec 2013,Uco Valley,Argentina,2013,Diamandes,Sparkling,Malbec,17.97,3.6,,2.8887037007954675,11
Masseria Del Feudo Nero Davola 2017,Sicilia,Italy,2017,Masseria Del Feudo,Rose,Nero Davola,10.2,3.6,,2.322387720290225,7
Chateau Pindefleurs Saintemilion Grand Cru 2016,Saintemilion Grand Cru,France,2016,Chateau Pindefleurs,Sparkling,Unknown,33.58,4.2,,3.5139306516493947,8
Giacomo Fenocchio Nebbiolo Langhe 2018,Langhe,Italy,2018,Giacomo Fenocchio,Sparkling,Nebbiolo,18.34,3.7,,2.9090844668283187,6
La Bastide Saint Dominique Cotes Du Rhone Villages 2015,Cotesdurhonevillages,France,2015,La Bastide Saint Dominique,Red,Unknown,16.99,3.9,,2.8326249356838407,9
Itinera Prima Classe Primitivo 2017,Salento,Italy,2017,Itinera Prima Classe,White,Primitivo,7.54,3.9,,2.0202221820198645,7
Picayune Pinot Noir 2013,Sonoma Coast,United States,2013,Picayune,Red,Pinot Noir,29.0,3.8,,3.367295829986474,11
Louis Latour Bourgogne Pinot Noir 2017,Bourgogne,France,2017,Louis Latour,Red,Pinot Noir,28.75,3.6,,3.3586377672433594,7
The Show Malbec 2014,Mendoza,Argentina,2014,The Show,Red,Malbec,13.99,3.7,,2.63834278867739,10
Clos Manou Medoc 2016,Medoc,France,2016,Clos Manou,White,Unknown,27.02,4.0,,3.2965773325320527,8
Poggio Antico Rosso Di Montalcino 2020,Other,Italy,2020,Poggio Antico,Red,Sangiovese,27.92,5.0,,3.329343277894172,4
Chateau De Beaucastel Chateauneufdupape 2016,Chateauneufdupape,France,2016,Chateau De Beaucastel,Red,Unknown,85.71,4.4,,4.450969504910791,8
Domaine De La Pirolette Saintamour 2019,Other,France,2019,Domaine De La Pirolette,Red,Unknown,26.99,3.6,,3.295466427029913,5
Castello Nipozzano Vecchie Viti Chianti Rufina Riserva 2016,Chianti Rufina,Italy,2016,Castello Nipozzano,Red,Chianti,20.51,3.8,,3.0209125720842893,8
Terrazas De Los Andes High Altitude Vineyards Malbec 2019,Mendoza,Argentina,2019,Terrazas De Los Andes,Red,Malbec,16.99,3.8,,2.8326249356838407,5
Barone Montalto Passivento Rosso 2018,Terre Siciliane,Italy,2018,Barone Montalto,Rose,Unknown,8.99,4.0,,2.196112848483529,6
Cave De Tain Saint Joseph Rouge 2014,Saintjoseph,France,2014,Cave De Tain,Red,Unknown,22.77,3.6,,3.125443880075648,10
Bodegas Albero Teso Monastrell 2017,Castilla,Spain,2017,Bodegas Albero,Red,Monastrell,12.99,3.8,,2.564179830682508,7
Rioja Vega Crianza 2014,Rioja,Spain,2014,Rioja Vega,Rose,Rioja,8.67,3.5,,2.1598687907924505,10
Herdade Do Rocim Olho De Mocho Reserve Tinto 2013,Alentejano,Portugal,2013,Herdade Do Rocim,White,Unknown,14.81,3.9,,2.695302628279708,11
Quintarelli Giuseppe Amarone Della Valpolicella Classico 2011,Amarone Della Valpolicella Classico,Italy,2011,Quintarelli Giuseppe,Sparkling,Unknown,295.39,4.7,,5.688296517120754,13
Villa Cerna Chianti Classico Riserva 2014,Chianti Classico,Italy,2014,Villa Cerna,Red,Chianti,29.64,3.9,,3.3891248004278864,10
Conte Di Campiano Susumaniello 2016,Salento,Italy,2016,Conte Di Campiano,Rose,Unknown,8.52,4.0,,2.1424163408412245,8
Renato Ratti Ochetti Nebbiolo 2019,Langhe,Italy,2019,Renato Ratti,Red,Nebbiolo,24.99,3.9,,3.2184757448468613,5
Castello Di Monsanto Chianti Classico Riserva Il Poggio 2013,Chianti Classico,Italy,2013,Castello Di Monsanto,Sparkling,Chianti,46.25,4.0,,3.834061463958434,11
Laboureroi Gevreychambertin 2014,Gevreychambertin,France,2014,Laboureroi,Red,Unknown,53.06,3.3,,3.971423348709594,10
Chateau Leoville Barton Saintjulien Grand Cru Classe 2011,Saintjulien,France,2011,Chateau Leoville Barton,Sparkling,Unknown,94.65,4.2,,4.5501858776553314,13
Valminor Abade De Couto El Rebelde Tinto 2017,Other,Spain,2017,Valminor,Red,Unknown,11.08,3.7,,2.405141681319138,7
Zuccardi Serie A Malbec 2020,Uco Valley,Argentina,2020,Zuccardi,Red,Malbec,12.99,3.9,,2.564179830682508,4
Lavradores De Feitoria Meruge Tinto 2016,Douro,Portugal,2016,Lavradores De Feitoria,Sparkling,Unknown,25.39,4.2,,3.234355395716587,8
Zeni Cruino Rosso Veronese 2015,Rosso Veronese,Italy,2015,Zeni,Red,Unknown,24.2,4.4,,3.186352633162641,9
Zenato Cresasso Corvina Veronese 2013,Veneto,Italy,2013,Zenato,White,Corvina,29.4,4.2,,3.380994674344636,11
Andre Brunel Les Cailloux Cuvee Centenaire Chateauneufdupape 2003,Chateauneufdupape,France,2003,Andre Brunel,Sparkling,Unknown,74.86,3.8,,4.315619702476283,21
