,Name,Country,Region,Winery,Rating,NumberOfRatings,Price,Year,category
17745,Moulis-en-Médoc 2014,France,Moulis-en-Médoc,Château Chasse-Spleen,3.9,1118,43.77,2014,white
17746,Plumbago Nero d'Avola Sicilia 2016,Italy,Sicilia,Planeta,3.6,1118,13.93,2016,white
17747,Vigna Corvino Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Contesa,3.8,112,6.32,2018,white
17748,Cabernet Sauvignon 2016,Romania,Samburesti,Castel Bolovanu,3.3,112,7.9,2016,white
17749,Códice 2017,Spain,Castilla y León,Dominio de Eguren,3.5,112,5.75,2017,white
17750,Pinot Noir 2018,South Africa,Walker Bay,Creation,3.9,112,18.99,2018,white
17751,Aigle Les Murailles Rouge 2015,Switzerland,Aigle,Henri Badoux,3.7,112,23.17,2015,white
17752,Big G 2015,South Africa,Franschhoek,Holden Manz,4.2,112,23.9,2015,white
17753,Barbera d'Alba Aves 2018,Italy,Barbera d'Alba,Comm. G.B. Burlotto,4.0,112,24.0,2018,white
17754,Chinon Rouge 2015,France,Chinon,Domaine Gouron,3.5,112,8.75,2015,white
17755,Bardolino 2016,Italy,Bardolino,Corte Giara,3.5,112,5.9,2016,white
17756,Provident Shiraz 2016,Australia,Barossa Valley,Soul Growers,3.6,112,24.37,2016,white
17757,Perdixi 2013,Italy,Isola dei Nuraghi,Olianas,3.7,112,19.5,2013,white
17758,Puisseguin Saint-Émilion 2013,France,Puisseguin-Saint-Émilion,Château Moulin de Curat,3.4,112,10.75,2013,white
17759,Pissarres 2017,Spain,Priorat,Costers del Priorat,4.0,112,12.85,2017,white
17760,Arcidiavolo 2008,Italy,Toscana,Teruzzi & Puthod,4.2,112,17.45,2008,white
17761,Colheita Alentejano Tinto 2015,Portugal,Alentejano,Monte Cascas,3.6,112,9.65,2015,white
17762,Malbec 2013,Argentina,Uco Valley,DiamAndes,3.6,1122,16.56,2013,white
17763,Bordeaux Rouge 2014,France,Bordeaux,Baron Philippe de Rothschild,3.2,1123,7.95,2014,white
17764,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Pichon Baron,4.4,1125,139.0,2011,white
17765,Pauillac (Grand Cru Classé) 2011,France,Pauillac,Château Grand-Puy-Lacoste,4.2,1125,76.95,2011,white
17766,Selvarossa Riserva 2014,Italy,Salice Salentino,Cantine due Palme,4.0,1125,14.95,2014,white
17767,Rocca Guicciarda Chianti Classico Riserva 2016,Italy,Chianti Classico,Ricasoli,3.7,1129,13.79,2016,white
17768,Diamond Collection Malbec (Celestial Blue Label) 2017,United States,Napa Valley,Francis Ford Coppola,3.6,113,26.31,2017,white
17769,Rioja Tempranillo Elaboración Especial 2017,Spain,Rioja,Beronia,3.7,113,11.99,2017,white
17770,Pomerol 2015,France,Pomerol,Château Moulinet-Lasserre,4.1,113,46.79,2015,white
17771,1300 Merlot 2016,Argentina,Tupungato,Andeluna,3.3,113,7.7,2016,white
17772,Tradition Spätburgunder 2017,Germany,Franken,Rudolf Fürst,3.8,113,16.9,2017,white
17773,Nebbiolo Langhe 2018,Italy,Langhe,Giacomo Fenocchio,3.7,113,16.9,2018,white
17774,Pinot Noir 2016,United States,California,Spellbound,3.6,113,14.49,2016,white
17775,Tenuta Belguardo 2015,Italy,Maremma Toscana,Mazzei,3.8,113,49.0,2015,white
17776,Kalkmergel Spätburgunder 2014,Germany,Pfalz,Knipser,3.8,113,23.38,2014,white
17777,Merlot 2015,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,113,17.79,2015,white
17778,Châteauneuf-du-Pape 2017,France,Châteauneuf-du-Pape,Clos des Papes (Paul Avril),4.2,113,86.76,2017,white
17779,Chianti Classico 2016,Italy,Chianti Classico,Monte Guelfo,3.4,113,8.29,2016,white
17780,Valdehermoso Crianza 2016,Spain,Ribera del Duero,Valderiz,3.7,113,13.5,2016,white
17781,Bel Noce Primitivo 2017,Italy,Salento,Cantina Rosa del Golfo,4.2,113,9.78,2017,white
17782,Moulin des Costes Bandol Rouge 2011,France,Bandol,Domaines Bunan,3.7,113,115.0,2011,white
17783,Sapaio Bolgheri Superiore 2016,Italy,Bolgheri Superiore,Podere Sapaio,4.2,113,54.81,2016,white
17784,Rosso di Montalcino 2015,Italy,Rosso di Montalcino,Poggio Landi,3.7,113,13.5,2015,white
17785,Côtes du Rhône 2016,France,Côtes-du-Rhône,Rocca Maura,3.4,113,7.5,2016,white
17786,Filo di Seta Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Castello Romitorio,4.3,113,52.87,2012,white
17787,Saint-Émilion Grand Cru 2011,France,Saint-Émilion Grand Cru,Clos Dubreuil,4.1,113,63.2,2011,white
17788,Quinta Generation (5th) 2016,Chile,Colchagua Valley,Casa Silva,4.2,113,20.42,2016,white
17789,Cuvée X 2015,Germany,Pfalz,Knipser,4.1,113,40.65,2015,white
17790,Pauillac (Grand Cru Classé) 2017,France,Pauillac,Château Pichon Longueville Comtesse de Lalande,4.4,113,154.99,2017,white
17791,Bachgart Blauburgunder 2015,Italy,Südtirol - Alto Adige,Klaus Lentsch,3.8,113,42.9,2015,white
17792,Priorat 2017,Spain,Priorat,Clos Mogador,4.5,113,77.01,2017,white
17793,Hillside Select Cabernet Sauvignon 2015,United States,Stags Leap District,Shafer,4.6,113,378.98,2015,white
17794,Bernoota Shiraz - Cabernet 2016,Australia,Langhorne Creek,Lake Breeze Wines,3.9,113,20.75,2016,white
17795,Reserva Carmenère 2018,Chile,Colchagua Valley,Caliterra,3.6,113,6.33,2018,white
17796,Small Hill Red 2017,Austria,Burgenland,Leo Hillinger,3.6,113,9.17,2017,white
17797,Margaux (Grand Cru Classé) 2011,France,Margaux,Château Lascombes,4.2,1131,89.0,2011,white
17798,Merlot 2016,United States,Columbia Valley,Columbia Winery,3.7,1132,14.84,2016,white
17799,Pessac-Léognan (Grand Cru Classé de Graves) 2006,France,Pessac-Léognan,Château Pape Clément,4.4,1132,129.0,2006,white
17800,Conde de Valdemar Gran Reserva 2010,Spain,Rioja,Bodegas Valdemar,4.0,1134,18.79,2010,white
17801,Syrah 2017,Italy,Terre Siciliane,Cusumano,3.8,1134,7.9,2017,white
17802,Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.1,1136,38.3,2012,white
17803,Ganadero 2017,Spain,Méntrida,Canopy,3.6,114,7.45,2017,white
17804,AS Ladieras 2015,Spain,Campo de Borja,Cuevas de Arom,3.8,114,19.24,2015,white
17805,Bin 3 Merlot - Cabernet Sauvignon 2016,South Africa,Stellenbosch,Kaapzicht,3.8,114,13.8,2016,white
17806,Gimblett Gravels Le Sol 2015,New Zealand,Gimblett Gravels,Craggy Range,4.3,114,85.27,2015,white
17807,Pomerol 2016,France,Pomerol,Château La Renaissance,4.1,114,24.27,2016,white
17808,Memorious Pinot Noir 2015,United States,Sta. Rita Hills,Domaine de la Côte,4.2,114,54.0,2015,white
17809,Baron Nathaniel Pauillac 2016,France,Pauillac,Baron Philippe de Rothschild,4.2,114,28.08,2016,white
17810,Saga Médoc 2016,France,Médoc,Barons de Rothschild (Lafite),3.5,114,10.65,2016,white
17811,Haut-Médoc 2014,France,Haut-Médoc,Château Haut-Bellevue,3.8,114,13.15,2014,white
17812,Cenit 2012,Chile,Colchagua Valley,Caliterra,4.3,114,38.94,2012,white
17813,Maldoror 2005,France,Côtes de Bourg,Château Fougas,3.7,114,43.95,2005,white
17814,Cuvée Juveniles 2017,Australia,Barossa,Torbreck,3.9,114,24.75,2017,white
17815,Cabernet Veneto 2016,Italy,Veneto,Torresella,3.3,114,6.77,2016,white
17816,Pessac-Léognan (Grand Cru Classé de Graves) 2017,France,Pessac-Léognan,Domaine de Chevalier,4.1,114,77.01,2017,white
17817,Purosangue Morellino di Scansano Sangiovese Riserva 2016,Italy,Morellino di Scansano,Terenzi,3.8,114,25.26,2016,white
17818,Colline Côtes du Rhône Rouge 2018,France,Côtes-du-Rhône,La Cabotte,3.7,114,8.98,2018,white
17819,Estate Perigee (Seven Hills Vineyard) 2013,United States,Walla Walla Valley,L'Ecole No 41,4.3,114,49.5,2013,white
17820,Pinot Noir Bourgogne 2018,France,Bourgogne,Terres Dorées,3.9,114,16.9,2018,white
17821,Frauenfeld St. Laurent 2015,Austria,Thermenregion,Johanneshof Reinisch,4.1,114,19.35,2015,white
17822,Signature Malbec 2017,Argentina,Lujan de Cuyo,Susana Balbo,3.9,1143,24.75,2017,white
17823,Crozes-Hermitage Les Jalets 2016,France,Crozes-Hermitage,Paul Jaboulet Aîné,3.7,1143,19.39,2016,white
17824,Ripassa Valpolicella Ripasso Superiore 2015,Italy,Valpolicella Ripasso,Zenato,4.2,11433,19.99,2015,white
17825,La Segreta Il Rosso 2017,Italy,Sicilia,Planeta,3.6,1145,8.36,2017,white
17826,Zinfandel 2017,United States,California,Woodbridge by Robert Mondavi,3.8,1147,8.39,2017,white
17827,Margaux (Grand Cru Classé) 2009,France,Margaux,Château Brane-Cantenac,4.2,1149,96.99,2009,white
17828,Cabernet Sauvignon 2014,Chile,Maipo Valley,Primus,3.8,1149,14.4,2014,white
17829,La Luna e I Falo Nizza 2015,Italy,Barbera d'Asti,Vite Colte,3.7,115,17.95,2015,white
17830,Three Pines Cabernet Sauvignon 2016,South Africa,Stellenbosch,Stark-Condé,4.0,115,38.99,2016,white
17831,Γουμένισσα (Goumenissa) 2015,Greece,Goumenissa,Chatzivaritis Estate,3.7,115,20.0,2015,white
17832,Toscana Rosso 2018,Italy,Toscana,Tenuta Il Poggione,3.6,115,7.99,2018,white
17833,Le Benjamin de Beauregard Pomerol 2016,France,Pomerol,Château Beauregard,3.9,115,34.9,2016,white
17834,Vigna Del Mandorlo Dolcetto d'Alba 2016,Italy,Dolcetto d'Alba,Elvio Cogno,3.5,115,13.95,2016,white
17835,Estate Vineyards Syrah (Shiraz) 2017,South Africa,Stellenbosch,Rust En Vrede,4.3,115,23.75,2017,white
17836,Prima 2006,France,Cadillac - Côtes de Bordeaux,Château Carignan,3.7,115,15.15,2006,white
17837,Cabernet Riserva 2016,Italy,Südtirol - Alto Adige,Alois Lageder,3.7,115,20.19,2016,white
17838,Centine Rosso 2018,Italy,Toscana,Banfi,3.7,115,8.5,2018,white
17839,Sangiovese di Romagna Superiore Riserva 2016,Italy,Romagna,Poderi dal Nespoli,3.9,115,16.64,2016,white
17840,Powerline Syrah 2016,United States,Walla Walla Valley,K Vintners,4.3,115,60.84,2016,white
17841,Granja Gran Reserva Rioja 2011,Spain,Rioja,Remelluri,4.3,115,49.75,2011,white
17842,Carnevalè Riserva Cannonau di Sardegna 2015,Italy,Cannonau di Sardegna,Giuseppe Sedilesu,4.1,115,25.83,2015,white
17843,Eloy Escudero Crianza 2014,Spain,Ribera del Duero,Bodegas y Vinedos Escudero,3.7,115,12.43,2014,white
17844,Rouge 2011,France,Côtes Catalanes,Domaine de l'Horizon,3.9,115,77.01,2011,white
17845,Gran Reserva 2012,Spain,Rioja,Rioja Vega,3.9,115,18.5,2012,white
17846,Negroamaro Salento Maru 2018,Italy,Salento,Castello Monaci,3.5,115,7.4,2018,white
17847,1300 Malbec 2018,Argentina,Tupungato,Andeluna,3.7,1150,7.7,2018,white
17848,Gran Reserva Rioja 2008,Spain,Rioja,Lan,3.9,1152,17.25,2008,white
17849,Cabernet Sauvignon 2017,United States,California,Barefoot,3.3,1155,6.0,2017,white
17850,Cabernet Sauvignon - Merlot 2014,Spain,Somontano,Enate,3.6,1156,19.89,2014,white
17851,Haut-Médoc 2014,France,Haut-Médoc,Château Beaumont,3.6,1156,15.9,2014,white
17852,Castelgreve Chianti Classico Riserva 2015,Italy,Chianti Classico,Castelli del Grevepesa,3.6,1157,17.84,2015,white
17853,Beaujolais-Villages 2019,France,Beaujolais-Villages,Joseph Drouhin,3.9,116,12.14,2019,white
17854,Jester Cabernet Sauvignon 2017,Australia,McLaren Vale,Mitolo,3.6,116,18.92,2017,white
17855,Chianti 2018,Italy,Chianti,Monte Guelfo,3.3,116,7.75,2018,white
17856,Millenium Reserva 2009,Spain,Ribera del Duero,Tinto Pesquera,4.5,116,82.86,2009,white
17857,Il Messo Governo Toscana 2017,Italy,Toscana,Barbanera,3.7,116,7.79,2017,white
17858,Reserve Cabernet Sauvignon 2014,United States,Oakville,Robert Mondavi,4.2,116,178.96,2014,white
17859,La Gravette de Certan Pomerol 2013,France,Pomerol,Vieux Château Certan,4.2,116,48.5,2013,white
17860,Grenache Noir 2018,France,Pays d'Oc,Paul Mas,3.8,116,5.5,2018,white
17861,Cabernet Sauvignon 2015,South Africa,Western Cape,Laborie,3.4,116,7.18,2015,white
17862,Maestro Raro 2014,Italy,Toscana,Fèlsina,4.0,116,50.67,2014,white
17863,Buzzard Kloof Syrah 2014,South Africa,Stellenbosch,Rustenberg,3.6,116,19.8,2014,white
17864,Grand Reserve 2014,South Africa,Stellenbosch,Delheim,4.1,116,26.95,2014,white
17865,Aussières Rouge (Red Blend) 2017,France,Pays d'Oc,Château d’Aussières,3.5,116,8.32,2017,white
17866,Mount Edelstone Shiraz 2014,Australia,Eden Valley,Henschke,4.4,116,179.0,2014,white
17867,Amarone della Valpolicella Classico 2016,Italy,Amarone della Valpolicella Classico,Allegrini,4.1,116,50.6,2016,white
17868,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Barton,4.2,116,95.53,2017,white
17869,Reserve 2015,South Africa,Western Cape,Roodeberg,3.5,116,9.95,2015,white
17870,Saint-Estèphe 2017,France,Saint-Estèphe,Château Phélan Ségur,3.7,116,44.84,2017,white
17871,Santa Rita Rosso di Valtelina 2014,Italy,Valtellina,Mamete Prevostini,3.5,116,11.5,2014,white
17872,Limited Release Cabernet Sauvignon 2014,Chile,Rapel Valley,Sutil,4.1,116,11.8,2014,white
17873,1851 Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,Ochagavia,3.3,116,11.47,2017,white
17874,Château Romassan Rouge 2016,France,Bandol,Domaines Ott,3.9,116,33.9,2016,white
17875,Pauillac (Grand Cru Classé) 2014,France,Pauillac,Château d'Armailhac,4.0,1160,94.8,2014,white
17876,Pauillac (Grand Cru Classé) 2010,France,Pauillac,Château Pichon Baron,4.5,1163,249.0,2010,white
17877,Pinot Noir 2016,New Zealand,Marlborough,Cloudy Bay,3.9,1163,39.95,2016,white
17878,St. Henri Shiraz 2013,Australia,South Australia,Penfolds,4.4,1165,109.13,2013,white
17879,Pinot Noir 2016,United States,Dundee Hills,Domaine Drouhin,4.2,1166,54.59,2016,white
17880,Negru de Purcari 2015,Moldova,South Eastern,Château Purcari,4.4,1168,98.98,2015,white
17881,Oakville Cabernet Sauvignon 2014,United States,Oakville,Robert Mondavi,4.2,1168,55.79,2014,white
17882,Douro Reserva Red 2016,Portugal,Douro,Quinta do Portal,4.0,1169,21.05,2016,white
17883,Saint-Julien (Grand Cru Classé) 2010,France,Saint-Julien,Château Branaire-Ducru,4.2,1169,87.24,2010,white
17884,Saint-Julien (Grand Cru Classé) 2001,France,Saint-Julien,Château Léoville Barton,4.3,1169,108.95,2001,white
17885,Reserva de Familia Syrah 2014,Spain,Lanzarote,El Grifo,4.2,117,33.95,2014,white
17886,Oberbergener Bassgeige Spätburgunder 2017,Germany,Baden,Franz Keller,3.6,117,14.7,2017,white
17887,Brolo del Figaretto Amarone della Valpolicella Valpantena 2015,Italy,Amarone della Valpolicella Valpantena,Corte Figaretto,4.2,117,29.5,2015,white
17888,La Nieta 2007,Spain,Rioja,Viñedos de Páganos,4.6,117,83.95,2007,white
17889,Merlot 2014,United States,California,Woodhaven,3.7,117,8.41,2014,white
17890,Èrema 2016,Italy,Isola dei Nuraghi,Siddura,3.8,117,14.57,2016,white
17891,Saint-Julien (Grand Cru Classé) 2017,France,Saint-Julien,Château Léoville Poyferré,3.9,117,86.76,2017,white
17892,Vigna di Sessina Chianti Classico Gran Selezione 2015,Italy,Chianti Classico,Dievole,4.4,117,42.0,2015,white
17893,Bardolino Classico 2018,Italy,Bardolino Classico,Lenotti,3.5,117,4.7,2018,white
17894,Reserva Cabernet Sauvignon 2013,Brazil,Serra Gaúcha,Don Guerino,3.3,117,12.62,2013,white
17895,Brauneberger Klostergarten Pinot Noir*** 2014,Germany,Mosel,Markus Molitor,4.0,117,38.79,2014,white
17896,Valpolicella Ripasso Classico Superiore Il Vegro 2017,Italy,Valpolicella,Brigaldara,3.8,117,13.4,2017,white
17897,Barbera d'Alba 2016,Italy,Langhe,Franco Molino,4.1,117,11.9,2016,white
17898,Reserva Cabernet Sauvignon 2014,Spain,Valdepeñas,Viña Albali,3.4,117,5.99,2014,white
17899,Saint-Émilion Grand Cru (Grand Cru Classé) 2014,France,Saint-Émilion Grand Cru,Château La Serre,3.8,117,46.79,2014,white
17900,Spätburgunder 2017,Germany,Baden,Shelter Winery,3.6,117,10.95,2017,white
17901,Giorgio 2011,South Africa,Stellenbosch,Dalla Cia,4.2,117,59.0,2011,white
17902,Rioja Gran Reserva 2011,Spain,Rioja,Marqués de Riscal,4.1,1170,41.04,2011,white
17903,Margaux (Grand Cru Classé) 2005,France,Margaux,Château Brane-Cantenac,4.4,1171,119.95,2005,white
17904,Montefalco Rosso 2016,Italy,Montefalco,Arnaldo-Caprai,3.7,1171,14.54,2016,white
17905,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2005,France,Saint-Émilion Grand Cru,Château Figeac,4.5,1172,239.95,2005,white
17906,Toscana 2015,Italy,Toscana,Tenuta Castiglioni,3.9,1174,38.5,2015,white
17907,The Stump Jump Grenache - Shiraz - Mourvedre 2016,Australia,McLaren Vale,d'Arenberg,3.6,1177,8.5,2016,white
17908,Finca Alejandro 2013,Spain,Castilla y León,Dehesa La Granja,3.8,1177,9.99,2013,white
17909,Chianti Classico Riserva 2013,Italy,Chianti Classico,Brancaia,3.9,1178,18.5,2013,white
17910,Puro Corte 2018,Argentina,Mendoza,Dieter Meier,3.9,118,14.89,2018,white
17911,Bardolino 2018,Italy,Bardolino,Cantina di Custoza,3.5,118,5.5,2018,white
17912,La Baronnie Madeleine Chinon 2015,France,Chinon,Couly-Dutheil,3.8,118,16.69,2015,white
17913,Lagrein Schweizer 2017,Italy,Südtirol - Alto Adige,Franz Haas,3.8,118,24.46,2017,white
17914,Vindoro Negroamaro 2016,Italy,Salento,San Marzano,4.3,118,18.9,2016,white
17915,Sasyr Sangiovese - Syrah Toscana 2016,Italy,Toscana,Rocca delle Macìe,3.9,118,9.26,2016,white
17916,Frans Malan Cape Blend 2016,South Africa,Stellenbosch,Simonsig,4.2,118,19.95,2016,white
17917,Barolo Brunate 2015,Italy,Barolo,Ceretto,4.2,118,128.91,2015,white
17918,Toscana Merlot 2013,Italy,Toscana,Danzante,3.5,118,10.69,2013,white
17919,Saint Hilaire Vineyard Pinot Noir Réserve 2017,France,Pays d'Oc,Paul Mas,3.5,118,7.79,2017,white
17920,Morellino di Scansano 2016,Italy,Morellino di Scansano,Aia Vecchia,3.6,118,8.72,2016,white
17921,Barbaresco Bernardot 2014,Italy,Barbaresco,Ceretto,4.1,118,89.0,2014,white
17922,Margaux 2005,France,Margaux,Château La Gurgue,4.0,118,39.95,2005,white
17923,Merlot 2018,South Africa,Swartland,Leopard’s Leap,3.3,118,7.75,2018,white
17924,Barolo Castiglione 2014,Italy,Barolo,Vietti,4.1,1180,43.87,2014,white
17925,Pinot Noir 2017,New Zealand,Marlborough,Brancott Estate,3.3,1180,10.21,2017,white
17926,Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Beychevelle,4.4,1182,129.95,2005,white
17927,Evenstad Reserve Pinot Noir 2013,United States,Willamette Valley,Domaine Serene,4.3,1182,108.46,2013,white
17928,Submission Cabernet Sauvignon 2017,United States,California,689 - Six Eight Nine,3.9,1186,15.4,2017,white
17929,Médoc 2009,France,Médoc,Château La Cardonne,3.8,1187,25.92,2009,white
17930,Signature Pinotage 2018,South Africa,Western Cape,Spier,3.6,1188,6.5,2018,white
17931,Bolgheri Superiore 2015,Italy,Bolgheri Superiore,Grattamacco,4.2,1188,55.19,2015,white
17932,Amarone della Valpolicella Classico 2015,Italy,Amarone della Valpolicella Classico,Biscardo,4.3,1189,26.06,2015,white
17933,Bosan Riserva Amarone della Valpolicella Classico 2008,Italy,Amarone della Valpolicella Classico,Cesari,4.2,119,56.0,2008,white
17934,Nebbiolo Coste Della Sesia 2017,Italy,Coste della Sesia,Travaglini,3.6,119,18.7,2017,white
17935,Sister Moon 2015,Italy,Toscana,Tenuta Il Palagio,4.2,119,42.95,2015,white
17936,Vat 9 Shiraz 2011,Australia,Hunter Valley,Tyrrell's,3.9,119,33.92,2011,white
17937,GSM 2017,France,Vin de France,Maison de La Villette,4.0,119,6.6,2017,white
17938,Pomerol 2005,France,Pomerol,Clos l'Eglise,4.4,119,139.95,2005,white
17939,Tribu Merlot 2016,Argentina,Maipu,Trivento,3.1,119,8.67,2016,white
17940,Aconcagua Valley 2017,Chile,Aconcagua Valley,Sena,4.3,119,106.15,2017,white
17941,Zweigelt 2018,Austria,Burgenland,Judith Beck,3.6,119,10.6,2018,white
17942,Macán Clásico 2016,Spain,Rioja,Benjamin de Rothschild - Vega Sicilia,4.2,119,38.5,2016,white
17943,Gevrey-Chambertin 2016,France,Gevrey-Chambertin,Joseph Drouhin,4.1,119,48.64,2016,white
17944,Pessac-Léognan (Grand Cru Classé de Graves) 2017,France,Pessac-Léognan,Château Pape Clément,4.0,119,102.35,2017,white
17945,Le Clos des Fées (Hervé Bizeul) 2015,France,Côtes du Roussillon,Domaine du Clos des Fées,4.2,119,38.89,2015,white
17946,Mont du Toit 2007,South Africa,Wellington,Mont du Toit,4.1,119,54.0,2007,white
17947,Saga Médoc 2015,France,Médoc,Barons de Rothschild (Lafite),3.9,119,10.25,2015,white
17948,Valpolicella Ripasso (Classico Superiore) 2017,Italy,Valpolicella Ripasso,Tommasi,4.1,119,16.9,2017,white
17949,Il Passo Nerello Mascalese 2018,Italy,Terre Siciliane,Zabu,3.7,119,7.5,2018,white
17950,Les Dentelles Côtes du Roussillon Villages 2015,France,Côtes du Roussillon Villages,Thunevin-Calvet,3.7,119,31.19,2015,white
17951,Maremma Toscana Le Sughere di Frassinello 2015,Italy,Maremma Toscana,Rocca di Frassinello,3.9,1190,19.9,2015,white
17952,Barrel Selection Malbec 2018,Argentina,Uco Valley,Salentein,4.1,1192,12.89,2018,white
17953,Rioja Reserva (Tempranillo) 2015,Spain,Rioja,Ramón Bilbao,4.0,1192,10.49,2015,white
17954,Malbec 2018,Argentina,Mendoza,Alamos,3.7,11920,8.4,2018,white
17955,Rubicon 2016,South Africa,Stellenbosch,Meerlust,4.3,1193,26.9,2016,white
17956,Paula Malbec 2018,Argentina,Lujan de Cuyo,Doña Paula,3.4,1194,6.73,2018,white
17957,Hermitage 'La Maison Bleue' 2017,France,Hermitage,Paul Jaboulet Aîné,4.1,120,77.35,2017,white
17958,Aviator Blaufränkisch 2017,Austria,Neusiedlersee,Keringer,4.0,120,11.6,2017,white
17959,Syrah Reserva 2017,Chile,Central Valley,Escudo Rojo,3.4,120,12.5,2017,white
17960,Poggio Valente 2014,Italy,Toscana,Fattoria le Pupille,3.8,120,26.9,2014,white
17961,Primitivo 2018,Italy,Salento,Feudo Croce,3.8,120,9.95,2018,white
17962,Prestige Saint-Drézéry Rouge 2018,France,Saint-Drézéry,Château Puech-Haut,4.2,120,16.85,2018,white
17963,Pinotage Reserve 2018,South Africa,Durbanville,Diemersdal,4.1,120,19.25,2018,white
17964,Cabernet Sauvignon - Merlot 2015,Slovenia,Podravje,Puklavec Family Wines,3.0,120,7.65,2015,white
17965,Merlot - Corvina 2018,Italy,Veneto,Corte Giara,3.4,120,6.44,2018,white
17966,Atrium Merlot 2018,Spain,Penedès,Torres,3.8,120,10.5,2018,white
17967,Cabernet Sauvignon (The Churchyard) 2018,South Africa,Franschhoek,Franschhoek Cellar,3.6,120,8.5,2018,white
